symbol,initial_value,final_value,total_return,return_pct,annualized_return,spy_return,outperformance,sharpe,calmar,sqn,max_drawdown,max_drawdown_money,total_trades,wins,losses,win_rate,avg_win,avg_loss,rr_ratio,profit_factor,expectancy,best_trade,worst_trade,avg_trade_len,max_trade_len,max_win_streak,max_loss_streak,ml_accuracy,ml_bullish_accuracy,ml_bearish_accuracy
ABBV,10000,11021.814449094749,1021.8144490947489,10.21814449094749,0.7475377998285682,15.927296981824245,-5.709152490876756,-0.10265053478277729,0.7587416067417397,0.5443057353249123,13.46722573291745,1493.7021633663553,16,10,6,62.5,276.72668634892966,290.90873573242504,0.951249145723352,1.5854152428722532,63.86340306842165,1459.3139359327688,-721.6122028703226,6.3125,41,6,2,57.95918367346938,65.92592592592592,48.18181818181818
LULU,10000,7133.290115356445,-2866.7098846435547,-28.667098846435547,-1.8102125107071543,15.9273088777526,-44.594407724188144,-0.529574631430694,-0.8378458353634194,-1.9976229072382772,34.21524299157143,3707.789291381836,18,4,14,22.22222222222222,181.7346420288086,256.6891751970564,0.7079949588419289,0.20228427395483684,-159.26166025797525,241.17996215820312,-1366.7398681640625,3.5,30,2,7,54.285714285714285,47.651006711409394,64.58333333333334
ROK,10000,13432.107813691831,3432.1078136918313,34.32107813691832,1.3544101962513322,15.927285085898335,18.393793051019983,0.07081970549854727,5.412995512614378,1.0049635072580962,6.340496321664575,893.8480224609375,11,5,6,45.45454545454545,871.3248149664312,154.0860435233871,5.654793873879836,4.712328228233197,312.0098012447121,3503.993942558554,-348.931067513916,11.0,68,3,3,46.12244897959184,57.54716981132076,37.410071942446045
BKSY,10000,11567.713880062103,1567.7138800621033,15.677138800621027,2.4164688604270568,15.927285085898335,-0.2501462852773084,0.1850902615520932,0.4256439541151674,0.27184170805939406,36.831578715151274,6617.473071098328,15,6,9,40.0,1419.602347056071,772.2111335860359,1.8383603723293198,1.2255735815528799,104.51425867080695,4026.000232696533,-1874.9705457687378,3.933333333333333,26,2,2,53.65853658536586,51.5625,55.932203389830505
IYW,10000,11372.998474360293,1372.9984743602927,13.72998474360292,0.5883267116728819,15.927296981824245,-2.1973122382213255,-0.11229460260275727,1.7256145017947881,0.585242569307337,7.956577050854956,983.1244401949316,10,4,6,40.0,660.5400060205634,211.52692495365991,3.12272305837789,2.081815372251927,137.29984743602944,2296.906749087473,-282.36041259765625,12.1,68,3,3,54.69387755102041,67.46031746031747,41.17647058823529
CCO.TO,10000,17013.8770142194,7013.877014219401,70.138770142194,2.457631635989155,15.927285085898335,54.21148505629567,0.17596017586388818,4.310046577199728,1.267822778661991,16.27332069059999,2826.1264355765525,11,6,5,54.54545454545454,1383.4487653769047,257.36311560840574,5.375474112156419,6.450568934587704,637.6251831108544,5328.881043065419,-562.2097998545777,11.272727272727273,53,2,2,53.87755102040816,66.15384615384615,40.0
PGR,10000,9188.686415577475,-811.3135844225253,-8.11313584422525,-0.3850402383273943,15.927296981824245,-24.040432826049496,-0.8176052980525049,-0.4354892217444997,-0.722435055428576,18.629934885013533,2079.41795392745,21,9,12,42.857142857142854,129.56458840005087,164.78290666858132,0.7862744444764341,0.5897058333573255,-38.63398021059611,524.3828505180599,-881.1204540324874,3.0952380952380953,24,5,4,55.06072874493927,57.599999999999994,52.459016393442624
AVGO,10000,12005.589943400795,2005.5899434007952,20.055899434007962,1.1163903614738846,15.927296981824245,4.128602452183717,0.023676129813837987,0.9321097855773627,0.421241266258138,21.516670830341127,3099.6179706785097,12,4,8,33.33333333333333,1351.3900602636,424.9962872067009,3.1797690966799874,1.5898845483399937,167.13249528339924,4514.83911337009,-1084.2658638172586,9.166666666666666,79,2,4,51.42857142857142,57.391304347826086,46.15384615384615
SPOT,10000,8433.1005859375,-1566.8994140625,-15.668994140625003,-2.1553269139262032,15.927285085898335,-31.596279226523336,-0.5358378245425313,-0.7171098462657262,-1.2921119315194178,21.850200805664063,2185.0200805664062,12,5,7,41.66666666666667,136.116064453125,321.0685337611607,0.42394707092156286,0.3028193363725449,-130.57495117187494,180.1800537109375,-866.179931640625,2.3333333333333335,10,4,4,49.797570850202426,46.666666666666664,53.57142857142857
SOFI,10000,14433.638509750366,4433.638509750366,44.33638509750366,7.510486787377357,15.927296981824245,28.409088115679413,0.3866926133066932,1.797016535580494,0.6984921496077985,24.67221876908416,4727.470809936523,11,6,5,54.54545454545454,1343.7832368214924,725.8121822357177,1.8514200639099772,2.2217040766919727,403.0580463409422,5825.120113372803,-2204.179786682129,8.636363636363637,41,2,2,50.20242914979757,57.49999999999999,43.30708661417323
NFLX,10000,8770.843383789062,-1229.1566162109375,-12.29156616210938,-0.5961953114638652,15.927285085898335,-28.218851248007716,-0.7699692692393887,-0.7643768875386416,-1.3251010323675187,16.080504738558048,1680.6534423828125,15,5,10,33.33333333333333,152.99775085449218,199.41453704833984,0.7672346917085798,0.3836173458542899,-81.94377441406255,457.74317169189453,-685.6853332519531,4.866666666666666,16,1,5,51.012145748987855,50.0,51.74825174825175
IONQ,10000,6260.203384399414,-3739.796615600586,-37.39796615600586,-8.828464356597632,15.927285085898335,-53.32525124190419,-0.5189629938978929,-0.9709531063343424,-2.3068159201627605,38.51675833984929,3855.81632232666,14,3,11,21.428571428571427,291.3732210795085,419.44693443991923,0.6946605092455247,0.18945286615787035,-267.12832968575617,491.35984802246094,-918.0500984191895,2.4285714285714284,6,1,5,44.93927125506073,44.537815126050425,45.3125
META,10000,10960.573546756728,960.5735467567283,9.605735467567289,0.6727874503545062,15.927285085898335,-6.321549618331046,-0.20078711377860453,0.6932888381376784,0.28324912849207035,13.855315330577573,1684.3083273214943,12,5,6,41.66666666666667,506.5336597569799,301.93909115834134,1.6776021210560845,1.398001767546737,34.92455505637591,2368.826280909852,-770.5313992244704,7.181818181818182,54,3,3,53.441295546558706,55.00000000000001,51.96850393700787
AMAT,10000,14137.821387288319,4137.821387288319,41.37821387288319,1.59131752258721,15.927296981824245,25.45091689105894,0.09469351130216606,2.0365557233928286,1.055545977664098,20.31774205713781,2388.333566755251,15,7,8,46.666666666666664,905.9366486652094,275.46689417101805,3.2887314876493905,2.8776400516932163,275.8547591525547,3489.1204968321044,-1374.0111875387433,8.266666666666667,44,4,3,48.97959183673469,58.2089552238806,37.83783783783784
TTWO,10000,8926.940322875977,-1073.0596771240234,-10.730596771240231,-0.5162108706886048,15.927296981824245,-26.657893753064478,-0.6701759042893836,-0.8454253909531996,-1.4338302894582204,12.69254139521609,1279.4893951416016,15,4,11,26.666666666666668,154.29248809814453,153.65723904696378,1.0041341954021872,0.3651397074189772,-71.53731180826821,568.1397094726562,-269.15008544921875,4.333333333333333,25,2,7,46.72131147540984,51.21951219512195,42.14876033057851
RGTI,10000,7661.127425193787,-2338.8725748062134,-23.388725748062132,-5.4325030276259785,15.927296981824245,-39.31602272988638,-0.5216563093012352,-0.6858499985625256,-1.4676856507613611,34.10180913768697,3547.2021322250366,14,5,8,35.714285714285715,274.2589387893677,462.3046250343323,0.5932429050844998,0.3707768156778124,-199.24620938301086,516.4800205230713,-956.8001403808594,1.2307692307692308,3,2,3,55.6910569105691,56.14035087719298,55.3030303030303
LMT,10000,10345.854777739898,345.85477773989805,3.4585477773989792,0.15514487098513552,15.9273088777526,-12.468761100353621,-1.204624565175367,0.3529683909832753,0.3528361228334301,9.798463164830121,1047.8173564118242,10,5,5,50.0,231.57109847426705,162.4001429262873,1.4259291543812012,1.4259291543812014,34.58547777398988,868.3908341281051,-354.12653178554706,6.3,39,4,4,43.49593495934959,55.118110236220474,31.092436974789916
SCHD,10000,10522.750644400277,522.7506444002775,5.227506444002783,0.3581159375974474,15.9273088777526,-10.699802433749817,-0.33527093560450383,1.1956635755216234,-0.5618312306472798,4.37205460718515,443.1214603221215,13,6,6,46.15384615384615,67.59930221557285,101.88751217799489,0.6634699461252778,0.6634699461252777,-23.66282861173286,163.34811201063374,-177.99916631942168,6.166666666666667,19,2,3,45.1219512195122,54.6875,34.74576271186441
COST,10000,10291.951052566521,291.95105256652096,2.9195105256652143,0.13129319713784948,15.927296981824245,-13.007786456159032,-0.41492975196899023,0.39316239129055364,0.3428195416465002,7.425711589763037,760.2129842639497,10,2,8,20.0,445.7527535297503,74.94430681162248,5.947786729820313,1.4869466824550783,29.195105256652077,814.586464979086,-147.36942493513482,6.5,21,1,5,54.655870445344135,49.523809523809526,58.45070422535211
