symbol,initial_value,final_value,total_return,return_pct,annualized_return,spy_return,outperformance,sharpe,calmar,sqn,max_drawdown,max_drawdown_money,total_trades,wins,losses,win_rate,avg_win,avg_loss,rr_ratio,profit_factor,expectancy,best_trade,worst_trade,avg_trade_len,max_trade_len,max_win_streak,max_loss_streak,ml_accuracy,ml_bullish_accuracy,ml_bearish_accuracy
ABBV,10000,11566.319183707863,1566.319183707863,15.663191837078628,1.1180625259943788,16.03118585421408,-0.36799401713545166,0.026319373466573967,2.2088949371956863,1.510326479938775,7.090962803764634,718.7416839599609,7,6,1,85.71428571428571,354.8689238243792,562.8943592384088,0.6304360987104468,3.7826165922626807,223.759883386838,666.9474047919684,-562.8943592384088,10.857142857142858,25,6,1,50.61224489795918,56.666666666666664,41.05263157894737
LULU,10000,8702.92919921875,-1297.07080078125,-12.970708007812505,-0.7474967744898087,16.031197729622736,-29.00190573743524,-0.009288097482914884,-0.5274491008789002,-0.547366752763294,24.5913927736328,2838.0997619628906,12,3,9,25.0,775.3799133300781,402.5789489746094,1.9260319380956537,0.6420106460318845,-108.0892333984375,1917.1201171875,-937.5599365234375,7.416666666666667,25,2,4,49.18032786885246,44.354838709677416,54.166666666666664
ROK,10000,11218.482209097589,1218.4822090975886,12.184822090975889,0.3822208483288181,16.031197729622736,-3.8463756386468475,0.01053082382245178,1.172571229692619,0.8699511148914996,10.391541070106292,1057.6024769846517,8,5,3,62.5,470.75070105652213,378.4237653950075,1.2439776359318808,2.0732960598864683,152.3102761371985,818.8400268554688,-870.4634083944782,12.0,39,2,1,50.409836065573764,62.13592233009708,41.843971631205676
BKSY,10000,10000.0,0.0,0.0,0.0,16.031197729622736,-16.031197729622736,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51.21951219512195,49.48453608247423,52.348993288590606
IYW,10000,9336.064447075707,-663.935552924293,-6.63935552924293,-0.26718182854279515,16.031197729622736,-22.670553258865667,-0.009413037962111681,-0.8029160006127641,-1.0785042397437097,8.269053704467154,841.5962269975516,11,6,5,54.54545454545454,67.01972861415078,213.21078492184012,0.31433554657527857,0.3772026558903343,-60.35777753857237,195.36422410954583,-528.1577592729393,5.090909090909091,13,4,3,49.59016393442623,60.150375939849624,36.93693693693694
CCO.TO,10000,9296.61558438352,-703.3844156164796,-7.033844156164792,-0.242052807916171,16.031197729622736,-23.06504188578753,-0.004608437371114122,-0.4638083488668992,-1.1310544027219793,15.165410828305983,1597.422131771249,6,2,4,33.33333333333333,185.96450680382807,268.8283573060344,0.6917592647866607,0.34587963239333036,-117.23073593608026,248.08983892702406,-449.62768693958196,9.166666666666666,25,1,3,43.673469387755105,57.27272727272727,32.592592592592595
PGR,10000,9651.54780287703,-348.45219712296966,-3.4845219712296926,-0.11760863665779553,16.031197729622736,-19.51571970085243,-0.003002651904667051,-0.2972528463691523,-0.4611380445701906,11.72241751018369,1231.7465183811237,9,4,4,44.44444444444444,183.30325391392432,266.11126474251904,0.6888218508573203,0.6888218508573203,-66.37147867298866,244.0303190580962,-430.60533521437264,10.75,27,2,3,56.326530612244895,57.25190839694656,55.26315789473685
AVGO,10000,14338.133608989247,4338.133608989247,43.38133608989247,2.2094966054212906,16.031197729622736,27.350138360269735,0.03665591160920874,5.336219654531254,1.155861118524359,8.129600896967423,1222.790129961155,8,5,3,62.5,1111.8934972784155,407.11129246760896,2.731178225342106,4.551963708903511,542.2667011236563,3809.075323822438,-594.1936791814467,9.125,28,3,2,49.38775510204081,54.285714285714285,42.857142857142854
SPOT,10000,9577.980407714844,-422.01959228515625,-4.220195922851566,-0.5481039734349102,16.03118585421408,-20.251381777065646,-0.004550955794712881,-0.23437432382120574,-0.2747516635999662,18.00622121931315,2103.3697509765625,7,3,4,42.857142857142854,519.3900146484375,495.0474090576172,1.0491722714742804,0.7868792036057103,-60.28851318359381,889.2999267578125,-841.6497802734375,14.0,41,2,2,50.40650406504065,45.588235294117645,56.36363636363636
SOFI,10000,8628.764590263367,-1371.2354097366333,-13.71235409736633,-2.8552420383810007,16.031197729622736,-29.743551826989066,-0.030413064604247874,-0.7050499351085261,-1.0558123824856138,19.448770100596676,2083.380464553833,7,1,5,14.285714285714285,655.2000961303711,374.4870370864868,1.7495935272628793,0.3499187054525758,-227.38887519836425,655.2000961303711,-964.9199066162109,3.3333333333333335,11,1,4,50.627615062761514,55.639097744360896,44.339622641509436
