period,train_start,train_end,test_start,test_end,in_sample_return,in_sample_avg_return,in_sample_sharpe,in_sample_drawdown,in_sample_trades,in_sample_win_rate,in_sample_profit_factor,out_sample_return,out_sample_avg_return,out_sample_sharpe,out_sample_drawdown,out_sample_trades,out_sample_win_rate,out_sample_rr_ratio,out_sample_profit_factor,out_sample_expectancy,in_sample_ml_accuracy,in_sample_ml_bullish_accuracy,in_sample_ml_bearish_accuracy,in_sample_ml_predictions,out_sample_ml_accuracy,out_sample_ml_bullish_accuracy,out_sample_ml_bearish_accuracy,out_sample_ml_predictions,ml_accuracy_degradation,return_degradation_pct,trade_difference,params
1,2021-11-28,2023-05-22,2023-05-23,2024-02-17,170.07505547756557,1.5747690321996812,0.001591750348268357,19.719971755001726,1243,45.31304932072476,1.439372673880317,493.9340070682276,4.573463028409514,0.006040713378787318,10.87044234853729,684,50.89456068622735,1.5368364694013716,2.2322392789991694,63.37630004007175,50.65995345667502,51.95859988362478,49.42098520666386,39215,49.048076905803995,54.474337342604244,43.36300380176376,19568,1.611876550871024,-190.42119414941595,-559,"{'neighbors_count': 9, 'max_bars_back': 7000, 'feature_count': 8, 'trend_following_labels': True, 'allow_reentry': True, 'min_prediction_strength': 20, 'label_lookahead': 8, 'label_dead_zone': 0.225, 'use_magnitude_labels': True, 'f1_type': 'RSM', 'f1_param_a': 40, 'f1_param_b': 252, 'f2_type': 'ER', 'f2_param_a': 25, 'f2_param_b': 13, 'f3_type': 'MTD', 'f3_param_a': 8, 'f3_param_b': 252, 'f4_type': 'STRK', 'f4_param_a': 30, 'f4_param_b': 3, 'f5_type': 'VCOMP', 'f5_param_a': 4, 'f5_param_b': 16, 'f6_type': 'MPER', 'f6_param_a': 4, 'f6_param_b': 20, 'f7_type': 'VMC', 'f7_param_a': 3, 'f7_param_b': 40, 'f8_type': 'CS', 'f8_param_a': 5, 'f8_param_b': 2, 'f9_type': 'CS', 'f9_param_a': 5, 'f9_param_b': 2, 'f10_type': 'CS', 'f10_param_a': 5, 'f10_param_b': 2, 'f11_type': 'CS', 'f11_param_a': 5, 'f11_param_b': 2, 'f12_type': 'VCOMP', 'f12_param_a': 4, 'f12_param_b': 16, 'f13_type': 'MPER', 'f13_param_a': 4, 'f13_param_b': 20, 'f14_type': 'VMC', 'f14_param_a': 5, 'f14_param_b': 40, 'use_volatility_filter': True, 'use_regime_filter': True, 'regime_threshold': Decimal('1'), 'regime_period': 'weekly', 'use_regime_direction': True, 'regime_stability_min': 0.0, 'regime_stability_window': 60, 'regime_max_flips': 8, 'use_adx_filter': True, 'adx_threshold': 14, 'use_ema_filter': False, 'ema_period': 250, 'ema_slope_lookback': 10, 'use_sma_filter': False, 'sma_period': 100, 'sma_slope_lookback': 10, 'use_kernel_filter': False, 'use_kernel_smoothing': False, 'kernel_lookback': 8, 'kernel_rel_weight': 8.0, 'kernel_start_bar': 25, 'kernel_lag': 2, 'use_dynamic_exits': False, 'bars_to_hold': 100000, 'use_rsi_exit': True, 'rsi_exit_period': 14, 'rsi_overbought': 80, 'rsi_oversold': 20, 'use_kernel_exit': False, 'use_trailing_atr_exit': True, 'trailing_atr_mult': 2.5, 'trailing_atr_warmup': 3, 'position_size_pct': Decimal('0.95'), 'stop_loss_pct': Decimal('0.05'), 'use_stop_loss': True, 'long_only': True, 'verbose': False, 'test_start_idx': 0, 'use_cross_symbol_training': True, 'cross_symbol_etfs': 'SPY,QQQ,IWM,TLT,GLD,XLE,EFA', 'cross_symbol_lookback_years': 5, 'use_regime_balancing': True, 'cross_symbol_auto_peers': True, 'cross_symbol_target_symbol': '', 'cross_symbol_max_peers': 7, 'use_fundamental_filter': True, 'fundamental_symbol': '', 'fundamental_quality_weight': 0.2, 'fundamental_momentum_weight': 0.3, 'earnings_blackout_before': 5, 'earnings_blackout_after': 2, 'close_before_earnings': True, 'full_position_threshold': 50, 'reduced_position_pct': Decimal('0.75'), 'min_trending_probability': 20, 'min_quality_score': 20, 'min_momentum_score': 20}"
2,2022-08-25,2024-02-16,2024-02-17,2024-11-13,1193.51851728844,11.051097382300371,0.007349802027391692,15.543312403002062,1254,51.983290864486555,2.0185705062515455,754.1086771349051,6.982487751249121,0.0073500973980284365,10.521119819242896,677,51.18429667040778,2.09763173846793,3.4315463027761415,87.27069344850355,50.47348912145103,54.129710876671744,46.82111043899987,39626,50.00957459788627,55.679294229464055,44.26974486340123,19663,0.4639145235647604,36.816340407673955,-577,"{'neighbors_count': 9, 'max_bars_back': 7000, 'feature_count': 8, 'trend_following_labels': True, 'allow_reentry': True, 'min_prediction_strength': 20, 'label_lookahead': 8, 'label_dead_zone': 0.225, 'use_magnitude_labels': True, 'f1_type': 'RSM', 'f1_param_a': 40, 'f1_param_b': 252, 'f2_type': 'ER', 'f2_param_a': 25, 'f2_param_b': 13, 'f3_type': 'MTD', 'f3_param_a': 8, 'f3_param_b': 252, 'f4_type': 'STRK', 'f4_param_a': 30, 'f4_param_b': 3, 'f5_type': 'VCOMP', 'f5_param_a': 4, 'f5_param_b': 16, 'f6_type': 'MPER', 'f6_param_a': 4, 'f6_param_b': 20, 'f7_type': 'VMC', 'f7_param_a': 3, 'f7_param_b': 40, 'f8_type': 'CS', 'f8_param_a': 5, 'f8_param_b': 2, 'f9_type': 'CS', 'f9_param_a': 5, 'f9_param_b': 2, 'f10_type': 'CS', 'f10_param_a': 5, 'f10_param_b': 2, 'f11_type': 'CS', 'f11_param_a': 5, 'f11_param_b': 2, 'f12_type': 'VCOMP', 'f12_param_a': 4, 'f12_param_b': 16, 'f13_type': 'MPER', 'f13_param_a': 4, 'f13_param_b': 20, 'f14_type': 'VMC', 'f14_param_a': 5, 'f14_param_b': 40, 'use_volatility_filter': True, 'use_regime_filter': True, 'regime_threshold': Decimal('1'), 'regime_period': 'weekly', 'use_regime_direction': True, 'regime_stability_min': 0.0, 'regime_stability_window': 60, 'regime_max_flips': 8, 'use_adx_filter': True, 'adx_threshold': 14, 'use_ema_filter': False, 'ema_period': 250, 'ema_slope_lookback': 10, 'use_sma_filter': False, 'sma_period': 100, 'sma_slope_lookback': 10, 'use_kernel_filter': False, 'use_kernel_smoothing': False, 'kernel_lookback': 8, 'kernel_rel_weight': 8.0, 'kernel_start_bar': 25, 'kernel_lag': 2, 'use_dynamic_exits': False, 'bars_to_hold': 100000, 'use_rsi_exit': True, 'rsi_exit_period': 14, 'rsi_overbought': 80, 'rsi_oversold': 20, 'use_kernel_exit': False, 'use_trailing_atr_exit': True, 'trailing_atr_mult': 2.5, 'trailing_atr_warmup': 3, 'position_size_pct': Decimal('0.95'), 'stop_loss_pct': Decimal('0.05'), 'use_stop_loss': True, 'long_only': True, 'verbose': False, 'test_start_idx': 0, 'use_cross_symbol_training': True, 'cross_symbol_etfs': 'SPY,QQQ,IWM,TLT,GLD,XLE,EFA', 'cross_symbol_lookback_years': 5, 'use_regime_balancing': True, 'cross_symbol_auto_peers': True, 'cross_symbol_target_symbol': '', 'cross_symbol_max_peers': 7, 'use_fundamental_filter': True, 'fundamental_symbol': '', 'fundamental_quality_weight': 0.2, 'fundamental_momentum_weight': 0.3, 'earnings_blackout_before': 5, 'earnings_blackout_after': 2, 'close_before_earnings': True, 'full_position_threshold': 50, 'reduced_position_pct': Decimal('0.75'), 'min_trending_probability': 20, 'min_quality_score': 20, 'min_momentum_score': 20}"
