symbol,initial_value,final_value,total_return,return_pct,annualized_return,spy_return,outperformance,sharpe,calmar,sqn,max_drawdown,max_drawdown_money,total_trades,wins,losses,win_rate,avg_win,avg_loss,rr_ratio,profit_factor,expectancy,best_trade,worst_trade,avg_trade_len,max_trade_len,max_win_streak,max_loss_streak,ml_accuracy,ml_bullish_accuracy,ml_bearish_accuracy
BRK-B,10000,10523.129211425781,523.1292114257812,5.231292114257813,0.5310676795452496,16.911727434198575,-11.680435319940763,-0.25410600808831,0.62492653893439,0.5547494861742931,8.371051296970183,946.79931640625,8,3,5,37.5,415.0634460449219,144.41222534179687,2.8741572610112747,1.7244943566067648,65.39115142822266,856.400146484375,-190.26058959960938,17.75,67,1,2,50.81967213114754,50.37593984962406,51.35135135135135
LLY,10000,9521.077302899394,-478.92269710060646,-4.789226971006066,-0.5084895324850458,16.91171543785197,-21.700942408858037,-0.894316492004934,-0.25085069877796357,-0.5845772078190826,19.091941917391956,2168.3731280407974,8,5,3,62.5,118.15967030842509,356.57368288091106,0.3313751854981631,0.5522919758302719,-59.86533713757596,256.6988923671229,-737.6945032272474,11.625,29,2,1,45.52845528455284,56.12244897959183,38.513513513513516
TCEHY,10000,13822.77541655156,3822.77541655156,38.227754165515606,3.4199416322169274,16.911727434198575,21.31602673131703,0.22660334632326,2.191975643017979,1.10379526877843,17.439862658730306,2890.089424133299,8,5,3,62.5,1138.4867727634369,623.219482421875,1.8267830272879095,3.0446383788131826,477.846927068945,2568.389060974121,-751.9797973632812,20.375,64,4,2,50.0,52.20125786163522,45.97701149425287
JNJ,10000,13596.034479819798,3596.0344798197984,35.96034479819799,3.242415515965269,16.91171543785197,19.048629360346016,0.24325223626319614,6.015772804507391,2.048490132056653,5.97767667875593,667.67392269427,8,5,2,62.5,702.7839738009433,201.98291676042805,3.4794228396776514,8.69855709919413,363.49638984042906,1447.6252206976787,-275.6053073950811,20.714285714285715,52,3,2,55.6910569105691,66.06060606060606,34.5679012345679
ABBV,10000,11755.461806788475,1755.4618067884749,17.554618067884743,1.6941865103502485,16.911727434198575,0.642890633686168,0.10246078230986112,1.0271229053146804,0.8291547598331707,17.091058895728278,2423.300640562089,6,2,4,33.33333333333333,1500.7332360888536,311.5011663473085,4.817745158666949,2.4088725793334747,292.5769677980787,1529.5682206470753,-502.38826069970276,26.166666666666668,74,1,2,50.204081632653065,57.931034482758626,39.0
RHHBY,10000,10986.335861841948,986.3358618419479,9.863358618419472,0.981909676495496,16.91171543785197,-7.048356819432499,-0.06696285051605877,0.5149147506983145,-0.48472066405569125,19.15532348809785,2135.106288909912,7,2,4,28.57142857142857,541.1025775274193,446.40246391296387,1.2121406606593446,0.6060703303296723,-164.2581663585687,902.8054358165574,-867.5003051757812,19.333333333333332,40,1,3,51.83673469387755,60.0,33.33333333333333
AZN,10000,10752.822261829144,752.8222618291438,7.528222618291447,0.756804762873653,16.911727434198575,-9.383504815907127,-0.08720500759394269,0.803054678163458,0.7083564795010309,9.374483236319698,1051.2977800310127,8,3,4,37.5,658.2625401924165,266.52383137098667,2.469807434503487,1.8523555758776151,80.27105796528951,812.7656188873973,-521.9693448377063,23.0,38,1,2,49.59349593495935,54.14012738853503,41.57303370786517
NVS,10000,10855.012046739761,855.012046739761,8.550120467397605,0.8558484903048669,16.911727434198575,-8.36160696680097,-0.11696504020938041,0.5194174427203178,-0.11173619043181605,16.460980637497475,1894.791114807129,8,4,3,50.0,364.4658202939489,533.2168502807617,0.6835226983206587,0.9113635977608783,-84.3755149934064,676.3235320302879,-723.6402893066406,22.571428571428573,70,2,2,48.3739837398374,56.353591160220994,26.153846153846157
MRK,10000,10796.822600738515,796.8226007385147,7.968226007385137,0.7995534467318155,16.91171543785197,-8.943489430466833,-0.17246221581562932,0.4194897302511127,0.5306283040363604,18.995044294922884,1973.8050487697255,7,4,3,57.14285714285714,510.3066985860557,414.8013978685687,1.2302434398925246,1.6403245865233662,113.83180010550237,1101.090040572378,-677.7058945638055,21.428571428571427,51,2,2,48.987854251012145,51.42857142857142,45.794392523364486
MCD,10000,9639.587377104888,-360.4126228951118,-3.604126228951121,-0.38056464095111986,16.911727434198575,-20.515853663149695,-0.7681985547345483,-0.27363343478165797,-1.3710008392736357,13.171366400553296,1405.803154133806,8,2,5,25.0,143.38876074951202,166.32594391789013,0.8620949767181152,0.344837990687246,-88.89726775103959,210.30738946072688,-256.1624329254448,16.571428571428573,42,1,4,43.49593495934959,46.51162790697674,40.17094017094017
