symbol,initial_value,final_value,total_return,return_pct,annualized_return,spy_return,outperformance,sharpe,calmar,sqn,max_drawdown,max_drawdown_money,total_trades,wins,losses,win_rate,avg_win,avg_loss,rr_ratio,profit_factor,expectancy,best_trade,worst_trade,avg_trade_len,max_trade_len,max_win_streak,max_loss_streak,ml_accuracy,ml_bullish_accuracy,ml_bearish_accuracy
BRK-B,10000,10103.920532226562,103.9205322265625,1.039205322265624,0.10744777508766568,16.911727434198575,-15.872522111932952,-1.1390326314535046,0.08713112947394516,0.08243759331541518,11.926912098349163,1368.2791748046875,8,3,5,37.5,463.466796875,257.2959716796875,1.801298301910371,1.0807789811462225,12.990066528320312,990.0,-631.4701538085938,21.125,49,3,5,46.558704453441294,47.05882352941176,45.94594594594595
LLY,10000,11216.802393453578,1216.8023934535777,12.168023934535777,1.1999118289516275,16.91171543785197,-4.743691503316194,0.033287902320698934,0.5226188299887106,-5.247381638474632,23.282788977960525,2328.2788977960527,4,0,3,0.0,0.0,517.0892466677988,0.0,0.0,-517.0892466677988,0.0,-756.4829405105797,14.666666666666666,28,0,3,47.368421052631575,56.11510791366906,36.11111111111111
TCEHY,10000,11600.089159272131,1600.089159272131,16.00089159272131,1.553734925556527,16.91171543785197,-0.9108238451306612,0.09961901979500402,1.4159587808541094,0.9304971995175412,11.300393633682992,1475.3804931640625,8,6,2,75.0,420.6665595806334,461.95509910583496,0.9106221803696505,2.7318665411089516,200.0111449090163,1494.3495635986328,-667.9194946289062,13.75,60,3,1,50.20242914979757,53.71900826446281,46.82539682539682
JNJ,10000,13098.552609252343,3098.5526092523432,30.98552609252343,2.8434258080828334,16.91171543785197,14.073810654671458,0.22458820011032896,4.595664251263947,1.3641986258009753,6.74233895219858,685.8094482421875,6,3,2,50.0,1058.8613799109116,273.37597947359467,3.8732787787347895,5.809918168102184,392.74270021865846,1868.8682437851533,-299.6640955444408,32.2,87,2,2,53.036437246963565,63.74269005847953,28.947368421052634
ABBV,10000,11330.350263321538,1330.3502633215376,13.30350263321538,1.3058464797310654,16.91171543785197,-3.60821280463659,0.05475486507567539,1.1106786904787511,1.6010272513731767,11.977813878360257,1521.3027954101562,5,3,2,60.0,464.4112390659331,31.44172693813192,14.770538526072627,22.15580778910894,266.07005266430707,948.7899925326218,-44.28396596810762,19.4,62,2,1,45.34412955465587,55.35714285714286,37.03703703703704
RHHBY,10000,11437.529506905697,1437.5295069056974,14.375295069056971,1.4049702789914464,16.91171543785197,-2.5364203687949995,0.09532192076794352,0.9222460493303859,-0.7904956371130933,15.587266629653143,1618.3842544555664,7,2,4,28.57142857142857,182.88035774230957,178.2778558175209,1.0258164532195162,0.5129082266097581,-75.08979480042649,239.76040649414062,-241.15139366803277,21.5,61,1,3,49.797570850202426,58.536585365853654,32.53012048192771
AZN,10000,10725.492076959932,725.4920769599321,7.254920769599327,0.7301730356332081,16.91171543785197,-9.656794668252644,-0.12594099481409712,0.7401304129309181,0.7522211992080193,9.802219504627333,1081.2499465942383,7,4,2,57.14285714285714,354.01749139197517,349.6490440964643,1.0124938059155846,2.024987611831169,52.446119039786794,655.4262006208378,-441.65018463134766,26.166666666666668,48,2,1,46.53061224489796,51.82481751824818,39.81481481481482
NVS,10000,10578.047073039661,578.047073039661,5.780470730396603,0.5854384369051058,16.91171543785197,-11.131244707455368,-0.23113083783780627,0.3718492301410741,-0.7035992292337735,15.545200209782813,1710.4909973144531,8,3,4,37.5,229.8096515845092,328.0652732849121,0.7004997794598282,0.5253748345948711,-118.86217645887912,272.9696044921875,-671.0801391601562,19.142857142857142,39,1,2,40.48582995951417,51.28205128205128,21.978021978021978
MRK,10000,11541.65513341175,1541.6551334117503,15.4165513341175,1.500476003094109,16.91171543785197,-1.4951641037344707,0.09752974757666749,1.400428021293276,-0.26675277004000975,11.008456771580825,1172.9744648511205,5,1,3,20.0,397.48271914842394,180.4336595355327,2.2029299864094805,0.7343099954698269,-64.85038379874139,397.48271914842394,-293.96703409870355,18.0,29,1,2,49.797570850202426,51.87500000000001,45.97701149425287
MCD,10000,10030.164343400833,30.164343400832877,0.30164343400833626,0.03129085069029092,16.911727434198575,-16.610084000190238,-0.8056157475046036,0.02854600304107678,0.11661140480183677,10.56692362760142,1185.1094124021238,7,2,4,28.57142857142857,457.1263159837539,204.52198058893478,2.2350962701780412,1.1175481350890206,-15.479610139595167,602.0665604792716,-354.537428125105,15.166666666666666,36,1,3,45.74898785425101,48.113207547169814,43.97163120567376
TMUS,10000,8400.629644835763,-1599.3703551642375,-15.99370355164238,-1.7940241166676585,16.91171543785197,-32.90541898949435,-0.5337199444202582,-0.9117635745450963,-2.345686145243181,17.54150308057884,1787.0768483409174,3,0,3,0.0,0.0,533.1234517214131,0.0,0.0,-533.1234517214131,0.0,-971.2011681322922,19.333333333333332,32,0,3,51.821862348178136,50.0,52.63157894736842
ABT,10000,9526.828336963697,-473.17166303630256,-4.731716630363025,-0.5022487634936179,16.91171543785197,-21.643432068214995,-1.0513743730355138,-0.36035911688175204,-1.0475853097351393,13.13055895826187,1431.2776175208255,8,3,5,37.5,120.59297526774117,166.99011776790505,0.7221563579908963,0.43329381479453777,-59.14645787953772,165.02662872480897,-273.5914810368249,10.125,34,2,3,48.3739837398374,49.46236559139785,47.712418300653596
AMGN,10000,10281.287095676795,281.2870956767947,2.8128709567679433,0.2885677210375803,16.91171543785197,-14.098844481084027,-0.5675052701671858,0.27821419094002003,-0.16855682843278602,10.110451042284783,1049.4723168663622,7,3,3,42.857142857142854,258.0537747030814,302.4246288785255,0.8532829341975766,0.8532829341975765,-62.21959877212258,507.20185343097285,-446.05346078511195,13.833333333333334,25,2,3,47.77327935222672,52.58620689655172,43.51145038167939
GILD,10000,9520.395987096086,-479.6040129039138,-4.796040129039136,-0.509229090188279,16.91171543785197,-21.70775556689111,-0.25866887244595693,-0.24819955940553393,-2.139067346556256,19.32332249310271,1992.8885692819476,9,1,7,11.11111111111111,380.88110180564183,266.0193361066666,1.4317797622535182,0.20453996603621688,-194.14150967196562,380.88110180564183,-464.8801450248379,12.25,29,1,6,44.12955465587044,49.03846153846153,40.55944055944056
T,10000,10108.683005854238,108.68300585423822,1.0868300585423762,0.11234812500613423,16.911727434198575,-15.8248973756562,-2.8843696032264154,0.11108214156596999,0.13135233939858323,9.784021474747355,1093.3412967489585,5,3,2,60.0,309.79755729074907,410.35483300900444,0.7549504291666309,1.1324256437499465,21.73660117084765,360.8385456516613,-580.2573716043087,25.2,51,3,2,53.441295546558706,58.333333333333336,47.82608695652174
VZ,10000,8393.850142434418,-1606.1498575655824,-16.06149857565582,-1.8022596310789618,16.91171543785197,-32.973214013507786,-0.645000280199982,-0.8707883429284434,-2.434573971436203,18.444779039693305,1894.2469000274232,12,3,9,25.0,92.85180710927813,209.41169765482385,0.443393602884243,0.147797867628081,-133.84582146379836,221.2900838598623,-463.30683201719125,7.083333333333333,29,1,4,44.93927125506073,49.01960784313725,42.06896551724138
HDB,10000,9803.755862295393,-196.24413770460706,-1.9624413770460758,-0.2056629730953219,16.911727434198575,-18.87416881124465,-0.31428886282905766,-0.11835736520766606,-0.14358723087420078,16.580644335929907,1948.6195717407281,9,4,5,44.44444444444444,369.46200535417887,334.81843182426485,1.1034697323595892,0.8827757858876714,-21.804904189400986,784.3142063155723,-907.2004699707031,13.444444444444445,29,3,4,51.012145748987855,52.307692307692314,49.572649572649574
INTU,10000,7715.826098968221,-2284.1739010317788,-22.841739010317784,-2.6576369498364394,16.91171543785197,-39.753454448169755,-0.6222066376271782,-0.815350126937513,-4.865436400829482,28.01463844264335,2933.061957053901,4,0,3,0.0,0.0,243.4814237174719,0.0,0.0,-243.4814237174719,0.0,-348.9386392940414,14.0,33,0,3,45.34412955465587,43.47826086956522,46.06741573033708
LMT,10000,12626.150796564303,2626.150796564303,26.261507965643037,2.4517759070049827,16.911703441507832,9.349804524135205,0.20939377638804446,3.0700453692220693,0.35800745414584356,8.554110707587864,967.3595687462257,5,1,3,20.0,1001.4005447210886,206.8833795939295,4.8404107990049114,1.6134702663349703,34.77340526907412,1001.4005447210886,-302.10364972099507,17.75,49,1,2,48.987854251012145,61.855670103092784,40.666666666666664
MDT,10000,10061.84398670302,61.843986703019254,0.6184398670301849,0.06406293308980349,16.911727434198575,-16.29328756716839,-3.7727640113160095,0.06556229972507126,0.10323205170783202,9.432858054454293,962.340236120499,7,3,3,42.857142857142854,270.76633807351953,243.2583042571476,1.1130815817382878,1.113081581738288,-22.962028972575993,613.4053102464665,-449.6657403368383,28.5,95,2,2,48.178137651821864,52.352941176470594,38.961038961038966
WELL,10000,11705.916484753545,1705.9164847535449,17.059164847535445,1.6495808080326801,16.911727434198575,0.14743741333687055,0.11231945882395895,1.379693572858426,2.331511666472579,12.36445916914185,1371.75,3,2,1,66.66666666666666,863.4179006425867,20.919316531629022,41.2737146233788,82.5474292467576,568.6388282511813,947.038833054421,-20.919316531629022,64.0,83,2,1,53.441295546558706,61.98830409356725,34.21052631578947
PGR,10000,9636.754653690312,-363.2453463096881,-3.632453463096885,-0.38360592327782994,16.91171543785197,-20.544168900948854,-1.3186767887969746,-0.4970340878671411,-1.670027177075064,7.308258229700842,756.0955810546875,2,0,2,0.0,0.0,181.62267315484473,0.0,0.0,-181.62267315484473,0.0,-335.4245101165029,18.0,35,0,2,44.534412955465584,45.0,44.38502673796791
