period,train_start,train_end,test_start,test_end,in_sample_return,in_sample_avg_return,in_sample_sharpe,in_sample_drawdown,in_sample_trades,in_sample_win_rate,in_sample_profit_factor,out_sample_return,out_sample_avg_return,out_sample_sharpe,out_sample_drawdown,out_sample_trades,out_sample_win_rate,out_sample_rr_ratio,out_sample_profit_factor,out_sample_expectancy,in_sample_ml_accuracy,in_sample_ml_bullish_accuracy,in_sample_ml_bearish_accuracy,in_sample_ml_predictions,out_sample_ml_accuracy,out_sample_ml_bullish_accuracy,out_sample_ml_bearish_accuracy,out_sample_ml_predictions,ml_accuracy_degradation,return_degradation_pct,trade_difference,params
1,2021-11-26,2023-05-20,2023-05-21,2024-02-15,138.89222348859766,1.2860391063759042,0.0020484518491694645,20.730860155916307,1770,46.07241930125693,1.2441488065734445,415.16085363582494,3.84408197810949,0.004884209460839061,10.716107966437447,994,51.118685840908064,1.3274943187991193,2.016563170798094,30.724986922407673,49.6780048775316,50.881285974562466,48.440834461522336,39611,50.82507249493495,56.146202103653884,45.239979971122544,19541,-1.1470676174033514,-198.9086380850599,-776,"{'neighbors_count': 8, 'max_bars_back': 7000, 'feature_count': 10, 'trend_following_labels': False, 'allow_reentry': True, 'min_prediction_strength': 20, 'label_lookahead': 4, 'label_dead_zone': 0.225, 'use_magnitude_labels': True, 'f1_type': 'RSM', 'f1_param_a': 30, 'f1_param_b': 160, 'f2_type': 'VA', 'f2_param_a': 20, 'f2_param_b': 1, 'f3_type': 'MTD', 'f3_param_a': 5, 'f3_param_b': 40, 'f4_type': 'ZS', 'f4_param_a': 40, 'f4_param_b': 1, 'f5_type': 'ER', 'f5_param_a': 10, 'f5_param_b': 1, 'f6_type': 'VPD', 'f6_param_a': 22, 'f6_param_b': 1, 'f7_type': 'MACC', 'f7_param_a': 5, 'f7_param_b': 5, 'f8_type': 'OBVT', 'f8_param_a': 20, 'f8_param_b': 3, 'f9_type': 'CS', 'f9_param_a': 5, 'f9_param_b': 2, 'f10_type': 'STRK', 'f10_param_a': 10, 'f10_param_b': 3, 'f11_type': 'CHOP', 'f11_param_a': 14, 'f11_param_b': 1, 'use_volatility_filter': True, 'use_regime_filter': True, 'regime_threshold': Decimal('1'), 'regime_period': 'weekly', 'use_regime_direction': True, 'regime_stability_min': 0.0, 'regime_stability_window': 60, 'regime_max_flips': 8, 'use_adx_filter': True, 'adx_threshold': 14, 'use_ema_filter': False, 'ema_period': 25, 'use_sma_filter': False, 'sma_period': 100, 'use_kernel_filter': False, 'use_kernel_smoothing': False, 'kernel_lookback': 8, 'kernel_rel_weight': 8.0, 'kernel_start_bar': 25, 'kernel_lag': 2, 'use_dynamic_exits': False, 'bars_to_hold': 100000, 'use_rsi_exit': True, 'rsi_exit_period': 14, 'rsi_overbought': 70, 'rsi_oversold': 30, 'use_kernel_exit': False, 'use_trailing_atr_exit': True, 'trailing_atr_mult': 2.0, 'trailing_atr_warmup': 3, 'position_size_pct': Decimal('0.95'), 'stop_loss_pct': Decimal('0.05'), 'use_stop_loss': True, 'long_only': True, 'verbose': False, 'test_start_idx': 0, 'use_cross_symbol_training': True, 'cross_symbol_etfs': 'SPY,QQQ,IWM,TLT,GLD,XLE,EFA', 'cross_symbol_lookback_years': 5, 'use_regime_balancing': True, 'cross_symbol_auto_peers': True, 'cross_symbol_target_symbol': '', 'cross_symbol_max_peers': 7, 'use_fundamental_filter': True, 'fundamental_symbol': '', 'fundamental_quality_weight': 0.2, 'fundamental_momentum_weight': 0.3, 'earnings_blackout_before': 5, 'earnings_blackout_after': 2, 'close_before_earnings': True, 'full_position_threshold': 50, 'reduced_position_pct': Decimal('0.75'), 'min_trending_probability': 20, 'min_quality_score': 20, 'min_momentum_score': 20}"
2,2022-08-23,2024-02-14,2024-02-15,2024-11-11,1081.7889945112383,10.016564763992948,0.0066924099508618995,15.820366286621052,1787,48.695979090823435,1.574688699017702,593.1576886279788,5.492200820629433,0.004892347692230268,10.14120447101427,1012,51.67059352946866,1.6213891148647386,2.6308047870575915,57.00687375225481,49.708944906715075,53.23180665401065,46.10457362532776,39645,49.783397575746726,55.220706112695964,43.897774136936796,19662,-0.07445266903165049,45.16881835205094,-775,"{'neighbors_count': 8, 'max_bars_back': 7000, 'feature_count': 10, 'trend_following_labels': False, 'allow_reentry': True, 'min_prediction_strength': 20, 'label_lookahead': 4, 'label_dead_zone': 0.225, 'use_magnitude_labels': True, 'f1_type': 'RSM', 'f1_param_a': 30, 'f1_param_b': 160, 'f2_type': 'VA', 'f2_param_a': 20, 'f2_param_b': 1, 'f3_type': 'MTD', 'f3_param_a': 5, 'f3_param_b': 40, 'f4_type': 'ZS', 'f4_param_a': 40, 'f4_param_b': 1, 'f5_type': 'ER', 'f5_param_a': 10, 'f5_param_b': 1, 'f6_type': 'VPD', 'f6_param_a': 22, 'f6_param_b': 1, 'f7_type': 'MACC', 'f7_param_a': 5, 'f7_param_b': 5, 'f8_type': 'OBVT', 'f8_param_a': 20, 'f8_param_b': 3, 'f9_type': 'CS', 'f9_param_a': 5, 'f9_param_b': 2, 'f10_type': 'STRK', 'f10_param_a': 15, 'f10_param_b': 1, 'f11_type': 'CHOP', 'f11_param_a': 14, 'f11_param_b': 1, 'use_volatility_filter': True, 'use_regime_filter': True, 'regime_threshold': Decimal('1'), 'regime_period': 'weekly', 'use_regime_direction': True, 'regime_stability_min': 0.0, 'regime_stability_window': 60, 'regime_max_flips': 8, 'use_adx_filter': True, 'adx_threshold': 14, 'use_ema_filter': False, 'ema_period': 25, 'use_sma_filter': False, 'sma_period': 100, 'use_kernel_filter': False, 'use_kernel_smoothing': False, 'kernel_lookback': 8, 'kernel_rel_weight': 8.0, 'kernel_start_bar': 25, 'kernel_lag': 2, 'use_dynamic_exits': False, 'bars_to_hold': 100000, 'use_rsi_exit': True, 'rsi_exit_period': 14, 'rsi_overbought': 70, 'rsi_oversold': 30, 'use_kernel_exit': False, 'use_trailing_atr_exit': True, 'trailing_atr_mult': 2.0, 'trailing_atr_warmup': 3, 'position_size_pct': Decimal('0.95'), 'stop_loss_pct': Decimal('0.05'), 'use_stop_loss': True, 'long_only': True, 'verbose': False, 'test_start_idx': 0, 'use_cross_symbol_training': True, 'cross_symbol_etfs': 'SPY,QQQ,IWM,TLT,GLD,XLE,EFA', 'cross_symbol_lookback_years': 5, 'use_regime_balancing': True, 'cross_symbol_auto_peers': True, 'cross_symbol_target_symbol': '', 'cross_symbol_max_peers': 7, 'use_fundamental_filter': True, 'fundamental_symbol': '', 'fundamental_quality_weight': 0.2, 'fundamental_momentum_weight': 0.3, 'earnings_blackout_before': 5, 'earnings_blackout_after': 2, 'close_before_earnings': True, 'full_position_threshold': 50, 'reduced_position_pct': Decimal('0.75'), 'min_trending_probability': 20, 'min_quality_score': 20, 'min_momentum_score': 20}"
