symbol,initial_value,final_value,total_return,return_pct,annualized_return,spy_return,outperformance,sharpe,calmar,sqn,max_drawdown,max_drawdown_money,total_trades,wins,losses,win_rate,avg_win,avg_loss,rr_ratio,profit_factor,expectancy,best_trade,worst_trade,avg_trade_len,max_trade_len,max_win_streak,max_loss_streak
TDG,10000,8260.65067032483,-1739.3493296751694,-17.393493296751693,-9.1291401167359,50.068517803902424,-67.46201110065411,-0.5947565654675985,-0.6566456422541338,-2.0016343784790336,26.48840131953559,2931.2811272165945,8,2,5,25.0,159.54016417831622,436.81593648917226,0.3652343031726153,0.14609372126904613,-287.72691132230017,289.1581724636653,-821.7180918716238,21.428571428571427,45,1,3
CAT,10000,13027.668745308682,3027.6687453086815,30.276687453086826,14.168826002294077,50.068517803902424,-19.791830350815598,0.42373263084090984,1.44846006576403,1.3802642160332985,20.902673238089278,2168.9412147225885,10,6,3,60.0,820.713166791124,600.0303634663339,1.3677860601085596,2.7355721202171193,252.4157546881408,1352.115141624114,-1001.0827938153732,18.77777777777778,34,5,2
DE,10000,11746.512305195434,1746.5123051954342,17.465123051954336,8.398671828060067,50.068517803902424,-32.60339475194809,1.9685118925016865,1.8933921346967018,1.02637214951348,9.224250345136262,1054.2662658691406,5,2,2,40.0,660.5210893803026,212.3050521390311,3.1111887481026623,3.1111887481026623,136.8254044687024,677.3250918792498,-227.05329846506538,26.75,37,1,1
HON,10000,13248.195915273773,3248.1959152737727,32.48195915273773,15.132994157860535,50.068517803902424,-17.586558651164694,0.9554217225435376,4.237897018055823,1.2422446956141102,7.664640979794065,826.8270721435547,10,6,3,60.0,450.9272094165076,267.3323774950141,1.6867661659310895,3.3735323318621786,163.62337465189887,1430.4151675034627,-508.3079988843267,16.11111111111111,49,4,1
MMM,10000,12241.248818613018,2241.2488186130176,22.412488186130176,10.662420368624037,50.068517803902424,-27.656029617772248,0.4622558124182917,1.162493176783961,0.7672803445958912,19.279672890755673,2823.491579136513,9,3,6,33.33333333333333,1414.4006356340062,333.65884804816704,4.2390622754587435,2.119531137729372,249.02764651255725,2489.909467389793,-600.1895180786593,18.88888888888889,36,2,6
GE,10000,11565.118925819093,1565.1189258190934,15.651189258190934,7.556788174114937,50.068517803902424,-34.41732854571149,0.2893715753333346,1.1359418437884852,0.5928256261663187,13.778160689980902,1382.4432225924975,12,5,6,41.66666666666667,1026.1177217503898,565.7416207394602,1.8137568178370698,1.5114640148642249,97.53310529797739,1444.071912986138,-1041.3652036564577,17.09090909090909,65,2,2
EMR,10000,10182.481858942774,182.48185894277412,1.8248185894277347,0.9100983185966527,50.068517803902424,-48.24369921447469,0.01410631187449082,0.11889609334812716,-0.522785773124526,15.348011343692136,1635.6773455420043,7,1,5,14.285714285714285,1148.700305278273,390.3237368745216,2.942942477637604,0.5885884955275208,-170.4631594241224,1148.700305278273,-892.398225420331,19.0,34,1,3
ITW,10000,10138.52008251997,138.52008251996995,1.385200825199706,0.6915953431112287,50.068517803902424,-48.68331697870272,-0.08144643358760918,0.10464141819514444,0.09525046510378707,13.23759605987433,1499.0490899720135,10,4,6,40.0,413.9980918447187,252.91204747648382,1.6369251523425863,1.0912834348950575,13.852008251997233,1226.2980906930761,-492.0527675018744,18.1,59,2,2
ETN,10000,11591.423554008808,1591.4235540088084,15.914235540088084,7.679279743104428,50.068517803902424,-34.15428226381434,1.0092569375684788,1.178550536740987,0.7791556629374774,13.503227094610025,1806.006792869046,8,4,4,50.0,788.9244047127511,391.068516210549,2.0173559670755976,2.0173559670755976,198.92794425110105,1541.2307638876714,-528.4436629876582,18.5,33,2,2
PH,10000,11726.872021886358,1726.8720218863582,17.268720218863585,8.307831934682408,50.068517803902424,-32.79979758503884,0.5081906380667529,1.243635510833928,0.6008530684235809,13.88567636451932,1405.592636358384,8,4,3,50.0,596.8200582776415,459.16607935989117,1.2997912631299973,1.733055017506663,68.82698945887515,1251.5341634489982,-822.4088319153456,25.0,58,3,2
