symbol,initial_value,final_value,total_return,return_pct,annualized_return,spy_return,outperformance,sharpe,calmar,sqn,max_drawdown,max_drawdown_money,total_trades,wins,losses,win_rate,avg_win,avg_loss,rr_ratio,profit_factor,expectancy,best_trade,worst_trade,avg_trade_len,max_trade_len,max_win_streak,max_loss_streak
SLB,10000,9415.920721361359,-584.079278638641,-5.840792786386406,-2.964332736043085,49.35948120057962,-55.20027398696603,-0.10068157072833889,-0.1854683523305547,-0.24478207736687504,31.492126354670667,3687.552901730308,11,3,8,27.27272727272727,913.662829315074,415.633470822983,2.1982417044179776,0.8243406391567417,-53.09811623987656,1393.8953465586887,-1115.5488301046855,10.363636363636363,20,1,6
UNH,10000,9810.850149793358,-189.14985020664244,-1.8914985020664243,-0.9502642618701485,49.35948120057962,-51.25097970264605,-2.7279035904888973,-0.1065828114353805,-0.09027375153963778,17.746749936439898,2028.2848574957716,10,2,8,20.0,1272.7714415891946,341.83659167312874,3.7233329391671597,0.9308332347917899,-18.914985020664062,1335.976915934533,-614.609779083042,8.9,18,1,4
LLY,10000,9260.243132605992,-739.7568673940077,-7.39756867394008,-3.769842914988486,49.35948120057962,-56.7570498745197,-0.2518024346237301,-0.37720116882560034,-0.40666829169434104,19.61173316872822,1967.3808747059093,11,2,9,18.181818181818183,1060.4140343572415,317.8427706787216,3.3362848936058316,0.7413966430235182,-67.25062430854643,1137.638519602811,-626.4822306325061,9.181818181818182,37,1,5
JNJ,10000,14859.575476839977,4859.575476839977,48.59575476839977,21.899858395487804,49.35948120057962,-0.7637264321798511,0.9587682405041867,6.07507184676274,1.9364008696294697,7.999206592806846,1004.9889445161425,9,4,4,44.44444444444444,1469.6878140794697,264.8589549402763,5.548945152376945,5.548945152376945,506.0507201796108,1703.6636695705117,-474.94829849912094,21.875,46,2,2
JPM,10000,11750.22388930674,1750.2238893067406,17.502238893067414,8.398449662837626,49.35948120057962,-31.85724230751221,0.6231248033014013,1.4145841585156957,0.6569863676526749,12.372709525767826,1302.5769762498658,10,3,7,30.0,1421.638172337245,359.24151824357057,3.9573326025566877,1.695999686810009,175.02238893067405,1533.0535894593747,-846.6953460887971,15.1,35,2,3
V,10000,8124.376634390197,-1875.623365609803,-18.756233656098033,-9.864675989986049,49.35948120057962,-68.11571485667766,-13.733879329537231,-0.8439836199897647,-1.6901048064473922,22.223456962737615,2316.0673512304966,12,3,9,25.0,318.8449785212436,314.6842556859481,1.0132218970606774,0.33774063235355917,-156.30194713415017,463.5674522826889,-777.8309383745188,12.25,31,1,4
MA,10000,8605.432308667236,-1394.5676913327643,-13.945676913327642,-7.23453062336592,49.35948120057962,-63.30515811390727,-12.713601965861935,-0.9991931685896126,-1.5571702911997112,13.956937809144883,1395.876442501134,7,3,4,42.857142857142854,121.29592248920501,439.6138647000953,0.2759146883867121,0.20693601629003408,-199.2239559046809,231.3966984113256,-843.7682579877189,18.571428571428573,45,2,2
BLK,10000,10581.503464768652,581.5034647686516,5.815034647686512,2.866435073685003,49.35948120057962,-43.54444655289311,0.15234807290094401,0.37938937198541983,0.2571157189025261,15.327352522436994,1765.4666338994084,9,3,6,33.33333333333333,1040.7603295317451,423.462920637764,2.457736625356216,1.228868312678108,64.61149608540563,1349.8320815042632,-879.4944569738406,16.77777777777778,38,2,3
GS,10000,14755.604275581974,4755.604275581974,47.556042755819746,21.472648261170193,49.35948120057962,-1.8034384447598768,2.786769930794652,3.010259800710083,1.8696616762050307,15.79798618863457,1849.709824354606,7,4,3,57.14285714285714,1461.1651210848927,363.0187362525324,4.025040514901797,5.3667206865357295,679.3720393688533,1951.7030767072822,-478.27058726117235,20.714285714285715,34,2,2
PG,10000,8412.830801550945,-1587.1691984490553,-15.871691984490555,-8.278515049357472,49.35948120057962,-65.23117318507018,-2.752889981956297,-0.9951299472623873,-3.6751688197132215,15.949366239206991,1596.4105629981314,9,2,7,22.22222222222222,60.204793423371285,243.93982647082842,0.2468018211473594,0.07051480604210268,-176.35213316100624,98.83863195910038,-398.9222797787322,13.11111111111111,27,1,3
KO,10000,8687.967722990128,-1312.032277009872,-13.120322770098714,-6.790731560696561,49.35948120057962,-62.47980397067833,-2.1505381287528555,-0.7966938776329007,-0.7646721532423009,16.468461900424288,1683.9164431943154,12,2,9,16.666666666666664,703.7471243500656,286.10350695958545,2.4597640617158736,0.5466142359368608,-121.12840174131033,1129.4470658078442,-841.9172370732479,10.363636363636363,20,1,5
WMT,10000,10694.393658935269,694.3936589352688,6.943936589352684,3.4137015048550934,49.35948120057962,-42.41554461122694,0.24357712907987472,0.5074927618025981,0.6509391727852092,13.682828824371885,1694.0908895805733,7,2,4,28.57142857142857,701.097638458207,165.93659338383583,4.225093598471464,2.112546799235732,81.78747285674783,1058.6441407595876,-241.97998942745858,16.833333333333332,34,2,4
PEP,10000,9475.42676744739,-524.5732325526096,-5.245732325526098,-2.6581961978955793,49.35948120057962,-54.60521352610572,-0.2960915927975979,-0.2700140106162946,-0.3895377954793723,19.427630120203595,1994.4140455907218,9,1,8,11.11111111111111,1196.0365889326542,215.07622768565824,5.560989244616589,0.6951236555770737,-58.28591472806795,1196.0365889326542,-347.5539774684137,14.555555555555555,45,1,7
NEE,10000,11509.589088094957,1509.5890880949573,15.09589088094958,7.282752985253693,49.35948120057962,-34.26359031963004,1.1641010980902007,1.3105301853163618,0.5741673627573457,11.518918869698094,1304.1686928687686,11,3,7,27.27272727272727,1182.470970190706,325.47908244511876,3.6330167865398555,1.5570071942313668,85.78002281919709,1376.240249648899,-471.1806715806455,6.5,21,1,3
DUK,10000,13422.27533047447,3422.2753304744692,34.22275330474469,15.854543849063042,49.35948120057962,-15.13672789583493,1.5161405199859839,4.80468295577487,1.4492773599307316,7.12279116431845,873.5651846905548,10,4,5,40.0,1056.9706941990894,220.30137512863547,4.797839748308048,3.8382717986464385,290.6074526024545,1606.077432727365,-347.67987060546875,31.444444444444443,100,2,2
AMT,10000,10958.367024749565,958.3670247495647,9.583670247495647,4.682219238749252,49.35948120057962,-39.775810953083976,1.9550136224524999,0.712022879432082,0.29488782653249535,13.459778504785826,1542.9568609288563,11,2,8,18.181818181818183,1361.1966537533208,263.423272069488,5.167336367282891,1.2918340918207227,31.962168989204542,1421.9073080771989,-500.9326449100861,14.7,43,1,4
PLD,10000,11773.81960512389,1773.8196051238901,17.738196051238898,8.507232962249534,49.35948120057962,-31.621285149340725,0.34111891903070274,1.2919733868413348,0.630104474452953,13.729536716391587,1384.0201384871289,8,2,5,25.0,1211.506967931247,260.68335723844666,4.647427364621069,1.8589709458484276,107.36422405397673,1270.9249197966524,-453.833003824319,22.428571428571427,103,2,5
ASML,10000,12366.051105703082,2366.0511057030817,23.66051105703082,11.202747743493656,49.35948120057962,-25.698970143548802,0.4921237748878103,1.0330869352778709,0.364006776622885,22.902729914657975,2489.559318170348,11,3,7,27.27272727272727,1378.8491293106006,441.33022712084374,3.1243024940891897,1.338986783181081,55.08232463318649,1694.2739455148608,-1363.0603695824793,10.7,36,2,5
TSM,10000,15308.900093199149,5308.900093199149,53.08900093199149,23.72914003256932,49.35948120057962,3.7295197314118695,1.2333991094982026,6.923543748979122,1.754530552091668,7.667894196497203,1096.8062133789062,9,4,5,44.44444444444444,1686.913021081155,287.7503982250945,5.862417676869927,4.689934141495941,589.8777881332386,1864.7519202245514,-695.0745847501867,9.222222222222221,20,2,2
MU,10000,7904.888688098522,-2095.111311901478,-20.951113119014785,-11.09055906092694,49.35948120057962,-70.3105943195944,-1.605484270321789,-0.570076424928502,-0.9004173565906608,36.75141121936842,4162.885313906733,11,2,9,18.181818181818183,1197.515768164492,498.90476091449534,2.4002893176834768,0.5333976261518837,-190.4646647183158,1221.9765424137788,-978.8103523027111,3.909090909090909,21,1,8
KLAC,10000,10152.296802385237,152.29680238523724,1.5229680238523668,0.7586065921181495,49.35948120057962,-47.83651317672726,-0.04204942044880196,0.06816315069098253,0.06622108511900944,22.34298163177255,2299.985347261504,11,3,8,27.27272727272727,897.7128401984228,317.60521477625406,2.826505354551064,1.059939507956649,13.845163853203218,1577.5129632143717,-1039.3297378638788,5.545454545454546,14,1,4
