symbol,entry_date,exit_date,entry_alloc,exit_value,pnl,pnl_pct,entry_day_ret,still_open
SPOT,2025-11-25,2025-11-27,3333.33,3313.95,-19.38,-0.58,-0.016334,False
AI,2025-11-25,2025-11-27,3333.33,3475.54,142.21,4.27,0.043995,False
NFLX,2025-11-25,2025-11-27,3333.33,3333.89,0.56,0.02,-0.014439,False
AMZN,2025-11-25,2025-11-27,3333.33,3369.91,36.57,1.10,0.012985,False
SLB,2025-11-25,2025-11-27,3333.33,3319.87,-13.46,-0.40,0.002019,False
BBD-B.TO,2025-11-25,2025-11-28,3333.33,3477.59,144.26,4.33,0.015686,False
NVDA,2025-11-26,2025-11-27,3333.33,3310.36,-22.97,-0.69,-0.006891,False
V,2025-11-26,2025-11-27,3333.33,3326.87,-6.46,-0.19,-0.001939,False
GS,2025-11-26,2025-11-27,3333.33,3369.69,36.36,1.09,0.010907,False
PG,2025-11-26,2025-11-27,3333.33,3339.94,6.61,0.20,0.001983,False
SOFI,2025-11-28,2025-12-01,3333.33,3337.55,4.22,0.13,0.029405,False
GOOG,2025-11-28,2025-12-01,3333.33,3278.66,-54.67,-1.64,-0.009117,False
JNJ,2025-11-28,2025-12-01,3333.33,3326.21,-7.12,-0.21,-0.000342,False
MA,2025-11-28,2025-12-01,3333.33,3330.78,-2.55,-0.08,0.003745,False
PANW,2025-11-28,2025-12-01,3333.33,3370.39,37.06,1.11,0.013958,False
PCG,2025-11-28,2025-12-01,3333.33,3318.32,-15.01,-0.45,0.001126,False
JKHY,2025-11-28,2025-12-01,3333.33,3318.09,-15.24,-0.46,0.000308,False
PLTR,2025-11-28,2025-12-02,3333.33,3366.51,33.18,1.00,0.003753,False
MSFT,2025-11-28,2025-12-02,3333.33,3328.01,-5.33,-0.16,0.008010,False
AAPL,2025-11-28,2025-12-02,3333.33,3394.04,60.71,1.82,0.005045,False
WMT,2025-11-28,2025-12-04,3333.33,3451.82,118.49,3.55,0.009957,False
INTC,2025-11-28,2025-12-04,3333.33,3810.76,477.43,14.32,0.077235,False
MU,2025-11-28,2025-12-05,3333.33,3247.74,-85.59,-2.57,0.003311,False
JBL,2025-11-28,2025-12-12,3333.33,3661.88,328.54,9.86,0.004326,False
META,2025-11-28,2025-12-31,3333.33,3468.55,135.22,4.06,0.016483,False
JPM,2025-12-01,2025-12-02,3333.33,3294.13,-39.20,-1.18,-0.011257,False
KLAC,2025-12-01,2025-12-03,3333.33,3383.44,50.11,1.50,-0.005598,False
IEX,2025-12-01,2025-12-03,3333.33,3395.02,61.68,1.85,0.011553,False
TSM,2025-12-01,2025-12-04,3333.33,3404.36,71.02,2.13,0.002294,False
PH,2025-12-01,2025-12-04,3333.33,3376.94,43.60,1.31,0.000384,False
PM,2025-12-01,2025-12-04,3333.33,3209.85,-123.48,-3.70,-0.006833,False
PEP,2025-12-01,2025-12-08,3333.33,3289.20,-44.14,-1.32,0.005292,False
BBD-B.TO,2025-12-01,2025-12-10,3333.33,3240.17,-93.17,-2.79,-0.027217,False
FDX,2025-12-01,2025-12-11,3333.33,3435.87,102.54,3.08,-0.005549,False
EOG,2025-12-01,2025-12-15,3333.33,3333.61,0.28,0.01,0.012699,False
COP,2025-12-01,2025-12-17,3333.33,3427.90,94.57,2.84,0.011449,False
NVDA,2025-12-02,2025-12-03,3333.33,3322.06,-11.27,-0.34,-0.001492,False
GOOG,2025-12-02,2025-12-04,3333.33,3390.69,57.36,1.72,-0.002464,False
PG,2025-12-02,2025-12-09,3333.33,3209.18,-124.15,-3.72,0.003480,False
BKSY,2025-12-02,2025-12-18,3333.33,3380.53,47.20,1.42,0.009803,False
AAPL,2025-12-03,2025-12-04,3333.33,3311.52,-21.81,-0.65,-0.006388,False
SOFI,2025-12-03,2025-12-08,3333.33,3160.67,-172.66,-5.18,-0.010849,False
PLTR,2025-12-03,2025-12-24,3333.33,3738.31,404.98,12.15,0.031350,False
SCHD,2025-12-04,2025-12-05,3333.33,3325.78,-7.55,-0.23,-0.002266,False
COST,2025-12-04,2025-12-05,3333.33,3304.06,-29.27,-0.88,-0.010031,False
JBHT,2025-12-04,2025-12-05,3333.33,3325.61,-7.72,-0.23,-0.000899,False
LULU,2025-12-04,2025-12-09,3333.33,3334.80,1.46,0.04,0.004341,False
PANW,2025-12-04,2025-12-16,3333.33,3194.32,-139.01,-4.17,0.007540,False
QCOM,2025-12-04,2025-12-17,3333.33,3363.83,30.50,0.91,0.000102,False
CCO.TO,2025-12-05,2025-12-08,3333.33,3229.39,-103.94,-3.12,-0.032489,False
GOOG,2025-12-05,2025-12-08,3333.33,3344.71,11.37,0.34,0.005754,False
WMT,2025-12-05,2025-12-08,3333.33,3329.15,-4.19,-0.13,0.002982,False
AMAT,2025-12-05,2025-12-09,3333.33,3292.48,-40.85,-1.23,-0.005897,False
ABBV,2025-12-05,2025-12-29,3333.33,3349.38,16.05,0.48,-0.011246,False
TSLA,2025-12-08,2025-12-10,3333.33,3324.25,-9.09,-0.27,-0.015548,False
AI,2025-12-08,2025-12-15,3333.33,3367.19,33.85,1.02,0.020312,False
COST,2025-12-08,2025-12-16,3333.33,3212.34,-120.99,-3.63,-0.006019,False
SCHD,2025-12-08,2025-12-23,3333.33,3355.30,21.96,0.66,-0.003905,False
ADBE,2025-12-08,2026-01-05,3333.33,3188.31,-145.03,-4.35,-0.020901,False
SPOT,2025-12-09,2025-12-11,3333.33,3486.90,153.57,4.61,0.019588,False
CCO.TO,2025-12-09,2025-12-12,3333.33,3497.81,164.48,4.93,0.032045,False
LMT,2025-12-09,2026-01-06,3333.33,3647.13,313.80,9.41,0.001131,False
TTWO,2025-12-10,2025-12-11,3333.33,3270.39,-62.94,-1.89,-0.011694,False
NVDA,2025-12-10,2025-12-15,3333.33,3219.18,-114.16,-3.42,-0.005797,False
JPM,2025-12-11,2025-12-12,3333.33,3433.32,99.99,3.00,0.023388,False
MSFT,2025-12-11,2025-12-15,3333.33,3354.38,21.04,0.63,0.012443,False
WMT,2025-12-11,2025-12-16,3333.33,3431.00,97.66,2.93,0.018961,False
TTWO,2025-12-12,2025-12-17,3333.33,3364.07,30.74,0.92,-0.002515,False
ROK,2025-12-12,2025-12-18,3333.33,3213.37,-119.97,-3.60,-0.017770,False
TSLA,2025-12-12,2025-12-22,3333.33,3609.28,275.95,8.28,0.021533,False
LULU,2025-12-15,2025-12-16,3333.33,3413.75,80.41,2.41,0.013229,False
PG,2025-12-15,2025-12-16,3333.33,3392.15,58.81,1.76,0.011596,False
SPOT,2025-12-15,2025-12-18,3333.33,3205.25,-128.08,-3.84,-0.027489,False
UNH,2025-12-15,2025-12-22,3333.33,3174.38,-158.95,-4.77,0.000290,False
CCO.TO,2025-12-16,2025-12-18,3333.33,3245.93,-87.40,-2.62,-0.018521,False
AMT,2025-12-16,2025-12-22,3333.33,3190.71,-142.62,-4.28,-0.005645,False
AAPL,2025-12-16,2025-12-29,3333.33,3331.94,-1.39,-0.04,0.005742,False
NVDA,2025-12-16,2025-12-31,3333.33,3557.13,223.80,6.71,0.007365,False
NFLX,2025-12-16,2026-01-12,3333.33,3200.31,-133.02,-3.99,0.006572,False
IONQ,2025-12-17,2025-12-18,3333.33,3207.02,-126.32,-3.79,-0.079234,False
LULU,2025-12-17,2025-12-18,3333.33,3584.25,250.92,7.53,0.006208,False
SOFI,2025-12-17,2025-12-24,3333.33,3393.31,59.98,1.80,-0.046509,False
CCO.TO,2025-12-22,2025-12-23,3333.33,3317.50,-15.84,-0.48,-0.006047,False
AMD,2025-12-22,2025-12-24,3333.33,3262.60,-70.74,-2.12,-0.021348,False
BKSY,2025-12-22,2025-12-29,3333.33,3130.20,-203.14,-6.09,0.087661,False
PG,2025-12-22,2026-01-06,3333.33,3264.36,-68.97,-2.07,-0.006357,False
SPOT,2025-12-22,2026-01-09,3333.33,3197.98,-135.35,-4.06,-0.001844,False
TTWO,2025-12-22,2026-01-12,3333.33,3353.08,19.74,0.59,0.004262,False
ORCL,2025-12-22,2026-01-13,3333.33,3467.64,134.30,4.03,0.007206,False
LLY,2025-12-22,2026-01-14,3333.33,3346.56,13.22,0.40,-0.000189,False
IYW,2025-12-22,2026-01-19,3333.33,3307.70,-25.63,-0.77,-0.003263,False
LULU,2025-12-23,2025-12-24,3333.33,3362.71,29.38,0.88,0.006557,False
IONQ,2025-12-23,2025-12-26,3333.33,3158.43,-174.90,-5.25,-0.022344,False
BBD-B.TO,2025-12-24,2025-12-26,3333.33,3321.01,-12.33,-0.37,-0.003698,False
CVX,2025-12-24,2025-12-26,3333.33,3333.33,0.00,0.00,0.000711,False
AMZN,2025-12-24,2025-12-30,3333.33,3321.57,-11.76,-0.35,0.000959,False
AVGO,2025-12-24,2026-01-19,3333.33,3342.03,8.70,0.26,-0.001202,False
PLTR,2025-12-26,2025-12-29,3333.33,3207.87,-125.47,-3.76,-0.029066,False
SLB,2025-12-26,2025-12-29,3333.33,3324.64,-8.69,-0.26,-0.004031,False
SCHD,2025-12-26,2026-01-05,3333.33,3365.89,32.56,0.98,0.000000,False
AMD,2025-12-29,2025-12-30,3333.33,3393.20,59.86,1.80,0.016870,False
COP,2025-12-29,2025-12-30,3333.33,3377.42,44.09,1.32,0.006173,False
MA,2025-12-29,2025-12-31,3333.33,3317.96,-15.38,-0.46,-0.002580,False
LULU,2025-12-29,2026-01-13,3333.33,3346.25,12.92,0.39,0.019548,False
IONQ,2025-12-29,2026-01-19,3333.33,3682.41,349.08,10.47,-0.004118,False
PFE,2025-12-30,2026-01-05,3333.33,3356.15,22.81,0.68,-0.000720,False
AAPL,2025-12-30,2026-01-07,3333.33,3230.52,-102.81,-3.08,0.000867,False
PNW,2025-12-30,2026-01-19,3333.33,3486.43,153.10,4.59,0.001108,False
ROK,2025-12-31,2026-01-05,3333.33,3395.22,61.89,1.86,-0.010460,False
PAYX,2025-12-31,2026-01-14,3333.33,3237.43,-95.90,-2.88,-0.007704,False
ABBV,2026-01-02,2026-01-08,3333.33,3364.62,31.28,0.94,0.002238,False
AMD,2026-01-05,2026-01-06,3333.33,3233.26,-100.07,-3.00,-0.036513,False
NVDA,2026-01-05,2026-01-06,3333.33,3313.80,-19.54,-0.59,-0.017206,False
PKG,2026-01-05,2026-01-06,3333.33,3384.17,50.83,1.52,0.003908,False
BKSY,2026-01-05,2026-01-08,3333.33,3769.54,436.20,13.09,0.042898,False
QCOM,2026-01-06,2026-01-13,3333.33,3160.61,-172.72,-5.18,0.026541,False
MSFT,2026-01-06,2026-01-14,3333.33,3287.40,-45.94,-1.38,0.008843,False
MA,2026-01-06,2026-01-14,3333.33,3212.99,-120.34,-3.61,0.017287,False
AMZN,2026-01-06,2026-01-15,3333.33,3425.85,92.52,2.78,0.033991,False
TSLA,2026-01-06,2026-01-19,3333.33,3276.47,-56.86,-1.71,-0.025780,False
LMT,2026-01-07,2026-01-12,3333.33,3466.91,133.57,4.01,-0.048188,False
PLTR,2026-01-08,2026-01-09,3333.33,3193.23,-140.10,-4.20,-0.042813,False
GOOG,2026-01-08,2026-01-13,3333.33,3388.85,55.52,1.67,-0.009014,False
META,2026-01-09,2026-01-12,3333.33,3365.03,31.70,0.95,0.010220,False
BKSY,2026-01-09,2026-01-13,3333.33,3677.97,344.64,10.34,0.009038,False
UPS,2026-01-12,2026-01-13,3333.33,3311.91,-21.42,-0.64,0.001419,False
UNH,2026-01-12,2026-01-14,3333.33,3280.59,-52.75,-1.58,-0.002380,False
PCG,2026-01-12,2026-01-15,3333.33,3356.10,22.76,0.68,-0.004553,False
GS,2026-01-12,2026-01-19,3333.33,3416.93,83.60,2.51,0.013928,False
SCHD,2026-01-13,2026-01-14,3333.33,3336.50,3.16,0.09,0.000949,False
LMT,2026-01-13,2026-01-14,3333.33,3316.88,-16.45,-0.49,-0.002802,False
COST,2026-01-13,2026-01-15,3333.33,3384.28,50.94,1.53,0.003617,False
NFLX,2026-01-13,2026-01-19,3333.33,3285.16,-48.17,-1.45,0.008831,False
PLTR,2026-01-13,2026-01-19,3333.33,3201.40,-131.93,-3.96,0.000425,False
AAPL,2026-01-13,2026-01-19,3333.33,3297.11,-36.22,-1.09,0.007936,False
GOOG,2026-01-14,2026-01-15,3333.33,3360.25,26.91,0.81,0.003485,False
KO,2026-01-14,2026-01-16,3333.33,3296.19,-37.15,-1.11,0.003419,False
AI,2026-01-14,2026-01-19,3333.33,3222.58,-110.75,-3.32,0.024586,False
EOG,2026-01-14,2026-01-19,3333.33,3269.54,-63.80,-1.91,0.017512,False
BLK,2026-01-14,2026-01-19,3333.33,3560.65,227.31,6.82,0.015694,False
CAT,2026-01-14,2026-01-19,3333.33,3391.38,58.04,1.74,0.006331,False
PANW,2026-01-14,2026-01-19,3333.33,3286.01,-47.32,-1.42,0.001024,False
SCHD,2026-01-15,2026-01-16,3333.33,3332.30,-1.03,-0.03,0.000931,False
LMT,2026-01-15,2026-01-16,3333.33,3382.71,49.37,1.48,0.014316,False
ABBV,2026-01-15,2026-01-19,3333.33,3247.71,-85.62,-2.57,-0.022995,False
ROK,2026-01-15,2026-01-19,3333.33,3302.07,-31.26,-0.94,0.002365,False
RGTI,2026-01-16,2026-01-19,3333.33,3394.78,61.44,1.84,0.018433,False
SOFI,2026-01-16,2026-01-19,3333.33,3286.75,-46.59,-1.40,-0.013976,False
GOOG,2026-01-16,2026-01-19,3333.33,3291.95,-41.38,-1.24,-0.012415,False
LMT,2026-01-20,2026-01-21,3333.33,3313.26,-20.07,-0.60,-0.006022,False
BA,2026-01-20,2026-01-21,3333.33,3386.65,53.31,1.60,0.016386,False
IVZ,2026-01-20,2026-01-21,3333.33,3335.38,2.04,0.06,-0.022360,False
AMAT,2026-01-20,2026-01-22,3333.33,3485.16,151.82,4.55,0.005744,False
SCHD,2026-01-20,2026-01-22,3333.33,3381.07,47.73,1.43,0.000000,False
PEG,2026-01-20,2026-01-23,3333.33,3306.71,-26.63,-0.80,-0.006638,False
JNJ,2026-01-20,2026-01-26,3333.33,3375.31,41.97,1.26,0.004520,False
PH,2026-01-20,2026-01-26,3333.33,3341.75,8.42,0.25,0.003248,False
PCG,2026-01-20,2026-01-27,3333.33,3227.48,-105.85,-3.18,-0.025405,False
KDP,2026-01-20,2026-01-27,3333.33,3369.53,36.19,1.09,0.022703,False
UPS,2026-01-20,2026-01-28,3333.33,3376.46,43.12,1.29,0.004536,False
ITW,2026-01-20,2026-01-29,3333.33,3330.73,-2.60,-0.08,-0.019488,False
KO,2026-01-20,2026-02-02,3333.33,3547.20,213.87,6.42,0.022412,False
AMZN,2026-01-20,2026-02-04,3333.33,3397.01,63.67,1.91,-0.010338,False
RGTI,2026-01-23,2026-01-26,3333.33,3149.70,-183.64,-5.51,-0.054368,False
CCO.TO,2026-01-23,2026-01-26,3333.33,3384.90,51.56,1.55,0.000904,False
XOM,2026-01-23,2026-01-26,3333.33,3374.32,40.99,1.23,-0.000802,False
AMD,2026-01-23,2026-01-26,3333.33,3281.16,-52.17,-1.57,-0.005299,False
LLY,2026-01-23,2026-01-26,3333.33,3276.99,-56.35,-1.69,-0.015270,False
ASML,2026-01-23,2026-01-26,3333.33,3351.77,18.44,0.55,0.007368,False
BBD-B.TO,2026-01-23,2026-01-27,3333.33,3063.22,-270.11,-8.10,-0.006805,False
GS,2026-01-23,2026-01-28,3333.33,3328.70,-4.64,-0.14,-0.013465,False
NVDA,2026-01-23,2026-01-29,3333.33,3394.81,61.48,1.84,0.000816,False
TSLA,2026-01-23,2026-01-30,3333.33,3191.97,-141.36,-4.24,0.003131,False
COST,2026-01-26,2026-01-27,3333.33,3306.76,-26.58,-0.80,-0.007982,False
BLK,2026-01-26,2026-01-27,3333.33,3301.38,-31.95,-0.96,-0.009601,False
PEP,2026-01-26,2026-01-27,3333.33,3352.95,19.62,0.59,0.006629,False
MSFT,2026-01-26,2026-01-30,3333.33,3167.45,-165.88,-4.98,0.009462,False
SPOT,2026-01-26,2026-02-02,3333.33,3224.63,-108.71,-3.26,-0.005870,False
IYW,2026-01-26,2026-02-02,3333.33,3299.50,-33.83,-1.02,0.005749,False
WMT,2026-01-26,2026-02-03,3333.33,3481.90,148.57,4.46,-0.001297,False
EOG,2026-01-26,2026-02-06,3333.33,3443.99,110.66,3.32,-0.017177,False
XOM,2026-01-27,2026-01-28,3333.33,3387.03,53.70,1.61,0.010431,False
JNJ,2026-01-27,2026-01-28,3333.33,3391.79,58.46,1.75,0.009725,False
NFLX,2026-01-27,2026-01-29,3333.33,3299.38,-33.95,-1.02,0.003150,False
PLTR,2026-01-27,2026-01-29,3333.33,3156.47,-176.86,-5.31,-0.009588,False
AMD,2026-01-27,2026-02-02,3333.33,3137.25,-196.09,-5.88,-0.000467,False
AAPL,2026-01-27,2026-02-03,3333.33,3451.24,117.91,3.54,-0.003174,False
META,2026-01-28,2026-01-30,3333.33,3568.06,234.73,7.04,-0.007666,False
SOFI,2026-01-28,2026-02-02,3333.33,2980.65,-352.68,-10.58,-0.031848,False
MA,2026-01-28,2026-02-03,3333.33,3515.63,182.30,5.47,-0.000997,False
V,2026-01-28,2026-02-06,3333.33,3377.29,43.96,1.32,0.000680,False
IONQ,2026-01-29,2026-01-30,3333.33,3171.96,-161.38,-4.84,-0.051562,False
XOM,2026-01-29,2026-01-30,3333.33,3299.11,-34.22,-1.03,0.001234,False
CVX,2026-01-29,2026-01-30,3333.33,3332.81,-0.53,-0.02,-0.007676,False
JNJ,2026-01-29,2026-01-30,3333.33,3326.15,-7.18,-0.22,-0.005954,False
BKSY,2026-01-30,2026-02-02,3333.33,3045.09,-288.25,-8.65,-0.081001,False
CCO.TO,2026-01-30,2026-02-02,3333.33,3208.40,-124.93,-3.75,-0.023891,False
HON,2026-01-30,2026-02-02,3333.33,3326.76,-6.57,-0.20,0.003076,False
PHM,2026-01-30,2026-02-02,3333.33,3286.27,-47.06,-1.41,-0.010747,False
IR,2026-01-30,2026-02-03,3333.33,3369.37,36.03,1.08,-0.021115,False
INTC,2026-01-30,2026-02-06,3333.33,3432.83,99.50,2.99,-0.046537,False
JBL,2026-01-30,2026-02-06,3333.33,3538.39,205.06,6.15,-0.015416,False
CVX,2026-02-02,2026-02-03,3333.33,3340.79,7.46,0.22,0.003001,False
MU,2026-02-02,2026-02-03,3333.33,3549.40,216.07,6.48,0.055393,False
NVDA,2026-02-02,2026-02-04,3333.33,3211.67,-121.67,-3.65,-0.007498,False
NEE,2026-02-02,2026-02-04,3333.33,3387.37,54.03,1.62,-0.018453,False
IEX,2026-02-02,2026-02-04,3333.33,3366.73,33.39,1.00,0.002493,False
KDP,2026-02-02,2026-02-04,3333.33,3421.93,88.60,2.66,0.001641,False
ABBV,2026-02-02,2026-02-05,3333.33,3226.77,-106.56,-3.20,0.003177,False
TSLA,2026-02-02,2026-02-05,3333.33,3171.07,-162.27,-4.87,0.001043,False
NFLX,2026-02-02,2026-02-06,3333.33,3285.76,-47.57,-1.43,-0.008263,False
SPOT,2026-02-03,2026-02-04,3333.33,3098.24,-235.10,-7.05,-0.054578,False
LULU,2026-02-03,2026-02-04,3333.33,3276.48,-56.85,-1.71,-0.024805,False
SCHD,2026-02-03,2026-02-04,3333.33,3395.35,62.01,1.86,0.015604,False
META,2026-02-03,2026-02-05,3333.33,3152.16,-181.18,-5.44,-0.019450,False
AI,2026-02-03,2026-02-05,3333.33,3294.80,-38.53,-1.16,-0.014037,False
IYW,2026-02-03,2026-02-06,3333.33,3175.10,-158.23,-4.75,-0.024134,False
PLTR,2026-02-04,2026-02-05,3333.33,2980.83,-352.50,-10.58,-0.090278,False
SLB,2026-02-04,2026-02-05,3333.33,3365.23,31.90,0.96,0.027082,False
MA,2026-02-04,2026-02-05,3333.33,3360.67,27.34,0.82,0.006071,False
WMT,2026-02-04,2026-02-05,3333.33,3343.87,10.54,0.32,-0.000913,False
MU,2026-02-04,2026-02-05,3333.33,3041.05,-292.29,-8.77,-0.066754,False
GOOG,2026-02-04,2026-02-06,3333.33,3156.31,-177.02,-5.31,-0.026779,False
GS,2026-02-04,2026-02-06,3333.33,3246.58,-86.75,-2.60,-0.021194,False
PFG,2026-02-04,2026-02-06,3333.33,3401.10,67.76,2.03,0.011441,False
SCHD,2026-02-05,2026-02-06,3333.33,3343.99,10.66,0.32,-0.000291,False
BBD-B.TO,2026-02-05,2026-02-06,3333.33,3316.12,-17.22,-0.52,-0.018814,False
NEE,2026-02-05,2026-02-06,3333.33,3315.77,-17.56,-0.53,-0.007852,False
DE,2026-02-05,2026-02-06,3333.33,3354.76,21.43,0.64,0.002929,False
HON,2026-02-05,2026-02-06,3333.33,3346.22,12.89,0.39,0.000451,False
PNC,2026-02-05,2026-02-06,3333.33,3389.02,55.69,1.67,0.008110,False
INCY,2026-02-05,2026-02-06,3333.33,3499.47,166.14,4.98,0.000439,False
JBHT,2026-02-05,2026-02-06,3333.33,3316.47,-16.86,-0.51,-0.000979,False
SLB,2026-02-06,2026-02-06,3333.33,3406.06,72.73,2.18,0.021818,True
MA,2026-02-06,2026-02-06,3333.33,3310.40,-22.93,-0.69,-0.006880,True
LLY,2026-02-06,2026-02-06,3333.33,3339.12,5.78,0.17,0.001735,True
KO,2026-02-06,2026-02-06,3333.33,3353.63,20.30,0.61,0.006089,True
WMT,2026-02-06,2026-02-06,3333.33,3425.35,92.02,2.76,0.027605,True
INVH,2026-02-06,2026-02-06,3333.33,3312.83,-20.50,-0.62,-0.006151,True
JCI,2026-02-06,2026-02-06,3333.33,3369.24,35.91,1.08,0.010772,True
