symbol,entry_date,exit_date,entry_alloc,exit_value,pnl,pnl_pct,entry_day_ret,still_open
PHM,2025-05-08,2025-05-09,3333.33,3369.44,36.10,1.08,0.008079,False
TSLA,2025-05-08,2025-05-14,3333.33,3999.98,666.64,20.00,0.016510,False
INCY,2025-05-08,2025-05-15,3333.33,3477.02,143.69,4.31,0.014067,False
KDP,2025-05-08,2025-05-15,3333.33,3224.88,-108.45,-3.25,0.000529,False
NEE,2025-05-08,2025-05-19,3333.33,3643.65,310.32,9.31,0.014065,False
PG,2025-05-08,2025-05-26,3333.33,3473.91,140.57,4.22,0.001522,False
BKSY,2025-05-09,2025-05-12,3333.33,3656.40,323.07,9.69,0.007880,False
ROK,2025-05-09,2025-05-12,3333.33,3438.26,104.93,3.15,0.001986,False
MSFT,2025-05-09,2025-05-12,3333.33,3372.63,39.30,1.18,-0.002521,False
AMD,2025-05-09,2025-05-13,3333.33,3540.08,206.75,6.20,0.002212,False
IRM,2025-05-09,2025-05-13,3333.33,3382.65,49.32,1.48,0.002978,False
BA,2025-05-12,2025-05-13,3333.33,3365.70,32.37,0.97,0.001679,False
JCI,2025-05-12,2025-05-13,3333.33,3341.50,8.17,0.25,-0.000490,False
JNJ,2025-05-12,2025-05-15,3333.33,3255.83,-77.50,-2.33,0.012261,False
BBD-B.TO,2025-05-12,2025-05-19,3333.33,3426.30,92.97,2.79,0.010199,False
PLTR,2025-05-12,2025-05-22,3333.33,3362.97,29.64,0.89,-0.017632,False
INTC,2025-05-12,2025-05-22,3333.33,3129.79,-203.54,-6.11,0.000000,False
BKSY,2025-05-13,2025-05-14,3333.33,3385.55,52.22,1.57,-0.008616,False
CCO.TO,2025-05-13,2025-05-14,3333.33,3374.47,41.14,1.23,0.009698,False
ROK,2025-05-13,2025-05-14,3333.33,3392.59,59.26,1.78,0.019288,False
MSFT,2025-05-13,2025-05-14,3333.33,3335.69,2.35,0.07,0.002668,False
LLY,2025-05-13,2025-05-15,3333.33,3219.33,-114.01,-3.42,-0.010874,False
PGR,2025-05-13,2025-05-16,3333.33,3338.98,5.65,0.17,0.007153,False
XOM,2025-05-13,2025-05-19,3333.33,3312.54,-20.80,-0.62,0.001150,False
HON,2025-05-13,2025-05-26,3333.33,3379.34,46.00,1.38,-0.006243,False
AMD,2025-05-14,2025-05-15,3333.33,3258.62,-74.71,-2.24,-0.016831,False
COP,2025-05-14,2025-05-15,3333.33,3266.49,-66.84,-2.01,-0.004202,False
CVX,2025-05-14,2025-05-15,3333.33,3296.49,-36.85,-1.11,-0.000565,False
PH,2025-05-14,2025-05-15,3333.33,3310.81,-22.52,-0.68,-0.002871,False
JBL,2025-05-14,2025-05-15,3333.33,3283.93,-49.40,-1.48,-0.007621,False
IRM,2025-05-14,2025-05-16,3333.33,3419.42,86.08,2.58,0.001666,False
PNR,2025-05-14,2025-05-19,3333.33,3369.40,36.06,1.08,-0.008000,False
EOG,2025-05-14,2025-05-20,3333.33,3302.33,-31.01,-0.93,0.002383,False
PCAR,2025-05-14,2025-05-26,3333.33,3263.52,-69.81,-2.09,-0.007702,False
J,2025-05-14,2025-05-26,3333.33,3446.03,112.70,3.38,0.025215,False
ROK,2025-05-15,2025-05-16,3333.33,3355.56,22.22,0.67,0.005415,False
TSLA,2025-05-15,2025-05-16,3333.33,3383.98,50.64,1.52,0.006386,False
CCO.TO,2025-05-15,2025-05-19,3333.33,3241.32,-92.01,-2.76,-0.024092,False
MU,2025-05-15,2025-05-19,3333.33,3386.94,53.60,1.61,0.013621,False
PHM,2025-05-15,2025-05-19,3333.33,3321.04,-12.30,-0.37,0.004567,False
ORCL,2025-05-15,2025-05-26,3333.33,3233.89,-99.44,-2.98,-0.010848,False
IP,2025-05-15,2025-05-26,3333.33,3230.46,-102.87,-3.09,-0.005019,False
ISRG,2025-05-15,2025-05-26,3333.33,3234.64,-98.69,-2.96,0.001437,False
CAT,2025-05-16,2025-05-19,3333.33,3317.71,-15.62,-0.47,0.005195,False
PFE,2025-05-16,2025-05-19,3333.33,3345.29,11.96,0.36,0.007177,False
PNC,2025-05-16,2025-05-19,3333.33,3309.11,-24.22,-0.73,0.001394,False
JCI,2025-05-16,2025-05-19,3333.33,3325.61,-7.73,-0.23,0.010665,False
JPM,2025-05-16,2025-05-19,3333.33,3311.82,-21.52,-0.65,0.000199,False
LLY,2025-05-16,2025-05-26,3333.33,3229.15,-104.18,-3.13,0.020673,False
ORLY,2025-05-16,2025-05-26,3333.33,3335.94,2.61,0.08,0.005580,False
ROK,2025-05-19,2025-05-20,3333.33,3363.92,30.59,0.92,0.013156,False
ADBE,2025-05-19,2025-05-20,3333.33,3364.48,31.15,0.93,0.015396,False
COP,2025-05-19,2025-05-20,3333.33,3281.25,-52.09,-1.56,-0.013169,False
IRM,2025-05-19,2025-05-20,3333.33,3356.28,22.94,0.69,0.012961,False
AMD,2025-05-19,2025-05-23,3333.33,3157.41,-175.92,-5.28,-0.002132,False
PCG,2025-05-19,2025-05-23,3333.33,3232.44,-100.90,-3.03,0.000504,False
TSLA,2025-05-19,2025-05-26,3333.33,3359.04,25.70,0.77,0.014687,False
CVX,2025-05-19,2025-05-26,3333.33,3270.55,-62.79,-1.88,-0.006300,False
ASML,2025-05-19,2025-05-26,3333.33,3305.87,-27.47,-0.82,0.010698,False
ITW,2025-05-19,2025-05-26,3333.33,3251.28,-82.05,-2.46,0.010043,False
AI,2025-05-20,2025-05-21,3333.33,3292.49,-40.85,-1.23,0.003306,False
JNJ,2025-05-20,2025-05-21,3333.33,3350.02,16.69,0.50,0.007742,False
MU,2025-05-20,2025-05-21,3333.33,3310.17,-23.16,-0.69,0.001646,False
BA,2025-05-20,2025-05-21,3333.33,3356.78,23.45,0.70,0.011738,False
NEE,2025-05-20,2025-05-23,3333.33,3049.89,-283.44,-8.50,0.004988,False
AMAT,2025-05-20,2025-05-26,3333.33,3206.33,-127.00,-3.81,0.003653,False
LMT,2025-05-20,2025-05-26,3333.33,3318.61,-14.72,-0.44,0.008628,False
CAT,2025-05-20,2025-05-26,3333.33,3269.79,-63.54,-1.91,-0.003454,False
PM,2025-05-20,2025-05-26,3333.33,3423.06,89.73,2.69,0.005809,False
PNR,2025-05-20,2025-05-26,3333.33,3234.80,-98.53,-2.96,-0.003027,False
ROK,2025-05-21,2025-05-22,3333.33,3295.25,-38.08,-1.14,-0.009209,False
IYW,2025-05-21,2025-05-23,3333.33,3263.23,-70.11,-2.10,-0.006712,False
PGR,2025-05-21,2025-05-26,3333.33,3265.05,-68.28,-2.05,-0.008895,False
ADBE,2025-05-21,2025-05-26,3333.33,3282.35,-50.99,-1.53,-0.001771,False
BA,2025-05-22,2025-05-26,3333.33,3330.86,-2.47,-0.07,0.003842,False
KDP,2025-05-22,2025-05-26,3333.33,3278.75,-54.59,-1.64,-0.013959,False
JNJ,2025-05-23,2025-05-26,3333.33,3332.16,-1.18,-0.04,-0.000353,False
KO,2025-05-23,2025-05-26,3333.33,3343.01,9.67,0.29,0.002902,False
KLAC,2025-05-23,2025-05-26,3333.33,3369.50,36.16,1.08,0.010849,False
PNW,2025-05-23,2025-05-26,3333.33,3339.01,5.68,0.17,0.001704,False
INCY,2025-05-23,2025-05-26,3333.33,3349.57,16.24,0.49,0.004871,False
PLTR,2025-05-27,2025-05-28,3333.33,3270.87,-62.47,-1.87,-0.024818,False
PCG,2025-05-27,2025-05-28,3333.33,3317.47,-15.86,-0.48,-0.010573,False
PODD,2025-05-27,2025-05-28,3333.33,3337.86,4.53,0.14,0.004547,False
RGTI,2025-05-27,2025-05-30,3333.33,2803.93,-529.40,-15.88,-0.050154,False
NVDA,2025-05-27,2025-05-30,3333.33,3436.90,103.57,3.11,0.009178,False
GOOG,2025-05-27,2025-06-03,3333.33,3290.43,-42.90,-1.29,0.014165,False
GS,2025-05-27,2025-06-03,3333.33,3319.01,-14.33,-0.43,0.014522,False
MU,2025-05-27,2025-06-06,3333.33,3747.34,414.01,12.42,0.011554,False
PAYC,2025-05-27,2025-06-11,3333.33,3283.25,-50.09,-1.50,0.008088,False
BLK,2025-05-27,2025-06-16,3333.33,3381.00,47.66,1.43,0.004992,False
DE,2025-05-27,2025-06-16,3333.33,3347.54,14.20,0.43,-0.005407,False
PFE,2025-05-27,2025-06-19,3333.33,3375.89,42.56,1.28,0.002321,False
AMT,2025-05-28,2025-05-29,3333.33,3314.63,-18.71,-0.56,-0.002262,False
PANW,2025-05-28,2025-05-29,3333.33,3352.90,19.56,0.59,0.000189,False
PM,2025-05-28,2025-05-29,3333.33,3304.09,-29.25,-0.88,0.002528,False
PKG,2025-05-28,2025-05-29,3333.33,3321.03,-12.30,-0.37,-0.007383,False
SCHD,2025-05-28,2025-05-30,3333.33,3315.05,-18.28,-0.55,-0.008226,False
AMZN,2025-05-28,2025-05-30,3333.33,3317.85,-15.48,-0.46,-0.005160,False
SLB,2025-05-28,2025-05-30,3333.33,3251.80,-81.53,-2.45,-0.019675,False
IQV,2025-05-28,2025-05-30,3333.33,3335.47,2.13,0.06,-0.008448,False
JBHT,2025-05-28,2025-05-30,3333.33,3322.16,-11.17,-0.34,-0.010762,False
PFG,2025-05-28,2025-06-03,3333.33,3279.43,-53.90,-1.62,-0.014528,False
INTC,2025-05-28,2025-06-04,3333.33,3299.67,-33.66,-1.01,-0.008781,False
LLY,2025-05-28,2025-06-05,3333.33,3513.73,180.39,5.41,-0.007125,False
PEP,2025-05-28,2025-06-05,3333.33,3331.30,-2.04,-0.06,-0.004210,False
EOG,2025-05-28,2025-06-06,3333.33,3333.07,-0.27,-0.01,-0.018122,False
IEX,2025-05-28,2025-06-06,3333.33,3313.52,-19.82,-0.59,-0.015673,False
SPOT,2025-05-28,2025-06-09,3333.33,3575.18,241.84,7.26,0.014404,False
INVH,2025-05-28,2025-06-10,3333.33,3327.94,-5.39,-0.16,-0.004851,False
IVZ,2025-05-28,2025-06-18,3333.33,3276.28,-57.06,-1.71,-0.016506,False
COP,2025-05-28,2025-06-19,3333.33,3587.96,254.63,7.64,-0.020356,False
UPS,2025-05-28,2025-06-19,3333.33,3380.99,47.66,1.43,-0.008340,False
IYW,2025-05-29,2025-05-30,3333.33,3285.07,-48.26,-1.45,-0.013861,False
MSFT,2025-05-29,2025-06-03,3333.33,3332.81,-0.52,-0.02,-0.005636,False
LULU,2025-05-29,2025-06-05,3333.33,3462.04,128.71,3.86,-0.011844,False
TSLA,2025-05-29,2025-06-05,3333.33,2976.02,-357.31,-10.72,-0.017181,False
QCOM,2025-05-29,2025-06-19,3333.33,3427.97,94.64,2.84,-0.009196,False
AMD,2025-05-30,2025-06-02,3333.33,3319.56,-13.77,-0.41,-0.006753,False
AMT,2025-05-30,2025-06-02,3333.33,3336.98,3.65,0.11,0.006444,False
CCO.TO,2025-05-30,2025-06-03,3333.33,3421.40,88.07,2.64,-0.003963,False
NFLX,2025-05-30,2025-06-05,3333.33,3440.42,107.08,3.21,0.006764,False
V,2025-05-30,2025-06-10,3333.33,3380.14,46.81,1.40,0.009545,False
PKG,2025-05-30,2025-06-12,3333.33,3330.09,-3.24,-0.10,0.006299,False
META,2025-06-02,2025-06-03,3333.33,3450.33,117.00,3.51,0.034385,False
ABBV,2025-06-02,2025-06-04,3333.33,3376.08,42.74,1.28,0.006029,False
SCHD,2025-06-02,2025-06-04,3333.33,3362.05,28.72,0.86,0.000689,False
RGTI,2025-06-02,2025-06-06,3333.33,3074.11,-259.23,-7.78,-0.000372,False
IR,2025-06-03,2025-06-04,3333.33,3377.10,43.77,1.31,0.007790,False
AAPL,2025-06-03,2025-06-06,3333.33,3357.46,24.13,0.72,0.008422,False
SLB,2025-06-03,2025-06-19,3333.33,3581.52,248.19,7.45,0.019209,False
NEE,2025-06-03,2025-06-19,3333.33,3387.76,54.42,1.63,0.008356,False
FDX,2025-06-03,2025-06-19,3333.33,3423.90,90.57,2.72,0.012832,False
META,2025-06-04,2025-06-05,3333.33,3433.82,100.49,3.01,0.025141,False
MSFT,2025-06-04,2025-06-05,3333.33,3339.33,6.00,0.18,-0.000244,False
XOM,2025-06-04,2025-06-09,3333.33,3345.14,11.81,0.35,-0.013997,False
AI,2025-06-04,2025-06-13,3333.33,3082.74,-250.60,-7.52,0.014403,False
AMAT,2025-06-04,2025-06-19,3333.33,3524.58,191.24,5.74,-0.003163,False
UNH,2025-06-05,2025-06-06,3333.33,3302.63,-30.71,-0.92,-0.013277,False
TSM,2025-06-05,2025-06-06,3333.33,3314.18,-19.15,-0.57,-0.006807,False
ORCL,2025-06-05,2025-06-06,3333.33,3421.51,88.17,2.65,0.011321,False
INTC,2025-06-05,2025-06-11,3333.33,3557.65,224.32,6.73,-0.012479,False
TTWO,2025-06-05,2025-06-12,3333.33,3392.74,59.41,1.78,0.005772,False
AMD,2025-06-05,2025-06-19,3333.33,3531.76,198.42,5.95,-0.024752,False
IQV,2025-06-05,2025-06-19,3333.33,3450.18,116.84,3.51,-0.009083,False
AVGO,2025-06-06,2025-06-09,3333.33,3264.42,-68.92,-2.07,-0.014293,False
SCHD,2025-06-06,2025-06-09,3333.33,3351.66,18.33,0.55,0.003436,False
MSFT,2025-06-06,2025-06-09,3333.33,3330.90,-2.43,-0.07,0.000543,False
LLY,2025-06-06,2025-06-09,3333.33,3346.74,13.41,0.40,0.001623,False
SOFI,2025-06-06,2025-06-11,3333.33,3447.69,114.36,3.43,0.015834,False
LMT,2025-06-06,2025-06-11,3333.33,3251.62,-81.71,-2.45,0.006963,False
NVDA,2025-06-06,2025-06-17,3333.33,3375.84,42.51,1.28,-0.005062,False
NFLX,2025-06-06,2025-06-19,3333.33,3244.62,-88.71,-2.66,-0.012862,False
ROK,2025-06-09,2025-06-10,3333.33,3332.05,-1.28,-0.04,-0.003266,False
UNH,2025-06-09,2025-06-10,3333.33,3321.13,-12.20,-0.37,-0.005461,False
ORLY,2025-06-09,2025-06-10,3333.33,3279.13,-54.20,-1.63,-0.017497,False
PAYX,2025-06-09,2025-06-12,3333.33,3241.28,-92.06,-2.76,-0.012199,False
PLTR,2025-06-09,2025-06-16,3333.33,3637.06,303.73,9.11,0.035062,False
WMT,2025-06-09,2025-06-17,3333.33,3227.42,-105.92,-3.18,0.000460,False
MSFT,2025-06-10,2025-06-11,3333.33,3326.03,-7.30,-0.22,-0.000506,False
GOOG,2025-06-10,2025-06-13,3333.33,3262.87,-70.47,-2.11,0.011379,False
AAPL,2025-06-10,2025-06-17,3333.33,3282.85,-50.48,-1.51,0.009220,False
XOM,2025-06-10,2025-06-18,3333.33,3575.35,242.01,7.26,0.009703,False
TSLA,2025-06-10,2025-06-19,3333.33,3401.66,68.33,2.05,0.032147,False
META,2025-06-11,2025-06-12,3333.33,3291.12,-42.21,-1.27,-0.011641,False
ROK,2025-06-11,2025-06-12,3333.33,3311.83,-21.51,-0.65,-0.000851,False
ADBE,2025-06-11,2025-06-12,3333.33,3306.48,-26.85,-0.81,-0.005042,False
UNH,2025-06-11,2025-06-18,3333.33,3402.99,69.65,2.09,0.023345,False
AMT,2025-06-11,2025-06-18,3333.33,3370.46,37.12,1.11,-0.001032,False
GS,2025-06-12,2025-06-13,3333.33,3310.37,-22.96,-0.69,0.005720,False
SOFI,2025-06-12,2025-06-16,3333.33,3219.60,-113.74,-3.41,0.001796,False
BKSY,2025-06-12,2025-06-16,3333.33,3231.14,-102.19,-3.07,-0.012263,False
SPOT,2025-06-12,2025-06-17,3333.33,3375.92,42.58,1.28,-0.005079,False
IONQ,2025-06-12,2025-06-19,3333.33,3343.93,10.59,0.32,-0.017706,False
AVGO,2025-06-12,2025-06-19,3333.33,3346.04,12.71,0.38,0.020950,False
IYW,2025-06-13,2025-06-16,3333.33,3343.50,10.17,0.31,-0.002800,False
KO,2025-06-13,2025-06-16,3333.33,3309.44,-23.89,-0.72,-0.009431,False
DUK,2025-06-13,2025-06-17,3333.33,3285.42,-47.91,-1.44,-0.004893,False
BBD-B.TO,2025-06-16,2025-06-17,3333.33,3391.26,57.93,1.74,0.017378,False
GS,2025-06-16,2025-06-17,3333.33,3359.96,26.63,0.80,0.012402,False
MU,2025-06-16,2025-06-17,3333.33,3379.61,46.28,1.39,0.015746,False
KLAC,2025-06-16,2025-06-17,3333.33,3381.04,47.71,1.43,0.016746,False
META,2025-06-16,2025-06-18,3333.33,3328.61,-4.73,-0.14,0.003440,False
GOOG,2025-06-16,2025-06-19,3333.33,3300.84,-32.49,-0.97,0.010304,False
PLD,2025-06-16,2025-06-19,3333.33,3307.76,-25.57,-0.77,-0.001506,False
PLTR,2025-06-17,2025-06-18,3333.33,3281.59,-51.74,-1.55,-0.020855,False
LMT,2025-06-17,2025-06-18,3333.33,3380.49,47.16,1.41,0.015784,False
BLK,2025-06-17,2025-06-18,3333.33,3318.57,-14.76,-0.44,-0.005862,False
SOFI,2025-06-17,2025-06-19,3333.33,3442.33,109.00,3.27,-0.023616,False
LULU,2025-06-17,2025-06-19,3333.33,3184.91,-148.42,-4.45,-0.020562,False
TTWO,2025-06-17,2025-06-19,3333.33,3331.96,-1.37,-0.04,-0.004069,False
ADBE,2025-06-17,2025-06-19,3333.33,3189.44,-143.89,-4.32,-0.032758,False
V,2025-06-17,2025-06-19,3333.33,3226.22,-107.11,-3.21,0.010662,False
MA,2025-06-17,2025-06-19,3333.33,3200.45,-132.88,-3.99,0.007255,False
RGTI,2025-06-18,2025-06-19,3333.33,3262.68,-70.65,-2.12,-0.021196,False
IYW,2025-06-18,2025-06-19,3333.33,3334.23,0.90,0.03,0.000269,False
AI,2025-06-18,2025-06-19,3333.33,3352.11,18.77,0.56,0.005632,False
CCO.TO,2025-06-18,2025-06-19,3333.33,3354.31,20.97,0.63,0.008866,False
BBD-B.TO,2025-06-18,2025-06-19,3333.33,3307.98,-25.35,-0.76,0.002873,False
GS,2025-06-18,2025-06-19,3333.33,3383.06,49.72,1.49,0.014917,False
WMT,2025-06-18,2025-06-19,3333.33,3349.82,16.49,0.49,0.004946,False
MU,2025-06-18,2025-06-19,3333.33,3367.01,33.67,1.01,0.010102,False
BKSY,2025-06-20,2025-06-23,3333.33,3640.98,307.65,9.23,0.072415,False
CCO.TO,2025-06-20,2025-06-23,3333.33,3262.36,-70.97,-2.13,-0.020529,False
PLTR,2025-06-20,2025-06-23,3333.33,3295.45,-37.88,-1.14,-0.021524,False
XOM,2025-06-20,2025-06-23,3333.33,3419.30,85.97,2.58,0.009919,False
BBD-B.TO,2025-06-20,2025-06-23,3333.33,3371.24,37.90,1.14,0.023668,False
CVX,2025-06-20,2025-06-23,3333.33,3405.83,72.50,2.17,0.006223,False
PM,2025-06-20,2025-06-23,3333.33,3355.28,21.95,0.66,0.005219,False
PODD,2025-06-20,2025-06-23,3333.33,3329.04,-4.29,-0.13,-0.003307,False
SCHD,2025-06-20,2025-06-25,3333.33,3327.66,-5.68,-0.17,-0.001689,False
BLK,2025-06-20,2025-06-25,3333.33,3408.43,75.09,2.25,-0.006859,False
AAPL,2025-06-20,2025-06-27,3333.33,3388.36,55.02,1.65,0.012482,False
KLAC,2025-06-20,2025-07-03,3333.33,3454.86,121.52,3.65,-0.034098,False
PEG,2025-06-20,2025-07-03,3333.33,3292.34,-40.99,-1.23,-0.001318,False
INTC,2025-06-20,2025-07-04,3333.33,3443.81,110.48,3.31,-0.026012,False
NVDA,2025-06-23,2025-06-24,3333.33,3396.94,63.61,1.91,0.010414,False
TSM,2025-06-23,2025-06-24,3333.33,3444.30,110.97,3.33,0.015830,False
MU,2025-06-23,2025-06-24,3333.33,3368.03,34.70,1.04,-0.011494,False
PFG,2025-06-23,2025-06-24,3333.33,3380.13,46.80,1.40,0.010062,False
ISRG,2025-06-23,2025-06-25,3333.33,3424.83,91.50,2.75,0.011940,False
IONQ,2025-06-23,2025-06-26,3333.33,3385.46,52.12,1.56,0.050710,False
IP,2025-06-23,2025-06-26,3333.33,3381.66,48.33,1.45,0.009992,False
META,2025-06-23,2025-06-27,3333.33,3509.61,176.28,5.29,0.018323,False
