symbol,initial_value,final_value,total_return,return_pct,annualized_return,spy_return,outperformance,sharpe,calmar,sqn,max_drawdown,max_drawdown_money,total_trades,wins,losses,win_rate,avg_win,avg_loss,rr_ratio,profit_factor,expectancy,best_trade,worst_trade,avg_trade_len,max_trade_len,max_win_streak,max_loss_streak,ml_accuracy,ml_bullish_accuracy,ml_bearish_accuracy
ABBV,10000,9635.900283813477,-364.09971618652344,-3.6409971618652337,-0.283341539629578,13.071874988860465,-16.712872150725698,-0.011169380171071127,-0.6533718940710525,-0.8709149436366719,5.572625934640043,566.8692169189453,10,4,6,40.0,86.41130065917973,118.29081980387362,0.7304987893604069,0.48699919290693794,-36.40997161865228,157.8191986083986,-333.61596679687483,10.4,26,2,3,46.34146341463415,55.85585585585585,38.51851851851852
ROK,10000,11546.691680908203,1546.6916809082031,15.466916809082033,0.47837384575248887,13.071874988860465,2.395041820221568,0.022342519682275908,5.767660619147671,2.25210128384459,2.681662086311814,299.6039123535156,12,8,4,66.66666666666666,221.38462066650402,56.09632110595703,3.9465087246691932,7.8930174493383864,128.89097340901696,598.0321044921877,-86.80105590820312,10.0,29,3,1,52.459016393442624,66.01941747572816,42.5531914893617
IYW,10000,11316.205688476562,1316.2056884765625,13.162056884765615,0.4829932832715711,13.071874988860465,0.09018189590515036,0.022002345906268577,4.068360574868962,1.3001814069724398,3.2352237818029566,325.8611755371094,11,7,4,63.63636363636363,250.4621516636439,109.25734329223646,2.2924056554598753,4.011709897054781,119.65506258877832,962.289733886719,-169.03437805175832,14.909090909090908,28,7,2,45.74898785425101,59.80392156862745,35.86206896551724
CCO.TO,10000,10712.861026763916,712.861026763916,7.128610267639157,0.2290988073464284,13.071874988860465,-5.943264721221308,0.009148087882105957,1.2116111214842487,1.3358523714489126,5.883579426793691,658.9897766113281,12,7,4,58.333333333333336,216.3808947971889,144.62630462646484,1.4961378938364567,2.6182413142137992,65.9612283706665,369.06998443603516,-342.39581298828125,8.636363636363637,20,5,1,49.795918367346935,65.3061224489796,39.455782312925166
PGR,10000,8902.16813659668,-1097.8318634033203,-10.9783186340332,-0.3851549623621553,13.071874988860465,-24.050193622893666,-0.011661041152044322,-0.8284588557602734,-1.3350193749788457,13.25149530082389,1349.5057525634766,12,4,7,33.33333333333333,99.58543014526367,217.20194789341517,0.4584923436972674,0.26199562496986706,-111.60615521385557,223.96621704101562,-726.4928283691403,11.545454545454545,18,2,3,52.04918032786885,54.166666666666664,50.0
AVGO,10000,12553.724166870117,2553.724166870117,25.53724166870117,1.3902775453972005,13.071874988860465,12.465366679840706,0.025907488573419995,2.8509147119962486,1.1734771076193167,8.957560729980468,895.7560729980469,12,7,5,58.333333333333336,506.7140350341798,198.6548156738282,2.5507261594209463,3.571016623189325,212.81034723917645,2098.347198486328,-476.6440734863281,13.25,32,4,2,47.107438016528924,52.10084033613446,42.27642276422765
IONQ,10000,10000.0,0.0,0.0,0.0,13.071874988860465,-13.071874988860465,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,53.84615384615385,53.43511450381679,54.310344827586206
META,10000,10806.952514648438,806.9525146484375,8.06952514648438,0.5686258107305164,13.071874988860465,-5.002349842376084,0.022693937988280604,2.46328938432371,1.5318010950102856,3.2759143922912854,361.78997802734375,14,8,5,57.14285714285714,140.3392562866211,64.12833251953126,2.188412683954922,3.501460294327875,52.71028965541294,356.5933837890625,-112.3857421875,9.615384615384615,20,3,2,58.09128630705395,58.01526717557252,58.18181818181818
AMAT,10000,12885.191024780273,2885.1910247802734,28.851910247802735,0.8447434241272589,13.071874988860465,15.78003525894227,0.02113105543769125,4.160930052112334,1.260352134885921,6.934005110986137,700.9097595214844,14,8,5,57.14285714285714,511.8107814788817,221.33260498046866,2.31240571864252,3.6998491498280326,197.60647299630298,2081.4441528320303,-346.8175048828125,10.76923076923077,29,3,2,47.30290456431535,58.03571428571429,37.98449612403101
TTWO,10000,10000.0,0.0,0.0,0.0,13.071874988860465,-13.071874988860465,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.25101214574899,57.14285714285714,50.467289719626166
RGTI,10000,11115.990070343018,1115.9900703430176,11.159900703430182,2.2391086872604937,13.071874988860465,-1.9119742854302828,0.0191786367987723,0.6746819347006552,0.4128661948603507,16.540980467161372,2203.1096897125244,9,4,5,44.44444444444444,905.6449508666992,501.317946624756,1.8065280865450206,1.4452224692360163,123.99889670477961,2146.4300327301025,-1232.1197795867927,13.11111111111111,26,2,3,54.32098765432099,54.700854700854705,53.96825396825397
LMT,10000,9809.985382080078,-190.01461791992188,-1.9001461791992136,-0.06364113100116864,13.071874988860465,-14.972021168059678,-0.00347312083279197,-0.27739431414049776,-0.4524475231182999,6.8499824341634,685.1263732910156,14,5,8,35.714285714285715,114.42947387695312,98.48023986816415,1.161953647047776,0.72622102940486,-22.441056387765116,201.01016235351562,-315.2060546875003,9.153846153846153,21,3,5,41.56378600823045,54.71698113207547,31.386861313868614
SCHD,10000,10080.813091278076,80.81309127807617,0.8081309127807579,0.056451799312595696,13.071874988860465,-12.263744076079707,0.0047750880570286355,0.40126365596094943,0.4033227243318671,2.0139648851213288,206.45307540893555,10,5,5,50.0,58.929343032837,42.76672477722157,1.3779250887181327,1.3779250887181327,8.081309127807714,140.4645462036132,-76.11679077148438,14.0,21,2,3,50.20242914979757,62.264150943396224,41.13475177304964
MSFT,10000,9988.398345947266,-11.601654052734375,-0.11601654052734167,-0.003852064433551572,13.071874988860465,-13.187891529387807,-1.3689599047210739e-05,-0.03107543123861226,0.3035458401610048,3.7333847320254483,387.36724853515625,12,5,6,41.66666666666667,139.5729553222657,88.61205037434888,1.5751012952823944,1.3125844127353286,6.465035332573876,481.58203125000034,-164.5206298828125,12.181818181818182,25,3,2,46.28099173553719,53.50877192982456,39.84375
QCOM,10000,10939.756546020508,939.7565460205078,9.39756546020507,0.298499001458441,13.071874988860465,-3.674309528655394,0.009756423621955394,1.9857617176709863,0.7671664537475855,4.732473879709529,475.0903015136719,12,7,5,58.333333333333336,246.84387425013952,157.63011474609374,1.5659690069232575,2.19235660969256,78.31304550170903,1141.646728515625,-327.9965515136719,9.916666666666666,16,3,2,49.382716049382715,53.398058252427184,46.42857142857143
AMZN,10000,9869.689865112305,-130.3101348876953,-1.303101348876956,-0.04572634636171857,13.071874988860465,-14.37497633773742,-0.0011374810418431985,-0.13668262223715233,-0.1644488489905386,9.533774868732026,1017.9307250976562,16,9,7,56.25,137.0833621554904,194.8657706124443,0.7034758424973797,0.904468940353774,-8.144383430481028,344.97984313964855,-390.8403930664065,9.8125,25,6,3,53.68852459016394,55.639097744360896,51.35135135135135
PLTR,10000,10945.441528320312,945.4415283203125,9.454415283203122,1.7082638444110287,13.071874988860465,-3.6174597056573425,0.019848756654933145,1.2109501122651058,0.6722755834772729,7.807435820389375,902.02978515625,11,7,4,63.63636363636363,358.0300990513394,390.19229125976574,0.9175734812582067,1.6057535922018618,85.94922984730115,791.9203033447271,-511.6500549316406,10.818181818181818,20,2,1,48.54771784232365,54.78260869565217,42.857142857142854
AMD,10000,10353.449363708496,353.4493637084961,3.5344936370849567,0.11533021570913071,13.071874988860465,-9.537381351775508,0.00364842265669191,0.37167495928342226,0.24980440938436207,9.509636172152545,958.5703735351562,15,7,8,46.666666666666664,291.42995779854914,210.82004261016843,1.3823636225016713,1.2095681696889624,23.563290913899763,1124.8397216796875,-426.6701583862308,9.866666666666667,17,3,2,54.50819672131148,65.32258064516128,43.333333333333336
