period,train_start,train_end,test_start,test_end,in_sample_return,in_sample_avg_return,in_sample_sharpe,in_sample_drawdown,in_sample_trades,in_sample_win_rate,in_sample_profit_factor,out_sample_return,out_sample_avg_return,out_sample_sharpe,out_sample_drawdown,out_sample_trades,out_sample_win_rate,out_sample_rr_ratio,out_sample_profit_factor,out_sample_expectancy,in_sample_ml_accuracy,in_sample_ml_bullish_accuracy,in_sample_ml_bearish_accuracy,in_sample_ml_predictions,out_sample_ml_accuracy,out_sample_ml_bullish_accuracy,out_sample_ml_bearish_accuracy,out_sample_ml_predictions,ml_accuracy_degradation,return_degradation_pct,trade_difference,params,portfolio_return,portfolio_sharpe,portfolio_max_dd,portfolio_avg_positions,portfolio_skipped
1,2023-09-07,2024-03-05,2024-03-06,2025-03-01,1562.8576971065997,8.313072856949999,0.009611782137947916,10.286548140289284,1278,50.5015197568389,3.778732651256621,1122.1886303901672,9.674039917156614,0.007726249794219379,15.951547159780354,1533,54.53535955817903,1.1158680155449219,1.635304833365882,60.394004558591114,48.60348122927877,56.33501844048744,42.49390985234554,22408,50.14664741397901,53.96036317935803,46.31803893298742,28086,-1.5431661847002403,28.196365384530292,255,"{'neighbors_count': 11, 'max_bars_back': 7000, 'feature_count': 8, 'trend_following_labels': True, 'allow_reentry': True, 'min_prediction_strength': 20, 'min_raw_prediction': 0.0, 'label_lookahead': 4, 'label_dead_zone': 0.18, 'use_magnitude_labels': True, 'f1_type': 'RSM', 'f1_param_a': 40, 'f1_param_b': 252, 'f2_type': 'ER', 'f2_param_a': 25, 'f2_param_b': 13, 'f3_type': 'MACC', 'f3_param_a': 5, 'f3_param_b': 20, 'f4_type': 'STRK', 'f4_param_a': 30, 'f4_param_b': 3, 'f5_type': 'VCOMP', 'f5_param_a': 4, 'f5_param_b': 16, 'f6_type': 'MPER', 'f6_param_a': 4, 'f6_param_b': 20, 'f7_type': 'VMC', 'f7_param_a': 3, 'f7_param_b': 40, 'f8_type': 'CS', 'f8_param_a': 5, 'f8_param_b': 2, 'f9_type': 'CS', 'f9_param_a': 5, 'f9_param_b': 2, 'f10_type': 'CS', 'f10_param_a': 5, 'f10_param_b': 2, 'f11_type': 'CS', 'f11_param_a': 5, 'f11_param_b': 2, 'f12_type': 'VCOMP', 'f12_param_a': 4, 'f12_param_b': 16, 'f13_type': 'MPER', 'f13_param_a': 4, 'f13_param_b': 20, 'f14_type': 'VMC', 'f14_param_a': 5, 'f14_param_b': 40, 'use_volatility_filter': False, 'use_regime_filter': True, 'regime_threshold': Decimal('0'), 'regime_period': 'weekly', 'use_regime_direction': True, 'regime_stability_min': 0.0, 'regime_stability_window': 10, 'regime_max_flips': 2, 'use_adx_filter': False, 'adx_threshold': 14, 'use_ema_filter': False, 'ema_period': 400, 'ema_slope_lookback': 20, 'use_sma_filter': False, 'sma_period': 400, 'sma_slope_lookback': 20, 'use_spy_filter': True, 'spy_regime_threshold': Decimal('0'), 'spy_regime_period': 'weekly', 'use_kernel_filter': False, 'use_kernel_smoothing': False, 'kernel_lookback': 8, 'kernel_rel_weight': 8.0, 'kernel_start_bar': 25, 'kernel_lag': 2, 'use_dynamic_exits': False, 'bars_to_hold': 100000, 'use_rsi_exit': False, 'rsi_exit_period': 14, 'rsi_overbought': 80, 'rsi_oversold': 20, 'use_kernel_exit': False, 'use_prediction_exit': True, 'prediction_exit_threshold': -20.0, 'use_trailing_atr_exit': True, 'trailing_atr_warmup': 5, 'chandelier_start_mult': 3.5, 'chandelier_end_mult': 1, 'chandelier_tighten_bars': 40, 'chandelier_mult_mode': 'blend', 'chandelier_profit_atr_threshold': 1.5, 'chandelier_breakeven_atr': 0.0, 'position_size_pct': Decimal('0.95'), 'stop_loss_pct': Decimal('0.05'), 'use_stop_loss': False, 'long_only': True, 'use_pyramiding': False, 'max_pyramid_entries': 2, 'pyramid_size_pct': Decimal('0.5'), 'pyramid_min_profit_atr': 1.0, 'verbose': False, 'test_start_idx': 0, 'use_cross_symbol_training': True, 'cross_symbol_etfs': 'SPY,QQQ,IWM,TLT,GLD,XLE,EFA', 'cross_symbol_lookback_years': 5, 'use_regime_balancing': False, 'cross_symbol_auto_peers': True, 'cross_symbol_target_symbol': '', 'cross_symbol_max_peers': 7, 'use_fundamental_filter': True, 'fundamental_symbol': '', 'fundamental_quality_weight': 0.2, 'fundamental_momentum_weight': 0.3, 'earnings_blackout_before': 5, 'earnings_blackout_after': 2, 'close_before_earnings': True, 'full_position_threshold': 50, 'reduced_position_pct': Decimal('0.75'), 'min_trending_probability': 20, 'min_quality_score': 20, 'min_momentum_score': 20, 'use_earnings_reaction': True, 'earnings_reaction_days': 5, 'min_earnings_reaction_pct': -5.0}",28.245789858957515,1.7381235946058389,8.079040501764663,8.802371541501977,1196
2,2024-03-05,2024-09-01,2024-09-02,2025-08-28,765.8646715545653,4.073748252949816,0.005401935292969635,11.932002941570536,1261,47.852921310368124,2.2522143524616083,1181.9390414333343,11.150368315408814,0.006746953464661108,17.72010307899591,1394,53.90245897909167,1.0163418659636623,1.5896522633472188,45.22465959338197,50.469163624155854,55.31218625156249,45.94563465967699,22589,50.19719368664563,55.02432126237966,45.368577278685024,25752,0.2719699375102209,-54.327400823204705,133,"{'neighbors_count': 11, 'max_bars_back': 7000, 'feature_count': 8, 'trend_following_labels': True, 'allow_reentry': True, 'min_prediction_strength': 20, 'min_raw_prediction': 0.0, 'label_lookahead': 4, 'label_dead_zone': 0.18, 'use_magnitude_labels': True, 'f1_type': 'RSM', 'f1_param_a': 40, 'f1_param_b': 252, 'f2_type': 'ER', 'f2_param_a': 25, 'f2_param_b': 13, 'f3_type': 'MACC', 'f3_param_a': 5, 'f3_param_b': 20, 'f4_type': 'STRK', 'f4_param_a': 30, 'f4_param_b': 3, 'f5_type': 'VCOMP', 'f5_param_a': 4, 'f5_param_b': 16, 'f6_type': 'MPER', 'f6_param_a': 4, 'f6_param_b': 20, 'f7_type': 'VMC', 'f7_param_a': 3, 'f7_param_b': 40, 'f8_type': 'CS', 'f8_param_a': 5, 'f8_param_b': 2, 'f9_type': 'CS', 'f9_param_a': 5, 'f9_param_b': 2, 'f10_type': 'CS', 'f10_param_a': 5, 'f10_param_b': 2, 'f11_type': 'CS', 'f11_param_a': 5, 'f11_param_b': 2, 'f12_type': 'VCOMP', 'f12_param_a': 4, 'f12_param_b': 16, 'f13_type': 'MPER', 'f13_param_a': 4, 'f13_param_b': 20, 'f14_type': 'VMC', 'f14_param_a': 5, 'f14_param_b': 40, 'use_volatility_filter': False, 'use_regime_filter': True, 'regime_threshold': Decimal('0'), 'regime_period': 'weekly', 'use_regime_direction': True, 'regime_stability_min': 0.0, 'regime_stability_window': 10, 'regime_max_flips': 2, 'use_adx_filter': False, 'adx_threshold': 14, 'use_ema_filter': False, 'ema_period': 400, 'ema_slope_lookback': 20, 'use_sma_filter': False, 'sma_period': 400, 'sma_slope_lookback': 20, 'use_spy_filter': True, 'spy_regime_threshold': Decimal('0'), 'spy_regime_period': 'weekly', 'use_kernel_filter': False, 'use_kernel_smoothing': False, 'kernel_lookback': 8, 'kernel_rel_weight': 8.0, 'kernel_start_bar': 25, 'kernel_lag': 2, 'use_dynamic_exits': False, 'bars_to_hold': 100000, 'use_rsi_exit': False, 'rsi_exit_period': 14, 'rsi_overbought': 80, 'rsi_oversold': 20, 'use_kernel_exit': False, 'use_prediction_exit': True, 'prediction_exit_threshold': -20.0, 'use_trailing_atr_exit': True, 'trailing_atr_warmup': 5, 'chandelier_start_mult': 3.5, 'chandelier_end_mult': 1, 'chandelier_tighten_bars': 40, 'chandelier_mult_mode': 'blend', 'chandelier_profit_atr_threshold': 1.5, 'chandelier_breakeven_atr': 0.0, 'position_size_pct': Decimal('0.95'), 'stop_loss_pct': Decimal('0.05'), 'use_stop_loss': False, 'long_only': True, 'use_pyramiding': False, 'max_pyramid_entries': 2, 'pyramid_size_pct': Decimal('0.5'), 'pyramid_min_profit_atr': 1.0, 'verbose': False, 'test_start_idx': 0, 'use_cross_symbol_training': True, 'cross_symbol_etfs': 'SPY,QQQ,IWM,TLT,GLD,XLE,EFA', 'cross_symbol_lookback_years': 5, 'use_regime_balancing': False, 'cross_symbol_auto_peers': True, 'cross_symbol_target_symbol': '', 'cross_symbol_max_peers': 7, 'use_fundamental_filter': True, 'fundamental_symbol': '', 'fundamental_quality_weight': 0.2, 'fundamental_momentum_weight': 0.3, 'earnings_blackout_before': 5, 'earnings_blackout_after': 2, 'close_before_earnings': True, 'full_position_threshold': 50, 'reduced_position_pct': Decimal('0.75'), 'min_trending_probability': 20, 'min_quality_score': 20, 'min_momentum_score': 20, 'use_earnings_reaction': True, 'earnings_reaction_days': 5, 'min_earnings_reaction_pct': -5.0}",35.93513965564028,2.211490293868084,13.516540440183276,8.937007874015748,1050
3,2024-09-01,2025-02-28,2025-03-01,2026-02-24,1334.4073212635517,7.097911283316765,0.006148141526039392,12.552145690748288,1273,54.75657026188941,2.3886889322929736,632.8596766376496,6.732549751464358,0.0022684207009351634,20.253304318756868,1244,51.34966688158178,1.0406099240033087,1.5995745933493999,22.187472402903254,49.79859468982467,52.14777370734775,47.453066226289494,22214,49.84609703814242,54.2669088050394,45.89359956092679,22735,-0.047502348317749465,52.573725686816964,-29,"{'neighbors_count': 11, 'max_bars_back': 7000, 'feature_count': 8, 'trend_following_labels': True, 'allow_reentry': True, 'min_prediction_strength': 20, 'min_raw_prediction': 0.0, 'label_lookahead': 4, 'label_dead_zone': 0.18, 'use_magnitude_labels': True, 'f1_type': 'RSM', 'f1_param_a': 40, 'f1_param_b': 252, 'f2_type': 'ER', 'f2_param_a': 25, 'f2_param_b': 13, 'f3_type': 'MACC', 'f3_param_a': 5, 'f3_param_b': 20, 'f4_type': 'STRK', 'f4_param_a': 30, 'f4_param_b': 3, 'f5_type': 'VCOMP', 'f5_param_a': 4, 'f5_param_b': 16, 'f6_type': 'MPER', 'f6_param_a': 4, 'f6_param_b': 20, 'f7_type': 'VMC', 'f7_param_a': 3, 'f7_param_b': 40, 'f8_type': 'CS', 'f8_param_a': 5, 'f8_param_b': 2, 'f9_type': 'CS', 'f9_param_a': 5, 'f9_param_b': 2, 'f10_type': 'CS', 'f10_param_a': 5, 'f10_param_b': 2, 'f11_type': 'CS', 'f11_param_a': 5, 'f11_param_b': 2, 'f12_type': 'VCOMP', 'f12_param_a': 4, 'f12_param_b': 16, 'f13_type': 'MPER', 'f13_param_a': 4, 'f13_param_b': 20, 'f14_type': 'VMC', 'f14_param_a': 5, 'f14_param_b': 40, 'use_volatility_filter': False, 'use_regime_filter': True, 'regime_threshold': Decimal('0'), 'regime_period': 'weekly', 'use_regime_direction': True, 'regime_stability_min': 0.0, 'regime_stability_window': 10, 'regime_max_flips': 2, 'use_adx_filter': False, 'adx_threshold': 14, 'use_ema_filter': False, 'ema_period': 400, 'ema_slope_lookback': 20, 'use_sma_filter': False, 'sma_period': 400, 'sma_slope_lookback': 20, 'use_spy_filter': True, 'spy_regime_threshold': Decimal('0'), 'spy_regime_period': 'weekly', 'use_kernel_filter': False, 'use_kernel_smoothing': False, 'kernel_lookback': 8, 'kernel_rel_weight': 8.0, 'kernel_start_bar': 25, 'kernel_lag': 2, 'use_dynamic_exits': False, 'bars_to_hold': 100000, 'use_rsi_exit': False, 'rsi_exit_period': 14, 'rsi_overbought': 80, 'rsi_oversold': 20, 'use_kernel_exit': False, 'use_prediction_exit': True, 'prediction_exit_threshold': -20.0, 'use_trailing_atr_exit': True, 'trailing_atr_warmup': 5, 'chandelier_start_mult': 3.5, 'chandelier_end_mult': 1, 'chandelier_tighten_bars': 40, 'chandelier_mult_mode': 'blend', 'chandelier_profit_atr_threshold': 1.5, 'chandelier_breakeven_atr': 0.0, 'position_size_pct': Decimal('0.95'), 'stop_loss_pct': Decimal('0.05'), 'use_stop_loss': False, 'long_only': True, 'use_pyramiding': False, 'max_pyramid_entries': 2, 'pyramid_size_pct': Decimal('0.5'), 'pyramid_min_profit_atr': 1.0, 'verbose': False, 'test_start_idx': 0, 'use_cross_symbol_training': True, 'cross_symbol_etfs': 'SPY,QQQ,IWM,TLT,GLD,XLE,EFA', 'cross_symbol_lookback_years': 5, 'use_regime_balancing': False, 'cross_symbol_auto_peers': True, 'cross_symbol_target_symbol': '', 'cross_symbol_max_peers': 7, 'use_fundamental_filter': True, 'fundamental_symbol': '', 'fundamental_quality_weight': 0.2, 'fundamental_momentum_weight': 0.3, 'earnings_blackout_before': 5, 'earnings_blackout_after': 2, 'close_before_earnings': True, 'full_position_threshold': 50, 'reduced_position_pct': Decimal('0.75'), 'min_trending_probability': 20, 'min_quality_score': 20, 'min_momentum_score': 20, 'use_earnings_reaction': True, 'earnings_reaction_days': 5, 'min_earnings_reaction_pct': -5.0}",31.910269653830568,1.5777705256103518,13.377988808443053,9.222672064777328,935
