Price,Close,High,Low,Open,Volume
Ticker,DGRW,DGRW,DGRW,DGRW,DGRW
Date,,,,,
2024-01-02,68.05350494384766,68.19896133510721,67.71411162972163,67.74320142832967,426800
2024-01-03,67.59776306152344,67.89836759158631,67.51049364242958,67.86927778522168,490200
2024-01-04,67.4522933959961,67.95654126811054,67.43290266163164,67.5977497974991,479900
2024-01-05,67.4911117553711,67.79172375603143,67.25838585020111,67.45232287147225,985000
2024-01-08,68.18927764892578,68.20866838629807,67.45230385902101,67.53958067274894,1647600
2024-01-09,68.02442932128906,68.10200706589033,67.73351647814476,67.84018402741629,491600
2024-01-10,68.3153305053711,68.40260731215928,67.94684733882882,68.02442507859155,741400
2024-01-11,68.3153305053711,68.4607869178711,67.76260205644745,68.41230637918474,837700
2024-01-12,68.45108795166016,68.64503230135263,68.17957326031119,68.51897402271787,815700
2024-01-16,68.11168670654297,68.37350969877818,67.85957017844487,68.24744403650952,580500
2024-01-17,67.85958099365234,67.98563927779209,67.60745702715205,67.76260511546091,553900
2024-01-18,68.4607925415039,68.53837028763917,67.90806404717702,68.05352047162538,597200
2024-01-19,69.21714782714844,69.33351443081114,68.46078339889117,68.7904850768254,1040400
2024-01-22,69.43046569824219,69.50804341479544,69.2850093292594,69.35288798168892,565600
2024-01-23,69.56624603271484,69.61473397116693,69.33352020423041,69.44988681758298,709100
2024-01-24,69.34321594238281,69.85715551312941,69.33351687551391,69.73109723671507,615200
2024-01-25,69.66808319091797,69.7262742633255,69.3577579334496,69.7262742633255,837600
2024-01-26,69.56140899658203,69.76505923386448,69.40624268318376,69.60989292046621,388500
2024-01-29,69.87173461914062,69.89112670905638,69.40624307505468,69.61959305781336,743200
2024-01-30,69.88143920898438,69.92993054037578,69.62930500221657,69.71658052023503,553900
2024-01-31,69.02803039550781,69.90082236541534,69.02803039550781,69.85233104535622,683800
2024-02-01,69.79415893554688,69.81355102753912,69.01834207857502,69.10562498938484,877900
2024-02-02,69.97842407226562,70.22086593936953,69.43534925881062,69.61960744540593,872800
2024-02-05,69.71658325195312,69.92023353404758,69.44504954249386,69.92023353404758,686400
2024-02-06,70.03660583496094,70.03660583496094,69.76507213503815,69.89113923893419,613500
2024-02-07,70.45359802246094,70.54087353078947,70.17236460883973,70.31783118812484,989900
2024-02-08,70.60875701904297,70.64754860014055,70.35662284001499,70.53118125558537,3138200
2024-02-09,70.8221206665039,70.86091225507847,70.5214951034747,70.6669617109446,605300
2024-02-12,70.91907501220703,71.16151682020563,70.76391610243107,70.8317995127212,553300
2024-02-13,70.00749969482422,70.3178249168788,69.56140765054181,70.2693335951959,3407200
2024-02-14,70.346923828125,70.40510750100891,69.90083173896046,70.30813224662317,497000
2024-02-15,70.83180236816406,70.88028629247623,70.40510240128917,70.52147713736517,586500
2024-02-16,70.6475601196289,71.11305176996348,70.57967669132374,70.8803022454268,512700
2024-02-20,70.4729995727539,70.52149090527014,70.23055770764984,70.48269931900487,622600
2024-02-21,70.66693878173828,70.6766311266828,70.1432636040062,70.37600566119714,461200
2024-02-22,71.8403549194336,71.97612173358385,71.21970451225054,71.29728026409609,652900
2024-02-23,71.97628021240234,72.2384046166805,71.9471569245351,72.0927807706078,555300
2024-02-26,71.77240753173828,72.10248132616076,71.74328424478762,72.03452452103048,506200
2024-02-27,71.77240753173828,71.81124104991791,71.60737063452704,71.81124104991791,421300
2024-02-28,71.71417236328125,71.76270871367284,71.5297149742759,71.65591837337895,398900
2024-02-29,71.81122589111328,71.9762627534865,71.54910155041729,71.9277190143251,534000
2024-03-01,72.47140502929688,72.51023855229043,71.85008347487418,71.96657663711771,453200
2024-03-04,72.53935241699219,72.76263588676997,72.43256209432066,72.44227232549159,445700
2024-03-05,71.94715881347656,72.4616899972706,71.6753315772636,72.34518943600646,555900
2024-03-06,72.28693389892578,72.61701507822625,72.11218678205748,72.24810038331773,551300
2024-03-07,72.83059692382812,72.94709748444066,72.64614696127907,72.70439353821702,619900
2024-03-08,72.28693389892578,72.97621213581304,72.28693389892578,72.91796556576887,424000
2024-03-11,72.39374542236328,72.45199200947036,71.9762942657074,72.1704544938896,400700
2024-03-12,73.13156127929688,73.18980786135256,72.50052948232361,72.743233449872,502600
2024-03-13,73.0441665649414,73.23833413667764,72.83058593939931,73.23833413667764,402400
2024-03-14,72.89855194091797,73.1897996319232,72.5005213303964,73.1897996319232,403500
2024-03-15,72.40345001220703,72.7626471470198,72.25782614905226,72.67527727316936,452500
2024-03-18,72.5102310180664,72.85972528195687,72.45197703626039,72.72381166897019,377000
2024-03-19,72.956787109375,72.99562061861057,72.35487882632545,72.40342256455355,341500
2024-03-20,73.59754180908203,73.59754180908203,72.85972715016057,72.95680724667795,396500
2024-03-21,74.07323455810547,74.31593846241546,73.91790050411409,74.01498058449103,423900
2024-03-22,73.83972930908203,74.17054761334168,73.83972930908203,74.17054761334168,616100
2024-03-25,73.55756378173828,73.73270113882741,73.53810737462895,73.7229692236346,349200
2024-03-26,73.33378601074219,73.78135763335813,73.29486577095689,73.78135763335813,372800
2024-03-27,74.03430938720703,74.03430938720703,73.54781764748842,73.74241879734076,569300
2024-03-28,74.13162994384766,74.3067673055157,74.06352138226988,74.14135443601843,480400
2024-04-01,73.8008041381836,74.22891929509589,73.70350726341509,74.22891929509589,404900
2024-04-02,73.29486846923828,73.35324511942696,73.04189061295902,73.22675990292582,601700
2024-04-03,73.22675323486328,73.48945556006754,73.00296372405674,73.2170213196257,756800
2024-04-04,72.25375366210938,73.81052571009312,72.21483343300045,73.73268525187527,430400
2024-04-05,72.8375473022461,73.09052509735652,72.3413236257959,72.3413236257959,406500
2024-04-08,72.84728240966797,73.01268783464441,72.76944194264064,72.9056590483007,480100
2024-04-09,73.03216552734375,73.15865817895241,72.3024276386268,73.08081768923596,366700
2024-04-10,72.19535064697266,72.51643688534212,71.9326484485712,72.31211130363593,663800
2024-04-11,72.48727416992188,72.75970837505122,71.9229419317109,72.41916561863954,500300
