Price,Close,High,Low,Open,Volume
Ticker,TJX,TJX,TJX,TJX,TJX
Date,,,,,
2024-01-02,90.88030242919922,91.80586744264892,90.44188198233336,90.69518793988472,5273500
2024-01-03,89.3409423828125,90.85107038661646,89.30197795542972,90.66595590749766,5337800
2024-01-04,90.39315032958984,90.68543553452272,88.96096620503747,89.45784808017476,5328000
2024-01-05,89.3506851196289,90.82184122857208,89.20454250442808,90.2665052373067,4533700
2024-01-08,90.43212890625,90.5587818734683,89.23376839671488,89.23376839671488,4716100
2024-01-09,90.68544006347656,90.81209302760789,89.82807405052023,90.12035927005023,3609400
2024-01-10,91.71817016601562,92.02993760443977,90.68544191994604,90.68544191994604,4653800
2024-01-11,92.79961395263672,92.8872950593391,91.49409014314384,91.91302089710669,4287900
2024-01-12,92.58526611328125,93.18931872846206,92.3611872338468,93.18931872846206,2958900
2024-01-16,93.40367126464844,93.45238051531469,92.6339937461473,92.6339937461473,5972000
2024-01-17,91.96174621582031,93.13087234705863,91.88380249157171,92.97499233168409,5530800
2024-01-18,92.3124771118164,92.53656344028684,91.6402255595271,91.88379410071923,4390100
2024-01-19,93.04319763183594,93.23804952273711,91.84483694673652,92.71194793067932,4138600
2024-01-22,92.68270874023438,93.1893355237902,92.34171423195033,93.06267511133986,3974100
2024-01-23,92.614501953125,93.19907241255177,92.53656566724064,92.70219049528788,3387500
2024-01-24,92.50732421875,93.17957573650088,92.44887015046613,92.78012721469179,3438900
2024-01-25,93.05291748046875,93.44262859079394,92.59500748332074,92.90677488495666,4326700
2024-01-26,93.90054321289062,93.96874210847109,93.08215646592512,93.22829908020387,4163600
2024-01-29,93.9297866821289,94.35846230979872,93.16984650169022,93.90055220997435,3636500
2024-01-30,94.32921600341797,94.35844303647987,93.160090082214,93.68619897669218,4112800
2024-01-31,92.46836853027344,94.50459805447633,92.22479997858665,94.50459805447633,4967000
2024-02-01,94.56304931640625,94.58253896251016,92.27350648525545,92.51707502969963,4608900
2024-02-02,95.00148010253906,95.52758906682922,93.77389251919534,94.44614410130872,3973400
2024-02-05,94.1635971069336,94.25127821162518,92.71193071977251,94.01745449932582,5466200
2024-02-06,94.60202026367188,94.72868066276015,93.56929202378159,94.01745724926458,4410700
2024-02-07,95.3132553100586,95.76142059023972,94.89431706919665,95.03071487476818,4641900
2024-02-08,95.82959747314453,96.89155263437974,95.60551116798342,95.96599524737435,6246100
2024-02-09,96.20957946777344,96.52134692163524,95.48861862442845,95.71269753304534,3488200
2024-02-12,95.55680847167969,96.31674110391803,95.26452325937798,96.12188925113138,4062500
