Price,Close,High,Low,Open,Volume
Ticker,NI,NI,NI,NI,NI
Date,,,,,
2024-01-02,25.346359252929688,25.402663140596204,24.72701111899305,24.72701111899305,3317600
2024-01-03,25.233755111694336,25.374517545919822,25.10237874894383,25.365133264313545,3725400
2024-01-04,25.205604553222656,25.355749482143146,25.083610679806796,25.290061299474026,2720000
2024-01-05,25.3745174407959,25.45897239516512,25.055459026979033,25.149298262915657,3669300
2024-01-08,25.609119415283203,25.637270470451885,25.19621997074494,25.3088277711571,4061300
2024-01-09,25.46835708618164,25.674807704246142,25.336980721863306,25.46835708618164,3779600
2024-01-10,25.65604019165039,25.815569407657666,25.41205422658816,25.45897384723256,4248400
2024-01-11,24.867778778076172,25.590352402328413,24.783322027715844,25.55281527333768,3223100
2024-01-12,25.09299659729004,25.130533726901398,24.867779189228457,25.027308410339018,2731100
2024-01-16,24.661327362060547,25.02730538214528,24.64255879952578,24.93346435934009,3178700
2024-01-17,24.34227180480957,24.745786997147256,24.145205454888654,24.49241674290701,2746500
2024-01-18,24.07012939453125,24.28596248711001,23.863680582917034,24.20150753816628,4348000
2024-01-19,24.023210525512695,24.182739727126254,23.901216659054224,24.182739727126254,3988500
2024-01-22,24.01382827758789,24.426727738467264,23.90121868285032,24.107669308224402,5487500
2024-01-23,24.098283767700195,24.145203385633792,23.919985997788867,24.0044427419643,3724800
2024-01-24,23.62908172607422,24.29534964462519,23.5727778234892,24.285965362549554,3202300
2024-01-25,23.985673904418945,23.995058185872036,23.657231213035438,23.92937000556907,4560800
2024-01-26,24.22966194152832,24.248430506052618,24.041981665891853,24.10766985185806,5181900
2024-01-29,24.483030319213867,24.62379096263544,24.05136231753653,24.229660087133823,5595800
2024-01-30,24.51118278503418,24.689478762007283,24.24842827547098,24.398573198116047,4324900
2024-01-31,24.37042236328125,24.84901001487311,24.201510653780133,24.7551689830155,6598200
2024-02-01,24.727018356323242,24.73640263865906,24.145205380584496,24.27658354341709,3333400
2024-02-02,24.26726531982422,24.504250329181776,23.98288222376387,24.409455963828325,3419400
2024-02-05,23.935483932495117,24.248304046221488,23.783813683903663,23.992359823703918,4274600
2024-02-06,23.774335861206055,24.001841251259208,23.745897009429868,23.869130225741234,4647400
2024-02-07,23.783817291259766,23.93548756285546,23.670063683536863,23.869132045038874,2875800
2024-02-08,23.7553768157959,23.82173232908312,23.537351041265858,23.736419389179648,4098300
2024-02-09,23.935483932495117,23.94496354903858,23.651102668399137,23.679539709977544,2515200
2024-02-12,24.29570198059082,24.34310006654603,23.897567098827608,23.954444801973857,3312300
2024-02-13,23.96392250061035,24.21986491206927,23.508909952129248,24.12507236385217,3786300
2024-02-14,24.058717727661133,24.14403247699752,23.82173271462721,24.001841830787598,3206900
2024-02-15,24.618003845214844,24.62748346321928,24.162993029315484,24.191431883328793,5377100
2024-02-16,24.551645278930664,24.72227476572082,24.390495408967965,24.542165662103205,3425400
2024-02-20,24.6653995513916,24.940301214742686,24.513729294083674,24.551645954384615,6302900
2024-02-21,24.8834228515625,24.987696821136133,24.125071640259453,24.655917488171585,6491900
2024-02-22,24.684358596801758,24.86446589594505,24.542166149617376,24.72227525681274,9624800
2024-02-23,24.760196685791016,25.063537234361736,24.70331897689479,24.741237449492274,6535800
2024-02-26,24.371536254882812,24.68435818705411,24.257784468686015,24.627480485903668,3487400
2024-02-27,24.6653995513916,24.67487916847986,24.33362018551098,24.513729294083674,3016200
2024-02-28,24.50425148010254,24.73175688280506,24.475812626745142,24.655921748570883,4432500
2024-02-29,24.70331573486328,24.836028563485126,24.4568511194822,24.646439841483662,9693700
2024-03-01,24.769670486450195,24.845505611317535,24.37153562888368,24.646439086560274,8293000
2024-03-04,25.224687576293945,25.300522714787988,24.627484278607575,24.627484278607575,3933600
2024-03-05,25.20572853088379,25.61334308140131,25.10145453664377,25.347919190632325,5034700
2024-03-06,25.47115135192871,25.55646429775304,25.328958890099564,25.37635698006003,4282200
2024-03-07,25.565942764282227,25.698655602142036,25.471150204735164,25.622820469673076,3389300
2024-03-08,25.603857040405273,25.71760881644908,25.376351680265785,25.660732928427176,4710000
2024-03-11,25.67021369934082,25.850322795573803,25.461667561843445,25.594378575882505,3433200
2024-03-12,25.423751831054688,25.632299799038623,25.205726053664353,25.50906658012954,4192100
2024-03-13,25.262601852416992,25.66073674387197,25.262601852416992,25.528025716071024,4579600
2024-03-14,24.987699508666992,25.272080791479045,24.68435899152024,25.158329001575066,5978300
2024-03-15,25.120410919189453,25.262601562781985,24.987699892910037,24.987699892910037,8671300
2024-03-18,25.262601852416992,25.41427211506154,25.06353531071558,25.11093158977244,3648000
2024-03-19,25.442712783813477,25.518547920550013,25.196248137406666,25.34791841087974,3952400
2024-03-20,25.461671829223633,25.61334210156022,25.281562702804333,25.366877457000196,3702800
2024-03-21,25.68917465209961,25.774489397708503,25.461669266493264,25.546984012102154,3607500
2024-03-22,25.68917465209961,25.888241186485633,25.546984012102154,25.831365292097068,3377800
2024-03-25,25.736572265625,25.821887015663325,25.55646314798274,25.8029277805321,3586300
2024-03-26,25.565942764282227,25.774490734610993,25.480628014248126,25.746051881915566,4876300
2024-03-27,26.030431747436523,26.05887059857049,25.698654191133993,25.72709123421588,3767700
2024-03-28,26.22001838684082,26.276894276533103,25.964074171147658,26.068348142293452,4883300
2024-04-01,26.04939079284668,26.25793875021439,25.907200154310917,26.25793875021439,2170300
2024-04-02,26.06835174560547,26.305336761474607,25.964077760046347,25.99251661284943,2579500
2024-04-03,25.91668128967285,26.134707068738013,25.869285010068136,26.030433083945034,2334500
2024-04-04,25.755529403686523,26.12522541838305,25.556461067121607,26.115745801589288,3972600
2024-04-05,25.77448844909668,25.869282808290173,25.509064604965303,25.575420113985142,2747400
2024-04-08,26.020954132080078,26.134705921358268,25.783969128356407,25.840845022995502,2423600
2024-04-09,26.201059341430664,26.238977806864348,26.058868712158233,26.106266793950343,3359800
2024-04-10,25.87876319885254,25.907202051863496,25.54698562065233,25.717613314561493,4740500
2024-04-11,25.83136558532715,26.02095431284397,25.62281943150033,26.02095431284397,6434400
2024-04-12,25.660736083984375,26.058870965200978,25.594380571790293,25.907200706456756,3484200
