Price,Close,High,Low,Open,Volume
Ticker,PRU,PRU,PRU,PRU,PRU
Date,,,,,
2024-01-02,95.10674285888672,95.56149442786656,94.0971938206348,94.13357477882818,1476400
2024-01-03,93.48783111572266,94.2609074177898,93.31502329399338,93.78796882537083,1668200
2024-01-04,93.56968688964844,94.78842478814302,93.33322105326488,93.42416998563999,1527300
2024-01-05,94.87026977539062,95.12492954291437,93.46054407975322,93.49692503782207,1434700
2024-01-08,95.06127166748047,95.18860849966626,94.20634337566449,94.70656597363963,1344100
2024-01-09,93.9334945678711,94.34277519382546,93.38779400555775,94.32458124300484,1461600
2024-01-10,94.33367919921875,94.47919611250101,93.56060281632377,93.78797863123165,1072900
2024-01-11,94.0062484741211,94.2609082522132,93.33321806931215,94.1517653734772,1213500
2024-01-12,93.88802337646484,94.91575954903294,93.32412886448567,94.58833782452363,973200
2024-01-16,93.25135803222656,93.33321692501457,92.46918475827134,93.09674416013176,1244300
2024-01-17,92.63290405273438,93.55150427247092,92.21453339299276,92.5237681043421,1061800
2024-01-18,92.62380981445312,92.82390164436389,91.68702255528845,92.55105482636135,1092200
2024-01-19,94.07901763916016,94.21543757438893,92.250914178545,93.17860443289592,1359800
2024-01-22,94.97032165527344,95.3705052802707,94.36095618190663,94.58833197993532,1361100
2024-01-23,94.8793716430664,95.5705960041082,94.77022876323078,95.00670153339533,1060900
2024-01-24,95.30684661865234,96.09811694599149,95.09765781753079,95.58879040633174,1112200
2024-01-25,96.1981430053711,96.23452396324548,95.27954984013616,95.45235071634173,1424800
2024-01-26,96.60742950439453,96.69837843518137,96.16177488626793,96.40733769328828,1171600
2024-01-29,96.02535247802734,96.47100711684087,95.32503110664713,96.28910924682361,1199400
2024-01-30,96.9803237915039,97.02580172712189,95.63426294030023,95.76159283328008,1473200
2024-01-31,95.43416595458984,97.13493934574407,95.26135813535603,96.84389861485249,2240900
2024-02-01,93.39689636230469,94.70657639952597,91.49603085165562,94.55196250343782,2286600
2024-02-02,93.86981964111328,94.27910022356791,92.9966974464185,93.43326201324508,1523200
2024-02-05,93.43327331542969,93.9698769102111,92.51467307635727,92.77842985545566,1834000
2024-02-06,94.03353881835938,94.46100644861926,93.3786953795748,93.42417331686333,2050100
2024-02-07,99.25408935546875,99.56332407552257,93.93349661384669,96.07992488612871,4004700
2024-02-08,98.78115844726562,99.70884880218878,97.67156326071844,98.89939138360138,1844500
2024-02-09,96.02535247802734,97.90802388243755,95.49783894043479,97.78978402186328,2616500
2024-02-12,97.52603149414062,98.32639181461849,96.26181565834493,96.29819661913376,1907300
2024-02-13,95.71611785888672,97.79888108557653,94.60652280948386,97.03490170406181,2019400
2024-02-14,96.77115631103516,97.60789771457,96.08902880922658,96.15269376517033,1627400
2024-02-15,99.39961242675781,100.1545018002523,97.33503613432917,97.48965696261834,2473900
2024-02-16,98.74608612060547,99.61131321874926,98.49756717884674,98.893361806456,1340700
2024-02-20,98.77369689941406,99.65732993222298,97.69676979903674,97.92688278745024,1249500
2024-02-21,99.09586334228516,99.26153795676697,98.20302379984628,99.00381252647354,1305200
2024-02-22,99.70335388183594,100.09914849702265,99.0866527672981,99.16029060791215,1513300
2024-02-23,99.4732437133789,100.78028382007759,99.4732437133789,100.06233240998932,1817100
2024-02-26,98.53437805175781,99.75857373356145,98.27664562257166,99.28914832386207,1378100
2024-02-27,99.10506439208984,99.44563415756643,98.54358811461051,98.54358811461051,945800
2024-02-28,99.41802215576172,100.04392979458042,98.86575236209615,98.86575236209615,1172700
2024-02-29,100.32005310058594,100.56857905233909,99.48244550252558,100.24642228385433,2455600
2024-03-01,99.41802215576172,100.43972443416418,98.86575236209615,100.18199197612824,1361500
2024-03-04,98.5711898803711,99.68494285102952,98.15698933739213,99.04062231224037,1540000
2024-03-05,100.26483917236328,100.64222085019577,98.34109079209736,98.35950376515747,1785600
2024-03-06,100.89073944091797,101.09323999480033,99.51006150716486,100.8078951131974,1346500
2024-03-07,101.91244506835938,102.5107402640796,101.08403687601533,101.24971851448414,1721800
2024-03-08,102.26222229003906,103.00779323268347,101.9860908859972,102.54756720345513,1440600
2024-03-11,102.64879608154297,102.7224339212962,101.42460035247741,101.42460035247741,1242200
2024-03-12,102.85130310058594,103.33914153028469,102.18857654609279,102.88812202277904,1501100
2024-03-13,103.85459899902344,104.48050662879542,102.94334647903025,102.94334647903025,1630000
2024-03-14,102.85130310058594,103.96504916258475,102.0597138296626,103.5508485772722,1876300
2024-03-15,103.86380004882812,104.03868817558697,102.01369658965999,102.01369658965999,3355600
2024-03-18,104.08470916748047,104.82106652089122,103.47720750398774,103.92823401991095,1368600
2024-03-19,104.74742889404297,105.09719808749568,104.25958348877931,104.35163429665327,1463700
2024-03-20,106.15572357177734,106.37663007034357,103.92823156979948,104.25958780640335,1616400
