symbol,initial_value,final_value,total_return,return_pct,annualized_return,spy_return,outperformance,sharpe,calmar,sqn,max_drawdown,max_drawdown_money,total_trades,wins,losses,win_rate,avg_win,avg_loss,rr_ratio,profit_factor,expectancy,best_trade,worst_trade,avg_trade_len,max_trade_len,max_win_streak,max_loss_streak,ml_accuracy,ml_bullish_accuracy,ml_bearish_accuracy
BRK-B,10000,10310.698944091797,310.6989440917969,3.106989440917962,0.31833094580939747,16.91171543785197,-13.804725996934009,-0.5046238660507131,0.3856599017557558,0.5005465421943492,8.056293710528571,899.4593505859375,10,5,5,50.0,191.51599731445313,129.37620849609374,1.480303059895557,1.4803030598955569,31.069894409179696,402.39990234375,-190.26058959960938,14.0,39,2,2,50.20242914979757,50.37593984962406,50.0
LLY,10000,9705.955982975587,-294.0440170244128,-2.9404401702441296,-0.30953787210188377,16.91171543785197,-19.8521556080961,-1.1769916895431356,-0.15506688420568615,-0.35288980525485153,18.962399259559678,2153.660280694503,8,5,3,62.5,135.98369213100787,324.6541592264836,0.4188570768814442,0.6980951281357403,-36.75550212805143,256.6988923671229,-737.6945032272474,11.625,29,2,1,46.15384615384615,56.99999999999999,38.775510204081634
TCEHY,10000,13896.476965101328,3896.4769651013285,38.96476965101328,3.47708424638411,16.91171543785197,22.053054213161307,0.22831204321333612,2.236353297109185,1.1686014644680847,17.423351534563416,2902.1494216918927,9,6,3,66.66666666666666,962.1175674053974,625.4094797770182,1.5383802109114626,3.076760421822925,432.9418850112586,2582.579055786133,-751.9797973632812,18.11111111111111,64,5,2,49.797570850202426,52.121212121212125,45.1219512195122
JNJ,10000,13355.10858425049,3355.108584250491,33.551085842504904,3.050852116261926,16.91171543785197,16.639370404652933,0.23717779260464802,4.391796394408007,1.787944030671343,7.639490274463743,853.289448902995,9,5,3,55.55555555555556,693.5618497996148,196.70036704965068,3.5259814722386738,5.8766357870644566,297.8897534221635,1425.354063456176,-238.93769203744756,18.75,52,3,3,55.87044534412956,65.49707602339181,34.21052631578947
ABBV,10000,10892.212946644608,892.2129466446077,8.922129466446084,0.8916967453356683,16.91171543785197,-7.989585971405887,-0.0296159840302751,0.4750506553105814,0.44584744243260616,18.781427552421587,2518.7749818551947,9,2,6,22.22222222222222,1461.3078154591044,321.0887281203077,4.551102818257674,1.517034272752558,74.99939267511726,1529.5690714338589,-625.2612786587066,20.25,74,1,3,50.607287449392715,58.38926174496645,38.775510204081634
RHHBY,10000,11576.915978766043,1576.9159787660428,15.769159787660424,1.5326428650463964,16.91171543785197,-1.1425556501915466,0.12251881541117467,0.9063933200930732,0.5431972576103024,17.39770079731078,2033.0807571411133,8,3,4,37.5,726.0320782186449,322.4950952529907,2.251296496925287,1.6884723726939654,70.70259479887261,1056.4562810426535,-811.679443359375,21.428571428571427,41,1,3,52.63157894736842,60.115606936416185,35.13513513513514
AZN,10000,10640.902118701702,640.9021187017024,6.409021187017028,0.6473577366220562,16.91171543785197,-10.502694250834942,-0.1317671257372339,0.6836666113163937,0.6343289186709768,9.374483236319698,1051.2977800310127,8,3,4,37.5,619.7858251045259,266.003830913223,2.3299883425615597,1.74749125692117,66.16729009343283,812.7656188873973,-521.9693448377063,22.857142857142858,38,1,2,49.797570850202426,54.43037974683544,41.57303370786517
NVS,10000,10855.012046739761,855.012046739761,8.550120467397605,0.8558484903048669,16.911703441507832,-8.361582974110227,-0.11696504020938041,0.5194174427203178,-0.11173619043181605,16.460980637497475,1894.791114807129,8,4,3,50.0,364.4658202939489,533.2168502807617,0.6835226983206587,0.9113635977608783,-84.3755149934064,676.3235320302879,-723.6402893066406,22.571428571428573,70,2,2,49.392712550607285,57.065217391304344,26.984126984126984
MRK,10000,10683.993266908557,683.9932669085574,6.83993266908558,0.6896182752047064,16.91171543785197,-10.07178276876639,-0.28093914571004885,0.3568878809744173,0.40725610420473984,19.16549435752873,1991.516786221433,9,5,4,55.55555555555556,455.2555186750645,398.0710816166916,1.1436538339487736,1.429567292435967,75.99925187872847,1278.2068037299664,-677.7058945638055,16.444444444444443,29,2,2,48.582995951417004,51.06382978723404,45.28301886792453
MCD,10000,9589.089704775914,-410.91029522408644,-4.109102952240862,-0.4349007206184141,16.911727434198575,-21.020830386439435,-0.7348358159247207,-0.30184593789503156,-1.522970704858983,13.613245819693036,1452.9657234741717,9,2,6,22.22222222222222,128.54285276170134,142.0725959904672,0.9047688040438588,0.301589601347953,-81.9358296010964,210.30738946072688,-256.1624329254448,15.5,42,1,5,44.93927125506073,47.82608695652174,41.284403669724774
TMUS,10000,9118.957297057106,-881.0427029428938,-8.810427029428936,-0.9534578879169087,16.911727434198575,-25.72215446362751,-0.7110446590648343,-0.42187326795855035,-0.8144290668854486,20.884060922045844,2407.111158089532,9,2,7,22.22222222222222,406.47076509649804,241.9977475908415,1.6796468940022526,0.4798991125720722,-97.89363366032158,775.1036987826201,-534.2129061339454,9.333333333333334,29,1,5,48.987854251012145,45.45454545454545,50.588235294117645
