fast_len,slow_len,atr_len,atr_mult,stop_loss_pct,avg_return_pct,avg_sharpe,avg_max_drawdown,total_trades,avg_win_rate,stock_win_rate,stocks_tested,winning_stocks
7,15,14,3.5,0.1,25.071799987056327,-0.01059990318718111,37.66223799753072,113,33.977133977133974,53.84615384615385,13,7
7,15,14,3.5,0.15,38.044477230496845,0.14048020634095665,37.7212700530461,106,36.9022644022644,61.53846153846154,13,8
7,15,14,4.0,0.05,19.17959879535331,-0.15249526428945634,36.94660031050587,127,25.506416660262815,53.84615384615385,13,7
7,15,14,4.0,0.1,31.925244898812895,-0.061298622476286695,38.73465221221619,105,32.33405483405483,53.84615384615385,13,7
7,15,14,4.0,0.15,49.020849855284155,0.09472544694673979,38.10326621905102,97,35.61050061050061,61.53846153846154,13,8
7,15,20,2.0,0.05,13.644114999391036,-0.15073913596105698,32.180306989620995,169,35.98705781398089,53.84615384615385,13,7
7,15,20,2.0,0.1,22.50167892575869,0.045505041047674374,32.27218433383235,157,40.92919900612208,69.23076923076923,13,9
7,15,20,2.0,0.15,23.67677536497354,0.07708620070753879,32.51923415790642,157,41.52091498245345,69.23076923076923,13,9
7,15,20,3.0,0.05,18.72430167925917,-0.43123291801583075,35.06102515696823,141,31.071311167465012,53.84615384615385,13,7
7,15,20,3.0,0.1,29.446545660846525,-0.12418656406375736,35.271828975068864,121,34.63536463536463,61.53846153846154,13,8
7,15,20,3.0,0.15,33.2812658870043,0.06055401218501227,35.35481561869635,115,36.93889443889444,69.23076923076923,13,9
7,15,20,3.5,0.05,14.805784565826208,-0.1673193320368197,36.6975290363157,132,28.422837845914767,53.84615384615385,13,7
7,15,20,3.5,0.1,23.249086452625253,-0.07143952199253564,38.3431888758089,111,33.85503385503385,61.53846153846154,13,8
7,15,20,3.5,0.15,35.29073384778873,0.06515506417928278,38.68182043537675,104,36.9022644022644,61.53846153846154,13,8
7,15,20,4.0,0.05,16.320914675908682,-0.17232542910564622,37.349501735194345,131,27.434851473313014,53.84615384615385,13,7
7,15,20,4.0,0.1,28.102745978855413,-0.07749433758727985,39.4679212941307,110,34.31540681540682,53.84615384615385,13,7
7,15,20,4.0,0.15,43.52857729432724,0.06941753835894914,39.36534410793199,102,37.48196248196248,53.84615384615385,13,7
7,18,7,2.0,0.05,41.878718666026046,0.2876246314904043,26.34664440866861,157,41.99165339436832,76.92307692307693,13,10
7,18,7,2.0,0.1,52.54387961846149,0.33960344588667046,27.739031385236313,148,45.81401504478428,84.61538461538461,13,11
7,18,7,2.0,0.15,52.17844444293259,0.3293447784753271,27.833109543332,147,46.109873032949956,84.61538461538461,13,11
7,18,7,3.0,0.05,28.655284541820816,0.1776629438685189,32.563831613450375,137,35.6300110146264,76.92307692307693,13,10
7,18,7,3.0,0.1,39.63190916541908,0.31081552588638306,33.19786083746075,120,39.03762903762903,69.23076923076923,13,9
7,18,7,3.0,0.15,35.965233384396875,0.24623349156770902,34.439237083965956,118,39.50382950382951,69.23076923076923,13,9
7,18,7,3.5,0.05,34.07918882221836,0.17675684946483775,32.5467062636209,125,33.6528749028749,76.92307692307693,13,10
7,18,7,3.5,0.1,44.17143651900042,0.32036726627866674,34.045067876383534,108,37.113997113997115,76.92307692307693,13,10
7,18,7,3.5,0.15,40.82769823072576,0.24611858013330903,35.39912969296866,105,37.7045177045177,69.23076923076923,13,9
7,18,7,4.0,0.05,42.534670512603,0.24536894100252227,33.070583831143544,116,30.310106560106558,69.23076923076923,13,9
7,18,7,4.0,0.1,56.730695221011715,0.3471161470306227,35.13958631124923,99,34.03069153069153,76.92307692307693,13,10
7,18,7,4.0,0.15,63.670950360678326,0.2769238707612941,36.24328104310639,97,34.85986235986236,61.53846153846154,13,8
7,18,10,2.0,0.05,38.011981594149375,0.2845555407990939,26.759302785457805,157,41.222422625137554,76.92307692307693,13,10
7,18,10,2.0,0.1,45.03727180062158,0.31246821419930565,27.79230162598341,147,45.087049702434314,84.61538461538461,13,11
7,18,10,2.0,0.15,42.666713449251574,0.2801404248087477,28.57093213370249,146,45.38290769059999,84.61538461538461,13,11
7,18,10,3.0,0.05,30.029378498679748,0.193010478417623,32.503889957134035,136,35.58006096467635,76.92307692307693,13,10
7,18,10,3.0,0.1,41.94885444616325,0.34712454139881327,33.04244734566469,119,39.22077922077922,69.23076923076923,13,9
7,18,10,3.0,0.15,38.273705073653055,0.27781384414239435,34.228339339390466,117,39.68697968697968,69.23076923076923,13,9
7,18,10,3.5,0.05,35.78696019538026,0.25968252748825943,32.32296847479587,125,34.257270507270505,76.92307692307693,13,10
7,18,10,3.5,0.1,44.84780997140709,0.3262159791708089,33.99849800894563,109,38.026695526695526,76.92307692307693,13,10
7,18,10,3.5,0.15,41.11080497426242,0.2560464497148489,35.3709486409188,106,38.56282606282606,69.23076923076923,13,9
7,18,10,4.0,0.05,41.65548645080949,0.2502716014705221,33.597221208048694,115,29.760656010656007,69.23076923076923,13,9
7,18,10,4.0,0.1,55.26304594332161,0.3611656291433427,35.799712285402435,98,34.7999222999223,76.92307692307693,13,10
7,18,10,4.0,0.15,61.92740962860838,0.29996659339133686,36.68454671663808,96,35.62909312909313,61.53846153846154,13,8
7,18,14,2.0,0.05,38.05894911508099,0.23832349057404806,27.944847294115537,157,40.812510139433215,76.92307692307693,13,10
7,18,14,2.0,0.1,45.30647020370713,0.32961084341369823,28.815242488731847,147,44.622130006745394,84.61538461538461,13,11
7,18,14,2.0,0.15,42.601634941408534,0.29134664174284425,29.593872996450923,146,44.91798799491107,84.61538461538461,13,11
7,18,14,3.0,0.05,35.765661474591774,0.21636685790729718,31.45431712364123,132,36.29592629592629,76.92307692307693,13,10
7,18,14,3.0,0.1,48.59312986988482,0.37456276498933155,32.679383447916464,117,39.73054723054723,76.92307692307693,13,10
7,18,14,3.0,0.15,44.74535318495126,0.3018383345133546,33.889644573917586,115,40.1967476967477,76.92307692307693,13,10
7,18,14,3.5,0.05,35.121771480593495,0.292259298096486,32.327660512179676,124,33.585719835719836,76.92307692307693,13,10
7,18,14,3.5,0.1,44.404971843382185,0.3488680775992486,33.97479924859693,108,38.79592629592629,76.92307692307693,13,10
7,18,14,3.5,0.15,50.46871491919798,0.24857987101859852,35.28953085367262,104,39.88150738150738,69.23076923076923,13,9
7,18,14,4.0,0.05,41.96190894146375,0.25187624923407237,33.55864977282186,115,29.760656010656007,69.23076923076923,13,9
7,18,14,4.0,0.1,55.55663333008078,0.35134656184661456,35.68059459902141,98,34.7999222999223,76.92307692307693,13,10
7,18,14,4.0,0.15,61.84496103619352,0.2790050288137063,36.748041355564695,96,35.62909312909313,69.23076923076923,13,9
7,18,20,2.0,0.05,34.06767039579926,0.2266992355303693,27.90170139086991,157,40.685970012893094,76.92307692307693,13,10
7,18,20,2.0,0.1,41.268691531432786,0.3116604491690632,28.812546520152274,146,44.1865826481211,84.61538461538461,13,11
7,18,20,2.0,0.15,38.56411780477874,0.2734042944398387,29.5910094609229,145,44.482440636286796,84.61538461538461,13,11
7,18,20,3.0,0.05,35.55182298241836,0.21437003454686485,31.560776355322748,131,35.86857586857587,76.92307692307693,13,10
7,18,20,3.0,0.1,47.62398376639267,0.3592771033786174,32.976902581285714,117,39.901209901209896,76.92307692307693,13,10
7,18,20,3.0,0.15,44.439983933993474,0.2851927002204667,34.372155533295185,114,40.507270507270505,76.92307692307693,13,10
7,18,20,3.5,0.05,33.41958442515244,0.2740501386821228,32.73674200218947,123,33.243839493839495,76.92307692307693,13,10
7,18,20,3.5,0.1,41.64430892408211,0.3176962430009811,34.93629752164593,107,38.38383838383838,76.92307692307693,13,10
7,18,20,3.5,0.15,47.35839433596569,0.21341502066685805,36.29234639343317,103,39.65256965256965,61.53846153846154,13,8
7,18,20,4.0,0.05,37.26922442387555,0.2528173269468521,33.38032740652874,120,32.761266511266506,69.23076923076923,13,9
7,18,20,4.0,0.1,49.5175246306829,0.3106202844287886,35.392817773503594,102,38.05666555666556,76.92307692307693,13,10
7,18,20,4.0,0.15,56.33815522115032,0.18793872022156305,37.26439855863334,99,39.42307692307692,69.23076923076923,13,9
7,26,7,2.0,0.05,28.865683953534397,0.15946799405845452,25.325612706597262,122,40.41817157201773,76.92307692307693,13,10
7,26,7,2.0,0.1,36.13319040913701,0.25526140151411797,27.090513789499468,118,44.65506715506716,84.61538461538461,13,11
7,26,7,2.0,0.15,39.15242803308533,0.26909319656859376,26.77447550064206,117,45.004717504717505,84.61538461538461,13,11
7,26,7,3.0,0.05,36.48096428242477,0.27403631338376555,27.9913390933621,110,40.55461632384709,69.23076923076923,13,9
7,26,7,3.0,0.1,41.34487088802417,0.24596512103767584,29.228546340517784,99,44.79548229548229,69.23076923076923,13,9
7,26,7,3.0,0.15,45.863891143676305,0.3467667236072907,29.963695000220937,99,45.86385836385836,76.92307692307693,13,10
7,26,7,3.5,0.05,41.811423327665224,0.37800742047105135,28.34073784794003,101,39.18098995022072,76.92307692307693,13,10
7,26,7,3.5,0.1,47.664632113529166,0.40312313823462254,30.52708735378861,92,43.208180708180706,84.61538461538461,13,11
7,26,7,3.5,0.15,50.1522302689419,0.4098613402874592,30.95105864270449,90,44.10866910866911,84.61538461538461,13,11
7,26,7,4.0,0.05,45.51249071680052,0.23421839693816848,30.207812704623755,95,34.29088006011083,69.23076923076923,13,9
7,26,7,4.0,0.1,58.80025051589379,0.40737677085684354,31.889665510028067,82,41.278998778998776,84.61538461538461,13,11
7,26,7,4.0,0.15,63.969540595878,0.46721427478771693,31.54345440466222,78,43.11355311355312,84.61538461538461,13,11
7,26,10,2.0,0.05,26.11910229554651,0.17089845697973985,25.695766280331256,123,40.85023950408566,76.92307692307693,13,10
7,26,10,2.0,0.1,28.93221012589479,0.2358295637467744,27.369219054665777,120,44.58014208014208,84.61538461538461,13,11
7,26,10,2.0,0.15,31.085924925042175,0.2666639033232303,27.059741972721536,119,44.92979242979243,84.61538461538461,13,11
7,26,10,3.0,0.05,37.440182210511516,0.3499101538128337,27.916829791559344,109,42.0656053348361,76.92307692307693,13,10
7,26,10,3.0,0.1,43.387864254673936,0.3526777247389245,29.160409057505913,98,46.44383394383394,76.92307692307693,13,10
7,26,10,3.0,0.15,47.89617469626058,0.4520981685125942,29.980565631691658,98,47.51221001221001,84.61538461538461,13,11
7,26,10,3.5,0.05,40.26313190709543,0.3794399288655931,28.456521305989625,103,38.79637456560533,76.92307692307693,13,10
7,26,10,3.5,0.1,47.00689257548314,0.44092656603697244,30.678238045855004,92,43.07081807081807,84.61538461538461,13,11
7,26,10,3.5,0.15,50.6225594127595,0.4497670936553714,30.63919342899239,89,43.14713064713065,84.61538461538461,13,11
7,26,10,4.0,0.05,46.66997429441876,0.28090903865874295,30.03698733176926,93,34.29088006011083,69.23076923076923,13,9
7,26,10,4.0,0.1,58.46703173037115,0.3853433698653579,32.63051725530101,82,42.45421245421245,84.61538461538461,13,11
7,26,10,4.0,0.15,61.62945389473815,0.44113523982288566,32.770475644593525,78,44.288766788766786,84.61538461538461,13,11
7,26,14,2.0,0.05,27.157277863284513,0.08440066633458929,25.80364899669967,123,40.85023950408566,69.23076923076923,13,9
7,26,14,2.0,0.1,30.37458602549929,0.18238988681006527,27.19271407729842,119,44.92979242979243,76.92307692307693,13,10
7,26,14,2.0,0.15,32.52830082464668,0.21322422638652114,26.883236995354174,118,45.279442779442775,76.92307692307693,13,10
7,26,14,3.0,0.05,38.55304910414531,0.30853332379168774,27.50604887353946,107,40.92091669014746,69.23076923076923,13,9
7,26,14,3.0,0.1,52.284810465350375,0.5168571272685871,28.497735403777035,97,46.6971916971917,84.61538461538461,13,11
7,26,14,3.0,0.15,50.067782564768436,0.45270874893325475,29.578640348156544,95,46.80402930402931,76.92307692307693,13,10
7,26,14,3.5,0.05,40.530534272311556,0.42805181624447014,28.46028519914152,102,39.34582511505589,76.92307692307693,13,10
7,26,14,3.5,0.1,46.189568240068915,0.42363471319292023,30.94494648423777,91,45.67155067155067,84.61538461538461,13,11
7,26,14,3.5,0.15,49.12209587302661,0.40545691351007385,31.17864171537103,88,45.74786324786324,84.61538461538461,13,11
7,26,14,4.0,0.05,46.6541338758562,0.2843776869556734,30.047889193761893,93,35.389781159011925,69.23076923076923,13,9
7,26,14,4.0,0.1,58.80754526035553,0.38586962033203587,32.510095536775246,82,42.45421245421245,84.61538461538461,13,11
7,26,14,4.0,0.15,61.983646293190375,0.4460694506278728,32.64462452321839,78,44.288766788766786,84.61538461538461,13,11
7,26,20,2.0,0.05,25.228088684840827,0.07085223432200215,25.36155180561112,121,41.53705269089884,69.23076923076923,13,9
7,26,20,2.0,0.1,28.913121685312433,0.1489373336824585,27.115554912040466,117,45.966255966255964,76.92307692307693,13,10
7,26,20,2.0,0.15,31.21495948907971,0.17294814851642706,26.808019139741962,116,46.385836385836384,76.92307692307693,13,10
7,26,20,3.0,0.05,36.64780316767821,0.2535402401666348,28.78696285653243,109,40.765516534747306,69.23076923076923,13,9
7,26,20,3.0,0.1,50.621825570377794,0.471837812630687,29.799098265952562,98,46.61172161172161,84.61538461538461,13,11
7,26,20,3.0,0.15,50.92017828855149,0.3868824489624951,30.09525188588087,95,46.993284493284484,76.92307692307693,13,10
7,26,20,3.5,0.05,39.12157022084483,0.4197599935989629,28.9108598620646,101,37.83483610406687,76.92307692307693,13,10
7,26,20,3.5,0.1,44.01189994149433,0.40806939189417607,31.291762353690558,90,44.02319902319902,84.61538461538461,13,11
7,26,20,3.5,0.15,45.72309330522183,0.401001094666072,31.59775351794984,87,45.198412698412696,84.61538461538461,13,11
7,26,20,4.0,0.05,39.52604370257504,0.28406174659128025,29.996756635318278,97,37.17549544472622,69.23076923076923,13,9
7,26,20,4.0,0.1,47.83537430091572,0.2882058496969193,32.176432923972705,84,45.47313797313797,76.92307692307693,13,10
7,26,20,4.0,0.15,55.405510097396714,0.45590647161751446,32.2903774422379,80,47.289377289377285,84.61538461538461,13,11
7,50,7,2.0,0.05,16.67771441574776,-0.031744223193243354,17.468235504921072,74,36.00732600732601,61.53846153846154,13,8
7,50,7,2.0,0.1,14.795599876950682,0.09259159764030779,20.348294409179672,70,40.467032967032964,69.23076923076923,13,9
7,50,7,2.0,0.15,18.1838653081339,0.0797078800962406,21.801867824236755,70,40.78754578754578,69.23076923076923,13,9
7,50,7,3.0,0.05,19.15587198308845,-0.1707792078460885,20.592434317441295,74,36.089743589743584,53.84615384615385,13,7
7,50,7,3.0,0.1,25.207681302279415,0.31014256484113784,25.157047379257694,66,48.21428571428571,92.3076923076923,13,12
7,50,7,3.0,0.15,31.79769878123477,0.3158748549488356,25.904794049553004,65,50.521978021978015,92.3076923076923,13,12
7,50,7,3.5,0.05,23.538450425074288,-0.008107508010693855,21.57874484221904,73,30.31440781440781,61.53846153846154,13,8
7,50,7,3.5,0.1,31.643164918128882,0.4366212421701601,24.883816183392614,63,41.684981684981686,92.3076923076923,13,12
7,50,7,3.5,0.15,37.27891489828607,0.4392068572265782,25.56603767117969,62,43.73626373626374,92.3076923076923,13,12
7,50,7,4.0,0.05,24.93405379854979,0.01302670011593701,22.472010998903098,69,26.767399267399266,69.23076923076923,13,9
7,50,7,4.0,0.1,30.379511121150525,0.4571900793747798,27.642848589983096,60,40.21978021978021,92.3076923076923,13,12
7,50,7,4.0,0.15,36.97687241550271,0.4496232530090548,28.800772115975647,58,43.04029304029304,92.3076923076923,13,12
7,50,10,2.0,0.05,16.3522213524279,-0.10113577532899194,17.58356513749575,75,36.52014652014652,61.53846153846154,13,8
7,50,10,2.0,0.1,15.103550475966113,0.04733260462457274,20.384905581910708,70,42.628205128205124,69.23076923076923,13,9
7,50,10,2.0,0.15,12.80744315488633,-0.0037725500682106875,21.80578487753538,69,42.43589743589743,69.23076923076923,13,9
7,50,10,3.0,0.05,19.31379634904487,-0.16392684161756468,20.494276206259446,73,36.456043956043956,61.53846153846154,13,8
7,50,10,3.0,0.1,25.245853232885395,0.31652709970351095,25.06114649681463,65,48.727106227106226,92.3076923076923,13,12
7,50,10,3.0,0.15,30.968999718068325,0.3223688114762628,25.884905251191036,65,50.009157509157504,92.3076923076923,13,12
7,50,10,3.5,0.05,23.408758112686964,0.008104376816402175,21.695109449637553,73,30.31440781440781,61.53846153846154,13,8
7,50,10,3.5,0.1,31.5212418412058,0.4404731038318052,24.988047388005587,63,41.684981684981686,92.3076923076923,13,12
7,50,10,3.5,0.15,37.156991821362986,0.44305871888822335,25.67026887579266,62,43.73626373626374,92.3076923076923,13,12
7,50,10,4.0,0.05,26.96379881648356,0.06474924359999282,22.480175935292472,69,28.305860805860807,69.23076923076923,13,9
7,50,10,4.0,0.1,32.4832568853823,0.5223712400378646,27.715714473921505,59,42.912087912087905,92.3076923076923,13,12
7,50,10,4.0,0.15,37.98587153725909,0.5123067704385327,28.873197054632286,57,45.73260073260073,92.3076923076923,13,12
7,50,14,2.0,0.05,15.9754946946454,-0.11210694826276438,17.747326943719223,75,36.52014652014652,61.53846153846154,13,8
7,50,14,2.0,0.1,14.773089797006248,0.03637949041171108,20.309464006837324,70,41.34615384615385,69.23076923076923,13,9
7,50,14,2.0,0.15,12.47698247592647,-0.014725664281072342,21.730343302461993,69,41.15384615384615,69.23076923076923,13,9
7,50,14,3.0,0.05,21.776379757010847,-0.008435110724791276,20.783058834984413,74,34.746642246642246,69.23076923076923,13,9
7,50,14,3.0,0.1,28.889504472271888,0.44417940622950586,24.287561903716572,65,47.44505494505494,92.3076923076923,13,12
7,50,14,3.0,0.15,30.03431300091324,0.2766657316527394,25.508398406414173,64,47.95787545787546,84.61538461538461,13,11
7,50,14,3.5,0.05,26.542652270637713,0.07075412727310335,21.601978385841047,72,32.365689865689866,69.23076923076923,13,9
7,50,14,3.5,0.1,33.769326017641596,0.5132960585910529,25.132848947386286,62,44.37728937728938,92.3076923076923,13,12
7,50,14,3.5,0.15,38.06085901442298,0.5152054980557025,26.020661735609316,62,45.65934065934066,92.3076923076923,13,12
7,50,14,4.0,0.05,27.091420464446603,0.06630547662793068,22.479075288954828,69,28.305860805860807,69.23076923076923,13,9
7,50,14,4.0,0.1,32.54642827823384,0.5269604395456507,27.71704417814878,59,42.912087912087905,92.3076923076923,13,12
7,50,14,4.0,0.15,38.321121490387945,0.5223686549856028,28.91076681430513,57,45.73260073260073,92.3076923076923,13,12
7,50,20,2.0,0.05,15.127727638593447,-0.18233743731819158,17.83936528987793,75,36.52014652014652,61.53846153846154,13,8
7,50,20,2.0,0.1,17.637465208818597,0.08038783251634504,20.379914483925806,70,42.628205128205124,69.23076923076923,13,9
7,50,20,2.0,0.15,16.19337331554831,-0.04902577097535694,21.768618582120492,69,42.43589743589743,69.23076923076923,13,9
7,50,20,3.0,0.05,22.266987326778725,0.00957196229087747,20.600404935662688,74,34.746642246642246,69.23076923076923,13,9
7,50,20,3.0,0.1,27.552342430974566,0.4233190066299377,23.84499942614371,65,47.44505494505494,92.3076923076923,13,12
7,50,20,3.0,0.15,28.6751571904491,0.2543674384547611,25.081336307043802,64,47.95787545787546,84.61538461538461,13,11
7,50,20,3.5,0.05,26.519975972936397,0.07786298917861866,21.809812328887038,71,31.816239316239315,69.23076923076923,13,9
7,50,20,3.5,0.1,33.26279053743577,0.5271609146397466,25.56085908170856,62,43.69047619047619,92.3076923076923,13,12
7,50,20,3.5,0.15,38.194791186004615,0.5211066017409925,26.158577997499414,61,45.10989010989011,92.3076923076923,13,12
7,50,20,4.0,0.05,20.059585429663326,0.06708479287419752,22.68049136720784,69,28.525641025641026,69.23076923076923,13,9
7,50,20,4.0,0.1,26.225613976755326,0.4947372851631485,27.403853160266827,59,43.16849816849817,92.3076923076923,13,12
7,50,20,4.0,0.15,32.82333754761056,0.4102749784018903,28.55821694923039,57,45.98901098901099,92.3076923076923,13,12
7,100,7,2.0,0.05,12.34078207752283,-0.1741146219519773,14.64850361746473,41,45.51282051282051,69.23076923076923,13,9
7,100,7,2.0,0.1,9.518998361171297,-0.26569479780153943,15.650318752557366,41,45.51282051282051,69.23076923076923,13,9
7,100,7,2.0,0.15,9.518998361171297,-0.26569479780153943,15.650318752557366,41,45.51282051282051,69.23076923076923,13,9
7,100,7,3.0,0.05,27.765949651289358,-0.14884837417342905,19.237889558786105,41,28.2051282051282,61.53846153846154,13,8
7,100,7,3.0,0.1,28.755063380205055,-0.07520054209800532,19.33561195666796,40,31.282051282051277,61.53846153846154,13,8
7,100,7,3.0,0.15,30.54383151603232,-0.13741322480844115,19.365347893621497,40,31.282051282051277,61.53846153846154,13,8
7,100,7,3.5,0.05,26.734568080310517,-0.11121494596879004,20.060011509857954,41,28.2051282051282,61.53846153846154,13,8
7,100,7,3.5,0.1,33.05079841249336,0.10258348841936231,20.77893886970702,40,31.282051282051277,69.23076923076923,13,9
7,100,7,3.5,0.15,35.97390322095424,-0.3117286927521945,21.354859524191873,40,33.84615384615385,61.53846153846154,13,8
7,100,7,4.0,0.05,34.12905857172187,0.05388838996175859,20.28460766896811,40,27.564102564102562,61.53846153846154,13,8
7,100,7,4.0,0.1,40.062190094996694,0.24473789253158038,20.88845836887523,38,30.64102564102564,69.23076923076923,13,9
7,100,7,4.0,0.15,42.769204015184826,0.29628219382791776,21.756621291611232,39,33.205128205128204,69.23076923076923,13,9
7,100,10,2.0,0.05,10.861591865817442,-0.31290278755291023,14.815727536691764,41,37.82051282051282,61.53846153846154,13,8
7,100,10,2.0,0.1,7.966015847407612,-0.40514761595023907,15.826513692303081,41,37.82051282051282,61.53846153846154,13,8
7,100,10,2.0,0.15,7.966015847407612,-0.40514761595023907,15.826513692303081,41,37.82051282051282,61.53846153846154,13,8
7,100,10,3.0,0.05,27.765949651289358,-0.14884837417342905,19.237889558786105,41,28.2051282051282,61.53846153846154,13,8
7,100,10,3.0,0.1,33.40398761634203,0.13834644736110335,19.66108461239813,41,37.05128205128205,76.92307692307693,13,10
7,100,10,3.0,0.15,35.1927557521693,0.07613376465066751,19.690820549351663,41,37.05128205128205,76.92307692307693,13,10
7,100,10,3.5,0.05,27.942592439793504,-0.10851522925814462,19.50795204656174,41,28.2051282051282,61.53846153846154,13,8
7,100,10,3.5,0.1,33.95507573960406,0.08056502250327077,20.653390115680637,40,31.282051282051277,69.23076923076923,13,9
7,100,10,3.5,0.15,37.48965582992555,-0.4062372212276417,20.904002357399325,40,33.84615384615385,61.53846153846154,13,8
7,100,10,4.0,0.05,35.773883655169,0.16351783669785055,20.448176624075384,40,31.41025641025641,69.23076923076923,13,9
7,100,10,4.0,0.1,41.68971564903657,0.35766955609641077,21.037153876133193,38,34.48717948717949,76.92307692307693,13,10
7,100,10,4.0,0.15,44.39134527211492,0.41261959221321304,21.905316798869194,39,37.05128205128205,76.92307692307693,13,10
7,100,14,2.0,0.05,10.632136220514354,-2.989494046611747,14.989250696162268,41,33.97435897435897,61.53846153846154,13,8
7,100,14,2.0,0.1,7.736560202104528,-3.081738875009076,16.000036851773583,41,33.97435897435897,61.53846153846154,13,8
7,100,14,2.0,0.15,7.736560202104528,-3.081738875009076,16.000036851773583,41,33.97435897435897,61.53846153846154,13,8
7,100,14,3.0,0.05,27.997559762625226,-0.1539410403845235,18.984552522161778,41,28.2051282051282,61.53846153846154,13,8
7,100,14,3.0,0.1,31.96144659095364,0.06467136929399306,19.206898966042672,40,35.128205128205124,69.23076923076923,13,9
7,100,14,3.0,0.15,31.46255439681244,-0.013973647277404107,19.5476028626297,40,35.128205128205124,69.23076923076923,13,9
7,100,14,3.5,0.05,29.98904309614215,0.018849446215458324,19.50795204656174,41,32.05128205128205,69.23076923076923,13,9
7,100,14,3.5,0.1,36.00152639595271,0.2079296979768737,20.653390115680637,40,35.128205128205124,76.92307692307693,13,10
7,100,14,3.5,0.15,39.5361064862742,-0.27887254575403875,20.904002357399325,40,37.69230769230769,69.23076923076923,13,9
