aroon_len,atr_entry_len,atr_filter_mult,atr_exit_len,atr_exit_mult,stop_loss_pct,take_profit_pct,avg_return_pct,avg_sharpe,avg_max_drawdown,total_trades,avg_win_rate,avg_rr_ratio,avg_profit_factor,avg_trade_pnl,avg_expectancy,stock_win_rate,stocks_tested,winning_stocks,composite_score
14,10,1.5,5,2,0.05,0.13,5.679936183256078,-0.6806427031340866,16.102537330477347,374,36.909635199108884,1.782339578613086,1.6940058415422938,101.91095675747138,62.835182612385374,43.859649122807014,57,25,0.0
14,10,1.5,5,2,0.05,0.13,16.928013948955225,-0.3462769095687451,18.572000486710287,361,35.5583402951824,2.677958949893256,2.128476107034658,343.64239481403274,275.5579496166815,52.63157894736842,57,30,0.0
14,10,1.5,5,2.5,0.05,0.13,6.597992242139775,0.019444947716785038,16.61857299796583,341,36.13756613756614,1.8756623803275685,1.8629799752413487,120.37843055322705,69.00837588269916,52.63157894736842,57,30,0.004063228539850698
14,10,1.5,5,2.5,0.05,0.13,23.872542135050583,0.10450591090845683,19.115571266211308,316,31.605402394876076,2.8751996845722756,2.487440353758452,542.0413911272968,376.0505038279692,59.64912280701754,57,34,0.0778495853261823
14,10,1.5,5,3.0,0.05,0.13,7.628846954472465,-0.10981330990499091,16.559896880360647,319,35.65580618212197,1.7200674662148523,1.5043633725577568,148.6539066499574,67.50588721632185,52.63157894736842,57,30,0.0
14,10,1.5,5,3.0,0.05,0.13,25.193628931549153,-0.45686219104784964,19.694486479720062,280,30.060568086883876,4.204629634179678,5.201878807441896,618.914223452942,421.71220929926596,56.14035087719298,57,32,0.0
14,10,1.5,5,3.5,0.05,0.13,8.788619550020888,-0.03397257208454837,16.548867177876406,295,36.20300751879699,1.7664968898777582,1.6725656836037845,182.12434850826082,88.1836579728705,57.89473684210527,57,33,0.0
14,10,1.5,5,3.5,0.05,0.13,29.731546930798018,-0.24335724981902385,19.891216036099042,241,25.45530492898914,2.440665025506091,1.540123994403166,657.3159158232354,350.9174984090949,56.14035087719298,57,32,0.0
14,10,1.5,10,2,0.05,0.13,5.655493626626928,-0.7607949581335585,15.965023179167927,367,37.20272904483431,1.7710490507853682,1.7127169968161087,101.63380000900312,62.953467294553604,42.10526315789473,57,24,0.0
14,10,1.5,10,2,0.05,0.13,18.670562011301207,-0.2920617235675753,18.076559819282746,349,36.25870231133389,2.6397521172318523,2.5151535635986453,400.60616450719306,315.1008269653449,49.122807017543856,57,28,0.0
14,10,1.5,10,2.5,0.05,0.13,6.949471341899257,-0.9178424213710276,16.409595504867177,336,36.663881927039824,1.8133658321922643,1.7348606117379282,120.7134281634526,70.40243555888438,54.385964912280706,57,31,0.0
14,10,1.5,10,2.5,0.05,0.13,23.579892300363436,-0.3995096629725013,19.145172022757365,308,32.56404901141743,2.6458951844387095,1.98351542534151,548.2314804433123,387.6400093810349,57.89473684210527,57,33,0.0
14,10,1.5,10,3.0,0.05,0.13,7.810124951993899,-0.10647437077647796,16.491460165913,311,35.66694514062935,1.6936599245603863,1.4826589069690457,159.3632159221477,79.84179664939843,54.385964912280706,57,31,0.0
14,10,1.5,10,3.0,0.05,0.13,25.793533628863116,-0.004418665818370104,19.591251066491726,270,29.52659426343637,4.161862451467492,5.030940272102942,622.644986728778,419.5819855786119,57.89473684210527,57,33,0.0
14,10,1.5,10,3.5,0.05,0.13,8.81740411728957,0.19054591361192535,16.680859114650595,289,36.87552213868003,1.6326367038355705,1.5664395005079106,171.13162186309876,74.22503780273206,56.14035087719298,57,32,0.056545375638549805
14,10,1.5,10,3.5,0.05,0.13,29.44044228847271,-0.11409134365624479,20.135790204421227,237,26.098579782790306,2.3480839568221645,1.5318386890124702,690.3703210159405,398.9169045165349,54.385964912280706,57,31,0.0
14,10,1.5,14,2,0.05,0.13,6.272270979033418,-0.7882887281217773,15.76936454186071,366,37.72208298524088,1.7963452592470044,1.765875297225688,106.45902260438831,68.30477397185123,42.10526315789473,57,24,0.0
14,10,1.5,14,2,0.05,0.13,20.567664125236707,0.16002882030631105,17.68779121741134,345,35.57296017822333,2.6631386659858194,2.457379490145632,389.2565396444376,302.1878881542088,49.122807017543856,57,28,0.09140979767414373
14,10,1.5,14,2.5,0.05,0.13,6.9547086383561405,-4.7148718593186665,16.3074680729405,335,37.48259537733222,1.727115406632439,1.6952894135685377,116.58024110396178,66.37427519226958,50.877192982456144,57,29,0.0
14,10,1.5,14,2.5,0.05,0.13,25.328367396628124,1.4177708667725097,18.716485360790188,316,34.03021442495127,2.5662022305661374,1.9655752837796139,538.9757507266714,368.15854571175754,56.14035087719298,57,32,1.0771199476564122
14,10,1.5,14,3.0,0.05,0.13,7.55593174017626,-0.04473292052149952,16.753172980540338,307,35.55764411027569,1.6767258292162577,1.4606122969003728,153.9998335157896,74.75653121978195,56.14035087719298,57,32,0.0
14,10,1.5,14,3.0,0.05,0.13,25.598878325640495,-0.3064303138914174,19.716275872292393,264,27.575187969924812,2.5840070735197607,1.915834643456864,676.0091378177142,438.908745127395,57.89473684210527,57,33,0.0
14,10,1.5,14,3.5,0.05,0.13,8.551881048935414,0.2225407813893156,16.891688048057627,289,36.61236424394319,1.6226101130543653,1.56474521107017,167.24767662609514,67.19593213550291,54.385964912280706,57,31,0.06127524351963142
14,10,1.5,14,3.5,0.05,0.13,29.173920706811554,-0.043774255369619285,20.27957660814501,236,25.864661654135336,2.3687284204003984,1.5595624355553632,694.6729575181556,393.52596709665835,56.14035087719298,57,32,0.0
14,10,2.0,5,2,0.05,0.13,5.698587811076955,-0.6938054085290504,16.135866277246407,375,37.072542467279305,1.7836823198211946,1.698263524975781,101.09247136574915,62.58299611781878,45.614035087719294,57,26,0.0
14,10,2.0,5,2,0.05,0.13,16.879355811024414,-0.3398606126271238,18.575631053518084,362,35.721247563352826,2.66741239564494,2.111065237840842,334.30360488026736,269.87051471810287,54.385964912280706,57,31,0.0
14,10,2.0,5,2.5,0.05,0.13,6.618132498705365,0.01085637506687921,16.567517508910097,342,36.30047340573656,1.888040921696893,1.8681358714380085,120.19787877398,69.77131296039443,52.63157894736842,57,30,0.002282491965619097
14,10,2.0,5,2.5,0.05,0.13,23.82719365589033,0.11117477298093341,19.09532961214814,317,31.7683096630465,2.8841928254620304,2.4769700113938615,533.659953761559,371.57334361499795,59.64912280701754,57,34,0.08274772222961872
14,10,2.0,5,3.0,0.05,0.13,7.65543703378894,-0.11066997650026562,16.51190014151121,320,35.86048454469507,1.7537279809719,1.5076177235548422,148.8285892258692,68.4508219063102,54.385964912280706,57,31,0.0
14,10,2.0,5,3.0,0.05,0.13,25.167454703585854,-0.4370702597975712,19.672721532138674,281,30.265246449456974,4.2360854401946915,5.19188826234972,612.2187999478393,418.27200406253326,57.89473684210527,57,33,0.0
14,10,2.0,5,3.5,0.05,0.13,8.966183772781513,-0.04409586333039909,16.57018323615292,296,36.553884711779446,1.7491504079182298,1.7033039591715202,189.69053331899778,92.655487456096,57.89473684210527,57,33,0.0
14,10,2.0,5,3.5,0.05,0.13,29.729198252397957,-0.09442873586205665,19.938763885643606,242,25.952380952380953,2.4573687279524594,1.5394304156877652,655.6335270799474,347.94574653983983,56.14035087719298,57,32,0.0
14,10,2.0,10,2,0.05,0.13,5.681971252892436,-0.7270290522668822,15.947458109858822,368,37.365636313004735,1.775378644883263,1.7202745219920055,101.55887105808806,63.558781880752875,43.859649122807014,57,25,0.0
14,10,2.0,10,2,0.05,0.13,18.63155090184087,-0.24303838297851674,18.089808584966207,350,36.42160957950431,2.6406963108501773,2.5070848502132916,392.33034996978716,310.4660442608776,50.877192982456144,57,29,0.0
14,10,2.0,10,2.5,0.05,0.13,6.97028508099213,-0.9262316984111143,16.35699584055519,337,36.826789195210246,1.8219230999331764,1.7404727058371852,120.54027069077547,71.11716631784371,54.385964912280706,57,31,0.0
14,10,2.0,10,2.5,0.05,0.13,23.547941732176536,-0.38725034216703474,19.118804149713426,309,32.72695627958786,2.652247743437587,1.9758826233515059,541.1882168896205,383.96960021327317,57.89473684210527,57,33,0.0
