aroon_len,atr_len,atr_mult,stop_loss_pct,avg_return_pct,avg_sharpe,avg_max_drawdown,total_trades,avg_win_rate,avg_rr_ratio,avg_profit_factor,avg_trade_pnl,avg_expectancy,stock_win_rate,stocks_tested,winning_stocks,composite_score
20,20,3.5,0.1,9.99983717820164,-1.4464874111647712,20.40810397757882,354,30.935714285714283,1.4129362965388343,1.1779163175654868,142.2078350786989,2.714671593839211,51.0,100,51,0.0
20,20,3.5,0.15,10.403865885934442,-1.2490576859333715,20.648815521081794,345,31.56904761904762,1.497068204827595,1.3721465039968397,152.40418448318468,-20.32093720012186,52.0,100,52,0.0
25,10,3.0,0.03,4.466504645343469,-0.7980333545415901,14.740259845877342,360,25.216666666666665,2.0607735437917816,1.6295085573703147,63.550603738189636,35.26071150695813,45.0,100,45,0.0
25,10,3.0,0.05,4.695685375611795,-1.0557718016463733,16.411728816757744,343,28.466666666666665,1.350339346989752,1.1095603598262114,68.91144865164273,9.398790557144332,45.0,100,45,0.0
25,10,3.0,0.08,6.228801560978587,-0.8335724004653771,17.374751268979015,336,30.28333333333333,1.0508985829250264,0.8551056862879328,123.74691198531859,16.918421425249853,46.0,100,46,0.0
25,10,3.0,0.1,6.257822158674742,-0.8513483979211618,17.81409097523017,331,31.38333333333333,0.9804233310445176,0.8106599897774366,116.58660855485803,5.795412381532519,47.0,100,47,0.0
25,10,3.0,0.15,7.532077107697097,-0.848467902634062,18.046572245020304,326,31.8,0.967653657316586,0.8152804014622734,154.1241994318765,33.36427614609457,48.0,100,48,0.0
25,10,3.5,0.03,6.485911280761443,-0.711210502754823,14.936551770318852,343,23.8,2.0117350224332187,1.7064748692044942,66.28158401097888,32.29832619000672,48.0,100,48,0.0
25,10,3.5,0.05,6.328362583824858,-0.20229890439285841,16.743465182754587,324,26.55,1.3165472464535486,1.1918698965428514,61.143170565177186,-10.706534728418328,47.0,100,47,0.0
25,10,3.5,0.08,7.9703867325395406,-0.3404205988187281,17.871260791244154,310,28.416666666666664,0.7727012689271174,0.6533116693832319,127.28837176196163,-19.761770237230188,49.0,100,49,0.0
25,10,3.5,0.1,7.941847870133207,-0.37355186823003644,18.40740531799829,302,29.266666666666666,0.7194156947134401,0.5983835901636899,120.52649936403166,-39.685888624237734,52.0,100,52,0.0
25,10,3.5,0.15,9.463073314198931,-0.22234823306376442,18.53752453072043,293,30.18333333333333,0.6915549710320009,0.5867925729684489,173.21032337307398,-8.81510025510619,53.0,100,53,0.0
25,14,3.0,0.03,5.0338820249993965,-0.8074107758966714,14.617186608760454,359,25.55,1.944436299752822,1.5784270994770935,94.4186602840821,66.16517905286412,46.0,100,46,0.0
25,14,3.0,0.05,5.145488751305387,-1.0644273696676507,16.274242509421427,341,28.55,1.2969297418862837,1.1873374771850307,97.79161498525777,35.15949068557652,45.0,100,45,0.0
25,14,3.0,0.08,6.764904142211195,-0.9196087799659416,17.22843062259553,333,30.0,1.0286104594450496,0.9138172766452719,180.72388268072896,54.08291829517273,47.0,100,47,0.0
25,14,3.0,0.1,6.879774132449601,-0.9213773607880595,17.614451768186868,328,31.1,0.9837631678158167,0.8821905067910605,176.16629895062985,45.83531140280179,48.0,100,48,0.0
25,14,3.0,0.15,8.232048847707974,-0.9134726285236491,17.783725705968966,322,31.516666666666666,0.9714844853573738,0.8870614984443539,213.09992481225362,72.83065126957484,49.0,100,49,0.0
25,14,3.5,0.03,6.382217594946863,-0.654988003985803,15.029158413474418,342,23.5,1.9823043620433418,1.6870952797832468,79.15439970422865,47.60797029148242,47.0,100,47,0.0
25,14,3.5,0.05,6.25716207132408,-0.30809748234189005,16.802165125526468,323,26.25,1.3349995892078204,1.2070136979076405,75.00351981629288,6.196019242187444,45.0,100,45,0.0
25,14,3.5,0.08,7.98799664501064,-0.3663388806913167,17.884896251099313,309,27.63333333333333,0.8109261377603031,0.6896184223494479,143.67839268004923,-0.34596630165155445,47.0,100,47,0.0
25,14,3.5,0.1,8.00098840052187,-0.3040842289995869,18.411078518038128,302,28.43333333333333,0.7923974710586542,0.6706506285071014,140.01345999911538,-15.827676941574028,50.0,100,50,0.0
25,14,3.5,0.15,9.202717468183252,-0.2761786862935691,18.6339253599576,295,29.18333333333333,0.81922430874422,0.7138478256852158,174.40983766998593,4.1683671982864325,51.0,100,51,0.0
25,20,3.0,0.03,5.292396912408083,-1.103066690103689,14.559166292318691,357,26.1,2.044665977168913,1.817585141222598,114.10231721234737,83.3204354384512,45.0,100,45,0.0
25,20,3.0,0.05,5.336430456768299,-0.7645966911254902,16.27502532807219,339,29.066666666666666,1.3496738119892797,1.371210627812694,115.55824521158227,50.62142635980335,46.0,100,46,0.0
25,20,3.0,0.08,6.93890264054577,-0.7197196013465254,17.323824817814376,332,30.516666666666666,0.9787167755361491,0.8034868515504724,204.11840209543715,69.43062102270302,49.0,100,49,0.0
25,20,3.0,0.1,6.997978296187822,-0.5846695051060056,17.755418858590208,328,31.566666666666666,0.9363800977002091,0.7712729589046274,199.81549494305622,62.10741257479024,50.0,100,50,0.0
25,20,3.0,0.15,8.295445934042366,-0.5740382701930531,17.934046948991533,322,31.98333333333333,0.9239534325207382,0.7751566467252233,234.23519887637437,86.58560281936467,50.0,100,50,0.0
25,20,3.5,0.03,5.92927552787589,-0.6893350162697112,15.08952999525706,342,23.8,1.7439095263874058,1.6002716713709881,50.38353009126506,19.65348957408261,47.0,100,47,0.0
25,20,3.5,0.05,5.785445408958635,-0.2885192315406313,16.89677021140701,324,26.566666666666666,1.1244976182142299,1.1269945750406956,43.05095410139392,-24.852415982667885,45.0,100,45,0.0
25,20,3.5,0.08,7.498090597284459,-0.4317143541764123,18.031052468893645,309,28.65,0.8053477324039149,0.7092419121033999,89.47361951058942,-30.19087875633345,47.0,100,47,0.0
25,20,3.5,0.1,7.4221089154374855,-0.39577350810339007,18.601330107909952,302,29.2,0.8384595054610727,0.7462421680659843,81.56701051904848,-48.72341453123431,49.0,100,49,0.0
25,20,3.5,0.15,8.55881471187576,-0.35091138858711274,18.837468115120718,296,29.449999999999996,1.0127668820403484,0.9738783373675765,141.42268357201482,-26.062471435539752,50.0,100,50,0.0
30,10,3.0,0.03,-0.5724935457194147,-2.3505037475206887,14.379669470020644,305,25.8,1.1486592063281973,0.9855332679562427,28.468118692758324,21.47598633647148,34.0,100,34,0.0
30,10,3.0,0.05,0.4897508276179433,-2.2413476013205456,16.091593710527217,297,28.83333333333333,0.8260886554400506,0.712036096613495,28.099917620824467,0.973835526270485,40.0,100,40,0.0
30,10,3.0,0.08,2.9481635707373535,-2.5809646106591173,17.29583083439364,286,33.4,1.5299907740138579,1.4961578236222854,101.46365419972844,30.037821364390382,49.0,100,49,0.0
30,10,3.0,0.1,3.4279636013487003,-2.588558340274222,17.487123995577118,282,34.11666666666667,1.516607517581564,1.5281581260678407,115.49860712368805,42.01555649096037,49.0,100,49,0.0
30,10,3.0,0.15,4.350493974994231,-2.6042405252948173,17.69248066194327,279,34.11666666666667,1.4723187848018329,1.4448954031706516,146.53166130769642,57.39259766906328,49.0,100,49,0.0
30,10,3.5,0.03,0.7434071507264214,-2.5459579332167057,14.719379430758625,298,24.23333333333333,1.1155857788932775,0.9966464205682145,-5.615317876837613,-20.392296362795776,33.0,100,33,0.0
30,10,3.5,0.05,2.0341644030983654,-2.4815018176373993,16.43059501809411,286,27.2,0.7608139771923519,0.6301042155907846,-5.234112509758902,-49.693530840318836,37.0,100,37,0.0
30,10,3.5,0.08,4.665740477764644,-2.1799821016910856,17.817842089182502,270,32.61666666666667,1.4881156592347662,1.3968009929052692,84.70693590279078,-16.197659558058227,47.0,100,47,0.0
30,10,3.5,0.1,5.563853414671737,-0.4303753193146342,18.010187297029383,261,34.0,1.4605555841463316,1.4315322187475352,116.53660061976596,0.2320699333231005,50.0,100,50,0.0
30,10,3.5,0.15,6.953528105120163,-0.3704489318157032,18.149229759599894,255,35.0,1.4073153496408748,1.3432396667836333,185.30046019640446,42.780366945976475,53.0,100,53,0.0
30,14,3.0,0.03,-0.09041009691369861,-2.4203103425963506,14.282309401908972,304,25.63333333333333,1.1763639827566998,0.9717099845449898,67.7157351099767,60.798085836779045,35.0,100,35,0.0
30,14,3.0,0.05,0.9876319535585815,-2.2240900090758013,15.976377377770136,296,28.666666666666664,0.8453056112948175,0.6919865170269413,69.71139044079783,42.44061698160147,42.0,100,42,0.0
30,14,3.0,0.08,3.4005269735718273,-2.0208322840727098,17.257054665673458,286,33.15,1.5092798558434881,1.4891966811003352,138.9558808638833,66.5820159807961,49.0,100,49,0.0
30,14,3.0,0.1,4.0000189294555275,-1.9729297450709027,17.38303283724942,281,33.95,1.4697191326629522,1.4660151257420742,164.49923387052812,83.9783804114376,49.0,100,49,0.0
30,14,3.0,0.15,4.943984971390646,-1.9972099924396114,17.578874409878733,278,33.95,1.429298704468749,1.3861763879676696,196.47177625289385,100.63410900664785,49.0,100,49,0.0
30,14,3.5,0.03,1.0796396408286824,-2.439107970180403,14.688279339021138,297,24.28333333333333,1.17721920623319,1.0572705137627028,9.757356585550829,-5.581553533402938,34.0,100,34,0.0
30,14,3.5,0.05,2.205286627595554,-2.2828026232638647,16.45235195583289,286,26.916666666666664,0.8279114764188803,0.7046438107275312,6.511663262857303,-38.3136962628416,37.0,100,37,0.0
30,14,3.5,0.08,4.956083134668765,-1.878879853382695,17.75548298049143,270,33.33333333333333,1.5487834473772835,1.4599174631678895,114.99049587399172,14.409351104831615,47.0,100,47,0.0
30,14,3.5,0.1,5.721522800633196,-0.11288528431796253,18.046404537023218,263,34.416666666666664,1.5209477848344881,1.4914326299014065,142.47806332849282,28.39171102718467,49.0,100,49,0.0
30,14,3.5,0.15,7.022582479484941,-0.05713716608264199,18.221244773023674,258,35.25,1.4967310634366102,1.432163591045084,195.13509658066843,61.74708191272215,52.0,100,52,0.0
30,20,3.0,0.03,-0.16259354408325957,-2.438095020663197,14.320229233450098,304,26.716666666666665,1.194742738461105,1.0261453398954035,82.56830781060665,73.59034672554047,34.0,100,34,0.0
30,20,3.0,0.05,0.8346102197929554,-2.2514189779822944,16.05844992674189,296,30.0,0.7965748962848122,0.5988158029923409,78.03954260604131,46.82979102061767,41.0,100,41,0.0
30,20,3.0,0.08,3.3121567955414664,-1.9962647271731384,17.3078479649352,285,34.48333333333333,1.5063997052490903,1.462013064520781,132.56749058312968,66.3616796196239,49.0,100,49,0.0
30,20,3.0,0.1,3.8303244275862602,-1.9496445416250825,17.500314209247406,281,35.28333333333333,1.4681272609205516,1.434763940824518,155.88396273314274,83.1083733541438,49.0,100,49,0.0
30,20,3.0,0.15,4.855060833798721,-1.964506655590438,17.671361926329904,278,35.28333333333333,1.5165260469434454,1.444333208700925,192.08210692890358,105.41240904151027,49.0,100,49,0.0
30,20,3.5,0.03,0.9793417081726054,-3.2019438684260653,14.762127109338074,297,24.28333333333333,1.1448630924620007,1.024649344460925,4.5065457697619085,-10.599310394997936,34.0,100,34,0.0
30,20,3.5,0.05,2.142418031022968,-2.2992116765852386,16.643744366675396,286,26.066666666666666,0.8229517648862131,0.6945837037012496,2.2850636627093666,-41.77354407657721,37.0,100,37,0.0
30,20,3.5,0.08,4.400833124345458,-1.993263693010771,18.0023930715905,270,31.916666666666664,2.721394380520021,2.637334916859916,75.82860010916512,-13.6369149261965,48.0,100,48,0.0
30,20,3.5,0.1,5.091186683310843,-0.38130965914634835,18.315929807221643,265,32.916666666666664,2.6896363484070243,2.664753879866122,102.9336804365589,0.6482825346239685,49.0,100,49,0.0
30,20,3.5,0.15,6.233103398308396,-0.33364342952745796,18.573132393043615,262,33.25,2.7207327953992886,2.687672632061583,158.25909834886525,26.82440225163824,51.0,100,51,0.0
40,10,3.0,0.03,2.903698789916799,-0.974041151975386,12.3763524597744,242,31.25,2.4310245621406863,2.431740796667642,149.8763510723102,139.01102348612028,46.0,100,46,0.0
40,10,3.0,0.05,4.696802887169738,-1.431573010716287,14.074873385233554,236,36.33333333333333,1.9462538164771732,1.957074132355359,256.43683571609,216.4393005286839,52.0,100,52,0.0
40,10,3.0,0.08,5.8381308328062484,-1.5171311153212446,14.803783381881278,230,39.416666666666664,2.3776031751104028,2.4010957948378184,303.9519539439383,245.36285821309687,56.99999999999999,100,57,0.0
40,10,3.0,0.1,6.146056206557439,-1.308466367170023,14.891416481154089,229,39.75,2.393777508219115,2.432981881209078,309.9966181384147,251.40752240757328,57.99999999999999,100,58,0.0
40,10,3.0,0.15,6.645563948896247,-1.2486222923381705,14.880631408509123,226,40.08333333333333,2.4232470168422804,2.4761895721473697,329.53992834601326,259.6031312452053,60.0,100,60,0.0
40,10,3.5,0.03,3.442587846852234,-1.1798605337143109,12.95190340441949,241,29.75,1.0105519404803962,1.0149883661384513,162.58861430931103,146.94255745333925,44.0,100,44,0.0
40,10,3.5,0.05,6.504500580124488,-1.2097351893454076,14.735784824743991,234,33.33333333333333,0.6854733549960644,0.6684706923766127,220.59104678813944,177.0653463686796,50.0,100,50,0.0
40,10,3.5,0.08,7.5028663521632755,-1.3383772799604787,15.71560248585147,228,36.416666666666664,1.030909241711965,1.0307819884041372,263.5461100140356,193.01914736362048,55.00000000000001,100,55,0.0
40,10,3.5,0.1,7.70778236483467,-1.015520401895813,15.826669223552681,225,37.08333333333333,1.0192325889370306,1.0126774097663787,281.9742770169712,208.01448049708105,56.00000000000001,100,56,0.0
40,10,3.5,0.15,8.562752012799729,-0.9530203278247784,15.810738865333319,219,38.416666666666664,1.0132266847893796,1.018133812887353,333.12373715284525,239.91314471797287,60.0,100,60,0.0
40,14,3.0,0.03,3.4151317424340992,-1.0263300746191992,12.258618136651178,242,31.75,1.6416574252302718,1.6339233235710882,179.06548110150572,168.2001535153158,46.0,100,46,0.0
40,14,3.0,0.05,5.609941459551586,-1.3339749076074443,13.971881394375243,236,37.83333333333333,1.1049025323016173,1.1076385786276073,326.496793904847,285.99949807157134,53.0,100,53,0.0
40,14,3.0,0.08,6.73441564398598,-1.4177382581871902,14.67361325844605,230,40.416666666666664,1.5276533923223732,1.543592175545947,372.94352440624834,313.6257889734609,57.99999999999999,100,58,0.0
40,14,3.0,0.1,6.966779959423995,-1.2143083636337808,14.818655912213817,229,40.75,1.5405984723779123,1.5662994301737783,376.39421793306786,317.07648250028046,59.0,100,59,0.0
40,14,3.0,0.15,7.498652664531359,-1.0693046863900246,14.799320492818833,226,41.08333333333333,2.5176323024842238,2.5660624873597726,399.1910827575404,331.30730195232667,61.0,100,61,0.0
40,14,3.5,0.03,3.7669616658527865,-1.1998263533001812,12.923151794190197,241,30.25,1.0164206374636942,1.0213206407849051,195.47565569623865,179.82959884026693,45.0,100,45,0.0
40,14,3.5,0.05,6.811506942241383,-1.032257286278845,14.752144304722803,234,33.83333333333333,0.6346462608886886,0.6197348432679299,252.4594879390627,208.92787576174354,50.0,100,50,0.0
40,14,3.5,0.08,8.011731493391455,-1.3500365051323382,15.809584380711236,227,36.916666666666664,0.9842016100525399,0.9837863851229739,290.02097387691714,220.03313555166105,56.00000000000001,100,56,0.0
40,14,3.5,0.1,8.272032421070708,-1.016486321398351,15.974994090576281,225,37.416666666666664,0.973230876742257,0.9680973890341044,306.44079775739885,231.93838190506204,57.99999999999999,100,58,0.0
40,14,3.5,0.15,8.975763097707034,-0.9610788222913268,16.04138362390098,220,38.58333333333333,0.9815783131755422,0.9879071327360149,338.3163177941925,250.2816069525733,61.0,100,61,0.0
40,20,3.0,0.03,3.2558960824352323,-1.0667142775266236,12.28561465564826,243,32.0,1.6259330069929243,1.6170758482793075,178.82348735715865,166.5785781527252,46.0,100,46,0.0
40,20,3.0,0.05,5.477374197315884,-1.39816287058635,14.014743718771083,237,38.5,1.1121904513596699,1.0857816670453684,326.5958550798961,285.0965785398354,52.0,100,52,0.0
40,20,3.0,0.08,6.568601210926036,-1.5670021963636307,14.777544504644316,231,41.08333333333333,1.5491752089781696,1.5359501074098545,372.5423692670923,314.610805517046,56.99999999999999,100,57,0.0
40,20,3.0,0.1,6.813622675407878,-1.3635722327527784,14.909593994349741,230,41.41666666666667,1.562121000221201,1.5586580732251785,376.61932679634964,318.6877630463034,57.99999999999999,100,58,0.0
40,20,3.0,0.15,7.333476400488995,-1.218555656204064,14.90233773614847,227,41.75,2.5391548303275124,2.5584211304111726,398.81524261951,332.3176334970374,60.0,100,60,0.0
40,20,3.5,0.03,3.2525973204872405,-1.1299325462077854,12.923283745431336,241,30.25,1.011650761443214,1.0218830881485284,145.554404243866,129.95298558881413,44.0,100,44,0.0
