aroon_len,atr_len,atr_mult,stop_loss_pct,avg_return_pct,avg_sharpe,avg_max_drawdown,total_trades,avg_win_rate,avg_rr_ratio,avg_profit_factor,avg_trade_pnl,avg_expectancy,stock_win_rate,stocks_tested,winning_stocks,composite_score
40,20,3.5,0.05,6.221298491955533,-1.0086145905780592,14.747432687333207,234,33.666666666666664,0.5979643189220805,0.5965710905395436,196.2225574352184,152.6672492099584,49.0,100,49,0.0
40,20,3.5,0.08,7.6470789420172425,-1.2180354686872759,15.823031617463814,226,37.25,0.9403101111935506,0.9478740016832434,255.0052712313407,180.0382181130608,55.00000000000001,100,55,0.0
40,20,3.5,0.1,7.88180931230279,-1.038258005112932,16.004680107570003,224,37.75,0.9733565273370128,0.9603679296932636,277.91646147329766,192.43238623022134,56.99999999999999,100,57,0.0
40,20,3.5,0.15,8.406326440216203,-0.99362399960749,16.11242446649468,221,38.416666666666664,0.9918296521967043,0.9918888811765957,299.74353828245245,200.35511492103475,59.0,100,59,0.0
50,10,3.0,0.03,2.4752450578127885,-1.0854335236423038,9.635257509615894,194,28.166666666666664,0.41708815512877756,0.3902559844470806,121.4362352081742,108.50359014219993,46.0,100,46,0.0
50,10,3.0,0.05,3.358884828271168,-1.695853340643795,11.156710362048075,190,34.833333333333336,0.3617196768020122,0.35527393166774074,194.24155482215556,165.30021402208794,52.0,100,52,0.0
50,10,3.0,0.08,4.708273339919175,-1.8192465815338372,12.17813006910558,190,40.333333333333336,0.4558207895954899,0.4513194414383072,286.3840566450216,249.0129727946868,56.00000000000001,100,56,0.0
50,10,3.0,0.1,5.415326409030471,-1.7873567159193897,12.319694643473495,189,41.16666666666667,0.5052258080659849,0.48506742057801916,301.0622585501814,259.488125521781,59.0,100,59,0.0
50,10,3.0,0.15,5.677194107865592,-1.7735626508240276,12.407494410609528,189,41.66666666666667,0.5251174928998954,0.5049591054119297,312.6720441724795,271.0979111440791,60.0,100,60,0.0
50,10,3.5,0.03,3.0994138903196182,-0.8299886240986047,9.922835776023808,192,27.333333333333336,0.41004160023954694,0.37888800241100534,127.49287239167533,115.44213500501981,44.0,100,44,0.0
50,10,3.5,0.05,5.253529934738842,-1.3431077536352698,11.647002582159756,188,32.5,0.32597886366769957,0.31953311853342814,150.7927481375368,122.45063422746253,51.0,100,51,0.0
50,10,3.5,0.08,6.486534401299574,-1.47140553595249,13.133936686889262,187,38.166666666666664,0.3978503258873054,0.3934269677499705,237.38375159960938,200.26414907715153,56.99999999999999,100,57,0.0
50,10,3.5,0.1,7.276829326975743,-1.4225281777125645,13.263686113766797,183,39.833333333333336,0.40269338271673094,0.3825349952287651,281.91197442477375,229.92886351405875,60.0,100,60,0.0
50,10,3.5,0.15,7.612981670945419,-1.388943270484139,13.409273333804617,182,40.833333333333336,0.4159684760994752,0.39581008861150935,300.7299937304963,248.7416397845196,62.0,100,62,0.0
50,14,3.0,0.03,2.688957750660247,-1.0754535094352526,9.511000801812957,194,28.166666666666664,0.4874990283865561,0.46174418624263,136.89352147499216,123.96087640901786,46.0,100,46,0.0
50,14,3.0,0.05,3.959240924475032,-1.5816578432184791,11.061880144954909,190,35.833333333333336,0.43448638787111954,0.4280406427368481,249.15114416690437,220.39851949232502,53.0,100,53,0.0
50,14,3.0,0.08,5.485221401210527,-1.6885209603619253,12.102118744913735,190,41.33333333333333,0.4884994908501162,0.48399814269293356,350.38179534582946,312.9479948577093,56.99999999999999,100,57,0.0
50,14,3.0,0.1,6.273547463791062,-1.6167306317811705,12.189993180413776,189,42.16666666666667,0.5495423148101654,0.5293839273221995,368.9220469450505,328.246997453578,60.0,100,60,0.0
50,14,3.0,0.15,6.543187473861862,-1.6018354168900537,12.280218217760687,189,42.66666666666667,0.5715753371244461,0.5514169496364802,380.9204481291326,340.24539863766006,61.0,100,61,0.0
50,14,3.5,0.03,3.3656736812401054,-0.892246524062089,9.970927654546967,192,27.0,0.3973507031856814,0.37274269994699544,156.9102291147595,144.89599140321891,44.0,100,44,0.0
50,14,3.5,0.05,5.487455377308266,-1.5947447015321123,11.721787082233437,188,32.166666666666664,0.31932819473444723,0.31389569645436394,177.9336234809611,149.43352624874328,51.0,100,51,0.0
50,14,3.5,0.08,6.670592429255216,-1.675520568002095,13.239957337166135,187,37.833333333333336,0.37949213420701433,0.3750687760696795,261.8428601882751,226.71084200697985,56.99999999999999,100,57,0.0
50,14,3.5,0.1,7.420004040580202,-1.7420700168528211,13.455921010376716,185,39.0,0.4094325291342287,0.38948375795748597,284.8302132959671,237.15758955844598,60.0,100,60,0.0
50,14,3.5,0.15,7.787742277240536,-1.7086947941604171,13.572679975956168,184,40.0,0.4227076225169729,0.4027588513402302,305.22752723622256,257.54966046343975,62.0,100,62,0.0
50,20,3.0,0.03,2.6471322336918037,-1.0307701433144343,9.439371065925862,194,29.166666666666664,0.5293448380154442,0.503589995871518,142.56977138179985,129.49261890611103,46.0,100,46,0.0
50,20,3.0,0.05,3.915365979586351,-1.2607555672910915,11.02332708387932,190,36.833333333333336,0.43241439933431736,0.425968654200046,254.72492267770028,225.82779059340638,52.0,100,52,0.0
50,20,3.0,0.08,5.319972471888975,-1.3560419397294805,12.078709160295405,190,41.83333333333333,0.5008728214510431,0.49637147329386044,350.24602021908817,312.6677123212536,56.99999999999999,100,57,0.0
50,20,3.0,0.1,6.102401892256057,-1.2841217276372479,12.1724802380089,189,42.66666666666667,0.5619156454110922,0.5417572579231265,368.4914397076367,327.67188280644956,60.0,100,60,0.0
50,20,3.0,0.15,6.353760932707107,-1.269015210212696,12.282673333869909,189,43.16666666666667,0.583948667725373,0.5637902802374072,378.6617439297436,337.8421870285565,61.0,100,61,0.0
50,20,3.5,0.03,2.8227772917603744,-0.48935155651176837,10.003405980315469,191,25.666666666666664,0.3709439038602277,0.34845411436048934,102.02849290605262,91.09216746141938,44.0,100,44,0.0
50,20,3.5,0.05,4.932293629391265,-0.9462232764864646,11.767373043669215,187,30.833333333333336,0.30643583126413265,0.30100333298404935,119.00385258407738,92.7980109538104,50.0,100,50,0.0
50,20,3.5,0.08,6.118787101644674,-1.0248198723604123,13.40443092225513,186,36.5,0.35727521398658746,0.35285185584925266,209.70744502694322,177.18121134168655,56.00000000000001,100,56,0.0
50,20,3.5,0.1,6.853814687119452,-0.9675356486433025,13.62070997681226,184,37.666666666666664,0.37939579778048516,0.3749724396431503,238.27685946978625,186.9571206847438,60.0,100,60,0.0
50,20,3.5,0.15,7.085797357241551,-0.9547144630756392,13.75099714444288,184,38.166666666666664,0.39819976006497376,0.3937764019276389,246.75361968106088,195.73625417503447,61.0,100,61,0.0
